representative	grouped_terms	genes
oxidative phosphorylation	oxidative phosphorylation;aerobic respiration;cellular respiration;energy derivation by oxidation of organic compounds	Ndufa6;Atp5mf;Atp5pd;Ndufa5;Ndufa12;Cox5b;Uqcr11;Ndufa13;Antkmt;Ndufa2;Uqcc3;Ndufs5;Uqcr10;Uqcrq;Ndufb10;Ndufa8;Ndufs7;Ndufc1;Ndufa3;Atp5f1e;Ndufb1;Ndufa11;Ndufb5;Ndufs6;Ndufb7;Ndufb9;Ndufb3;Cox7c;Cox4i1;Ndufv3;Ndufab1;Gadd45gip1;Atp5pf;Mlxipl;Uqcrb;Tafazzin;Ndufv2;Atp5me;Ndufb2;Ndufs3;Ndufb11;Cox7b;Fxn;Cox7a2;Atp5po;Coq7;Cycs;Ndufs8;Ndufa1;Atp5f1d;Park7;Sdhb;Ndufb4;Ndufb6;Uqcc2;Cox7a1;Uqcrh;Ndufa10;Ndufb8;ND3;Cox6a1;Dnajc15;Iscu;Cox8b;Ndufs4;Ndufa7;Ccnb1;Bdnf;Bloc1s1;Bax;Immp2l;Mybbp1a;Ppp1r1a;Ppp1r3a;Per2;Phkg2;Khk;Ptges3;Adra1b;Pgf;Gcgr;Ppp1r3f
organic acid catabolic process	organic acid catabolic process;carboxylic acid catabolic process	Ddah1;Acmsd;Idua;Agxt;Mccc2;Acadsb;Acad10;Cbs;Naalad2;Oaz1;Acox3;Cyp26b1;Sord;Pah;Abhd3;Gcsh;Echs1;Lpin2;Arsb;Hpd;Sardh;Scly;Tdo2;Gcdh;Aass;Hibch;Akt2;Hadhb;Ldha;Pon3;Pon1;Akt1;Ahcyl;Decr1;Acox2;Decr2;Ehhadh;Mtor;Acad8;Acox1;Acads;Acadvl;Irs2;Ids;Mlycd;Eci3;Cyp4f14;Gldc;Hacl1;Dld;Acot2;Hadh;Lpin1;Abat;Abcd3;Blmh;Slc16a1;Hmgcl;Ilvbl;Hsd17b4;Hao1;Glud1;Aldh6a1;Etfdh;Sesn2;Slc27a2;Acadm;Cpt1a;Ppm1k;Acot4;Plin5;Amt;Crat;Acadl;Pck1;Eci2;Gnpda1;Acad11;Crot;Lonp2;Abcd2;Hadha;Abhd2;Acat1;Cpt2;Hexb;Mfsd2a;Cyp39a1;Hao2
ribosome biogenesis	ribosome biogenesis;ribonucleoprotein complex biogenesis	Rpl10;Rpl35;Rpl26;Rpl38;Rpl35a;Tsr3;Rps23;Rbis;Rpl24;Rps27l;Rps6;Rps16;Rps8;Rpl35rt;Rpl14;Rps15;Fau;Heatr1;Gtf3a;Rps19;Exosc8;Ngdn;Rps19bp1;Rps12;Rps11;Rps25;Rpl5;Pin4;Mrm3;Rps17;Rps14;Imp3;Slx9;Rps28;Mrpl20;Rpl11;Lsm6;Rsl1d1;Sirt7;Rpsa;mt-Rnr1;Rbfa;Mrm1;Utp11;Rps27;Mrps7;Nob1;Gtf2h5;Rps27rt;Pak1ip1;Rps15a;Pop5;Rpp38;Nop9;Mpv17l2;Rpf2;Emg1;Nhp2;Ppan;Exosc1;mt-Rnr2;Rrp9;Grwd1;Wdr75;Mybbp1a;Afg2b;Rps6-ps4;Rpl10a;Eif5b;Traf7;Rpl7;Noc2l;Nat10;Sart1;Lyar;Sdad1;Exosc5;Usp36;Malsu1;Rps13;Nop56;Rpl6;Fcf1;Rps9;Riok1;Wdr74;Rps24;Zfp622;Rps5;Utp23;Exosc4;Ythdf2;Ddx49;Rpl27;Cinp;Nup88;Rbm10;Ebna1bp2;Sbds;Exosc6;Nop58;Rexo4;Gar1;Nip7;Exosc7;Chd7;Kri1;Rrp7a;Rrp36;Mdn1;Znhit3;Zfp593;Mettl17;Utp14a;Rps3a1;Exosc10;Ngrn;Npm1;Riox2;C1qbp;Exosc3;Pih1d1;Ercc2;Bud23;Pelp1;Eif2s3y;Lsm2;Snrpd2;Rpl13a;Snrpd1;Luc7l;Ddx39b;Nol3;Snrpg;Tarbp2;Ptges3;Snrpe;Rbmx;Ythdc1;Prpf39;Celf4;Luc7l2;Srsf6;Nufip1;Snrpf;Wdr77;Smn1;Luc7l3;Adar;Ddx42;Cpsf7;Srsf1
Wnt signaling pathway	Wnt signaling pathway;cell-cell signaling by wnt	Frat2;Caprin2;Snai1;Ppp2r3a;Pias4;Invs;Thra;Gpc4;Lats1;Pten;Tle6;Mllt3;Ryk;Fgf9;Rbpj;Cdh3;Ptk7;Sall1;Sulf1;Lgr4;Cyld;Sox7;Cby1;Mark1;Znrf3;Bmal1;Sfrp2;Ttc21b;Ilk;Axin2;Itga3;Skic8;Lgr5;Epm2a;Mad2l2;Strn;Frzb;Ift80;Rapgef1;Alpk2;Csnk1a1;Ccn4;Cpz;Lgr6;Daam1;Rab5a;Dkk3;Psen1;Axin1;Tnfaip3;Gpc3;Prkaa2;Tnks;Nkd1;Tnks2;Vcp;Rnf14;Rnf138;Col6a1;Scyl2;Apc;Tmem237;Kremen1;Klhl12;Jup;Sfrp5;Ctnnb1;Fbxw11;Csnk1e;Gid8;Spin1;Csnk2a1;Lats2;Notch1;Grhl3;Tmem170b;Wnk1;Fermt2;Csnk1d;Dab2ip;Wnt4;Wls;Rac1;Rspo3;Smad4;Dact1;Gsk3b;Tcf7;Csnk2b;Nid1;Dcdc2a;Mdfic;Zfp703;Notum;Bicc1;Wnk2;Pkd2;Cul3;Ubr5;Fzd4;Yap1;Vps35;Ctnnd2;Ctr9;Sema5a;Lrp1;App;Tle1;Usp8;Lypd6;Shisa3;Ednrb;Mcc;Fzd1;Wnt2b;Cdc73;Atp6ap2;Vps4b;Amfr;Egr1;Bmp2;Kank1;Ddb1;Cdh2;Calcoco1;Ccny;Wwtr1;Lect2;Myc;Tnik;Tmem64;Foxo1;Ppm1a;Fzd6;Crbn;Tbl1xr1;Daam2;Ednra;Plpp3;Ctnnd1;Hbp1;Stk4;Lrp6;Enpp1;Pygo1;Ddx3x;Lrp5;Ccnd1
fatty acid oxidation	fatty acid oxidation;lipid oxidation	Akt2;Hadhb;Ppara;Akt1;Decr1;Acox2;Ehhadh;Mtor;Acox1;Acads;Acadvl;Irs2;Mlycd;Eci3;Pdk4;Hacl1;Hadh;Abcd3;Ilvbl;Hsd17b4;Hao1;Etfdh;Sesn2;Slc27a2;Acadm;Cpt1a;Plin5;Crat;Acadl;Pparg;Eci2;Acad11;Crot;Lonp2;Abcd2;Hadha;Acat1;Fmo1;Cpt2;Mfsd2a;Hao2;Pla2g7;Aloxe3
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	Ndufa6;Ndufa5;Ndufa12;Ndufa13;Ndufa2;Ndufs5;Ndufb10;Ndufa8;Ndufs7;Ndufc1;Ndufa3;Ndufb1;Ndufa11;Ndufb5;Ndufs6;Ndufb7;Ndufb9;Ndufb3;Ndufab1;Tafazzin;Ndufaf6;Ndufb2;Ndufs3;Ndufb11;Ndufs8;Ndufa1;Ndufb4;Ndufb6;Ndufaf4;Ndufa10;Ndufb8;Ndufaf8;Ndufaf2;Dmac1;Foxred1;Ndufs4
mitochondrial ATP synthesis coupled electron transport	mitochondrial ATP synthesis coupled electron transport;ATP synthesis coupled electron transport;aerobic electron transport chain;electron transport chain;respiratory electron transport chain	Ndufa12;Cox5b;Uqcr11;Uqcc3;Uqcr10;Uqcrq;Ndufa8;Ndufs7;Ndufs6;Ndufb9;Cox7c;Cox4i1;Ndufv3;Uqcrb;Tafazzin;Ndufv2;Ndufs3;Cox7b;Cox7a2;Coq7;Cycs;Ndufs8;Park7;Sdhb;Ndufb6;Cox7a1;Uqcrh;Ndufa10;Ndufb8;ND3;Cox6a1;Dnajc15;Iscu;Cox8b;Ndufa7;Ccnb1;Bdnf;COX2;Ndufa5;Fdx2;Ndufb3;Fdx1;Immp2l;Mybbp1a;Ndufs4;Etfb
lipid localization	lipid localization;lipid transport	Osbpl6;Lpcat3;Stx12;Gulp1;Stat5b;Aqp9;Plscr2;Slco1c1;Zdhhc5;Bltp1;Hdlbp;Itgav;Abcb1b;Stard5;Abca8a;Lima1;Slc10a5;Clptm1l;Rft1;Zfyve1;Cftr;Ces1c;Slc22a1;Slc43a3;Lipc;Vamp7;Akt2;Ano4;Slc10a1;Atg2b;Cert1;Ces1g;Osbpl11;Lipg;Vapb;Abcb1a;Lypla1;Arl8b;Ppara;Crp;Pon1;Abcc4;Slco2a1;Akt1;Pnpla2;Atp9a;Vldlr;Pisd;Fzd4;Agtr1a;Lrp1;Osbpl2;Psap;Esyt3;Abca5;Tex2;Nus1;Slco1b2;Ttpa;Mttp;C3;Il1a;Vps4b;Vps13c;Osbpl9;Abca3;Tmem30b;Vps54;Irs2;Stat5a;Osbp2;Itgb3;Fitm2;Cyp2j5;Lipa;Srebf2;Abcd3;Scarb2;Kcnj8;Npc1;Tmem30a;Pla2g4f;Pctp;Furin;Lbp;Bmp6;Igfbp3;Slc27a2;Scarb1;C1qtnf1;Plin5;Pnpla8;Acsl1;Apob;Osbpl1a;Pparg;Hbp1;Slc25a20;Crot;Lrp6;Abcd2;Abca6;Ceacam1;Prelid2;Cd36;Lcat;Apoa4;Abcb4;Lrat;Enpp1;Plin2;Hexb;Mfsd2a
external encapsulating structure	external encapsulating structure;extracellular matrix	Lingo1;Fgf9;Adamts5;Thsd4;Abi3bp;Fbn1;Olfml2b;Gpc6;Ogn;Frem3;Angptl1;Col24a1;Pzp;Adamtsl1;Fbln5;Adamtsl4;Rtn4rl2;Anxa4;Serpinb9;Dlg1;Lrrc17;Mmp11;Angptl7;Itih4;Lrrn3;Cd180;Col18a1;Tspan9;Hrg;Col4a2;Tfip11;Loxl2;Fgb;Fmod;Lgalsl;Ccn4;Adamts9;Col8a2;Htra1;Cpz;Hnrnpm;Lgr6;Ctsc;Plg;Impg2;Mmp16;F3;Tnxb;Mmp19;Fgg;Angptl6;Mfge8;Ntn4;Gpc3;Gpld1;Mmp17;Angpt2;Hcfc1;Col6a2;Adamts6;Tgfbi;Lamc1;Col6a1;Lgals4;Plscr2;Vwc2;Scara3;Itga6;Tgfb3;Olfml2a;Anxa5;Hpse;Lamc2;Sema6d;Vwa5a;Clec14a;Gsto1;Col28a1;Serping1;Col4a1;Adamts3;Mfap1a;Emilin1;Mmp2;Loxl4;Postn;Wnt4;Mmp7;Megf6;Bmper;Col4a4;Nid1;Ltbp1;Lamb1;Lama2;Serpine1;Cpn2;Pxdn;Smc3;Ccdc80;Glg1;Timp2;Ahsg;Lama1;Alpl;Anxa11;Sod3;Anxa6;Ngly1;Lman1;Fga;Adamts1;Col14a1;Slit2;Ccbe1;Col4a5;Lum;Efna5;Igfbp7;Col5a1;Fam20b;Angpt1;Lgals9;Pcsk6;Mamdc2;Tnfrsf11b;Dag1;Efemp1;Tinagl1;Fn1;Calr;Ccn2;Ecm1;Itgb1;Dcn;Ccn1;Col4a3;Serpinb1a;Ntn1;Bgn;Fgf1;Angptl2;Lamc3;Adamts13;Papln;Sparcl1;Prelp;Reln;Angptl4;Serpina3k;Col22a1
basal plasma membrane	basal plasma membrane;basolateral plasma membrane;basal part of cell	Itga3;Slc27a1;Dlg1;Mpz;Cldn1;Slco4a1;Cd300lg;Met;P2ry2;Slc22a2;Alpk2;Slc26a1;Kcnj10;Slc47a2;Cnnm4;Ank2;P2ry12;Epb41;St14;Aqp9;Slc7a8;Dstyk;Slco1c1;Itga6;Arrb1;Slc16a7;Slc4a11;Slc30a1;Ide;Atp1b3;Ctnnb1;Car9;Slc39a8;Erbb3;Rhbg;Cftr;Slc22a1;Slc43a3;Atp7a;Slc10a1;Cd81;Myo1d;Myo1c;Car11;Slc2a2;Erbin;C5ar1;Aqp1;Abcc4;Slco2a1;Slc4a7;Hsp90ab1;Slc40a1;Atp1a1;P2ry1;Pkd2;Pth1r;Agtr1a;Slc31a1;Lrp1;Lin7a;Rapgef4;Bmpr2;Slco1b2;Mttp;Flot2;Cdh2;Dag1;Slc39a5;Adam9;Slc16a1;Hpgd;Slc16a10;Stk39;Itga9;P2ry4;Slc16a12;Atp2b1;Stx2;Slc23a2;Slc3a2;Dsp;Plpp3;Car2;Ceacam1;Slc4a4;Tjp1;Slc22a5;Slc22a29;Slc13a3;Slc22a26;Slc22a27;Clasp1;Itga1;Clasp2
carboxylic acid transport	carboxylic acid transport;organic acid transport	Map2k6;Slc6a9;Arg1;Slc7a15;Slc6a19;Slc6a7;Slc22a7;Arg2;Slc12a2;Pla2g12b;Mapk9;Slc46a1;Slc27a4;Kmo;Slc6a4;Llgl2;Slc7a11;Slc7a1;Pla2g4a;Acsl5;Eprs1;Cln8;Sfxn3;Pla2r1;Slc1a7;Slc27a1;Slc38a4;Gja1;Pak1;Agt;Arhgef11;Agxt;Lrp2;Epm2a;P2ry2;Gfap;Bdkrb2;Slc22a2;Slc36a4;Fabp7;Il1b;Slc26a1;Slc25a2;Spx;Kcnj10;Lrrc8a;Il1rn;Psen1;Slc16a9;Apba1;Aqp9;Slc7a8;Slco1c1;Slc16a7;Xk;Abcb1b;Slc10a5;Stxbp1;Ces1c;Slc22a1;Dpysl2;Slc43a1;Nf1;Slc6a16;Akt2;Slc17a5;Slc10a1;Ces1g;Rgs4;Abcb1a;Lypla1;Ctns;Sfxn2;Slc1a2;Slc25a15;Abcc4;Slco2a1;Akt1;Nfe2l1;Slc38a10;Septin2;Psap;Ucp2;Arl6ip5;Slco1b2;Slc25a32;Il1a;Slc38a2;Lrrc8d;Vps54;Irs2;Avpr1a;Slc25a13;Abat;Abcd3;Slc16a1;Kcnj8;Slc16a10;Slc6a21;Myc;Pla2g4f;Slc16a12;Slc25a22;Itgb1;Nr3c1;Slc23a2;Slc3a2;Slc27a2;Pnpla8;Rab3gap1;Acsl1;Pparg;Crot;Abcd2;Ceacam1;Cd36;Slc16a2;Ntrk2;Abcb4;Plin2;Slc13a3;Mfsd2a;Lrp5
purine ribonucleoside bisphosphate metabolic process	purine ribonucleoside bisphosphate metabolic process;3'-phosphoadenosine 5'-phosphosulfate metabolic process;3'-phosphoadenosine 5'-phosphosulfate binding;steroid sulfotransferase activity;ethanol catabolic process	Enpp1;Sult2a4;Sult2a6;Sult2a3;Sult2a5;Sult2a2;Sult2a1;Sult1e1
ethanol metabolic process	ethanol metabolic process;steroid sulfotransferase activity;3'-phosphoadenosine 5'-phosphosulfate binding;ethanol catabolic process	Sult1e1;Sult2a4;Sult2a6;Sult2a3;Sult2a5;Sult2a2;Sult2a1
rRNA processing	rRNA processing;rRNA metabolic process	Rpl35;Rpl26;Rpl35a;Tsr3;Rps6;Rps16;Rps8;Rpl35rt;Rpl14;Rps15;Heatr1;Rps19;Exosc8;Ngdn;Rps25;Rpl5;Pin4;Mrm3;Rps17;Imp3;Slx9;Rps28;Rpl11;Lsm6;Rsl1d1;Sirt7;Rbfa;Mrm1;Utp11;Rps27;Nob1;Gtf2h5;Rps27rt;Pop5;Rpp38;Nop9;Rpf2;Emg1;Nhp2;Ppan;Exosc1;Rrp9;Wdr75;Rps6-ps4;Rpl10a;Rpl7;Nat10;Sart1;Lyar;Exosc5;Usp36;Fcf1;Riok1;Wdr74;Rps24;Utp23;Exosc4;Ythdf2;Ddx49;Rpl27;Ebna1bp2;Sbds;Exosc6;Rexo4;Gar1;Exosc7;Chd7;Kri1;Rrp7a;Rrp36;Znhit3;Utp14a;Exosc10;Npm1;Exosc3;Pih1d1;Ercc2;Bud23;Pelp1;Rps21;Pdcd11;Wdr12;Bms1;Pa2g4;Wdr3;Brix1;Pwp2;Mak16;Nol8;Nol7;Mettl5;Polr2e;Trir;Zcchc7;Ippk;Polr1g
heme binding	heme binding;tetrapyrrole binding	Cyp2c29;Pxdn;Steap3;Cyp51;Cyp2d26;Cyp2b9;Abcb6;Cyp2c38;Cyp4f14;Fech;Cyp2j5;Eif2ak1;Cyb5d2;Steap4;Cyp4a10;Gucy1a1;Cyp20a1;Suox;Cyp2a12;Cyp4a14;Cyp2g1;Cyp2c68;Cyp2c39;Cyp2c37;Cyp2a22;Cyp39a1;Cyp17a1;Cyp2a4;Cyp3a16;Cyp2b13;Cyp2c69;Cyp2c40;Cyp3a41a;Cyp3a41b;Lmbrd1;Mmut;Tcn2
extracellular matrix organization	extracellular matrix organization;external encapsulating structure organization;extracellular structure organization	Sulf2;Pdpn;Adamts15;Mmp13;Matn4;Mfap4;Spock2;Slc2a10;Col13a1;Spint1;Ddr2;Fermt1;Adamts12;Ctss;Eng;Aebp1;Ero1a;Serpinf2;Mmp28;Adamts5;Thsd4;Abi3bp;Olfml2b;Adtrp;Sulf1;Col24a1;Adamtsl1;Fbln5;Sfrp2;Adamtsl4;Axin2;Clasp1;Mmp11;Agt;Angptl7;Idua;Col18a1;Gfap;Col4a2;Tfip11;Mpzl3;Mad2l2;Fkbp10;Wt1;Dpp4;Loxl2;Adamts9;Col8a2;Plg;Impg2;Mmp16;Sh3pxd2b;Tnxb;Mmp19;Ntn4;Mmp17;Mmp27;Adamts6;Tgfbi;Lamc1;Col6a1;Scara3;Olfml2a;Foxf1;Slc39a8;Col28a1;Nf1;Col4a1;Adamts3;Notch1;Emilin1;Atp7a;Atxn1l;Mmp2;Loxl4;Postn;Mia3;Mmp7;Mpv17;Smad4;Antxr2;Antxr1;Col4a4;Nid1;Lamb1;Lama2;Pxdn;Ccdc80;Rb1;Lama1;Myo1e;Sema5a;App;Adamts1;Fktn;Col14a1;Col4a5;Tgfbr3;Col5a1;Bmp2;Tnfrsf11b;Pomt2;Itgb3;Dag1;Itga8;Zfp469;Fn1;Tnfrsf1b;Ccn2;Pdgfra;Itgb1;Ccn1;Col4a3;Ric1;Qsox1;Ets1;Pparg;Adamts13;Mkx;Clasp2;Papln;Col22a1
tissue migration	tissue migration;epithelial cell migration;epithelium migration	Adipor1;Gata2;Epb41l5;Itgb1bp1;Pdcd6;Itga3;Clasp1;Agt;Pxn;Gdf6;Met;Col18a1;Ptpn11;Capn7;Hrg;Dnaja4;Atp5f1b;Dpp4;Loxl2;Grhl2;Actn4;Pik3cg;Rreb1;Adamts9;Fstl1;Prkca;Jun;Plg;Ctsh;Rock2;Gpld1;Angpt2;Arsb;Apc;Itgav;Foxf1;Jup;Hyal1;Tns3;Hif1a;Ephb4;Clec14a;Kdr;Rock1;Nf1;Coro1c;Notch1;Dab2ip;Pkn2;Mia3;Rac1;Smad4;Bmper;Cxcl12;Vstm4;Csnk2b;Aqp1;Myh9;Hspb1;Serpine1;Akt1;Jcad;Sema5a;Epb41l4b;Emc10;Nr4a1;Rhoa;Rin2;Mtor;Pdcd10;Nus1;Slit2;Ccbe1;Mcc;Bmpr2;Sash1;Tgfbr3;Bmp10;Angpt1;Grn;Spred1;Irs2;Pik3c2a;Kank1;Stat5a;Itgb3;Epha2;Adam9;Calr;Rtn4;Itgb1;Dcn;Pdpk1;Scarb1;Emp2;Glul;Fgf1;Ets1;Map4k4;Daam2;Plpp3;Pparg;Gdf2;Ceacam1;Clasp2;Sp1;Arhgap5
