representative	grouped_terms	genes
cellular respiration	cellular respiration;energy derivation by oxidation of organic compounds	Pdha1;Cyp1a2;Chchd4;Dlst;Cox8b;Sucla2;Ndufa1;Slc37a2;Suclg1;Bax;Tmem135;Abcd1;Sdhaf4;Uqcrb;Mrps36;Atp5pf;Pdhb;Oas1a;Mtln;Coq7;Sdha;Iscu;Ndufa5;Cox10;Uqcc3;Atp5f1b;Idh2;Atp5pb;Ndufb6;Mdh1;Mtfr1l;Idh3b;Antkmt;Idh1;Ndufa13;Idh3g;Fh1;Cbfa2t3;Cycs;Cs;Cox5a;Ndufc1;Oas1g;Atp5pd;Mfn2;Aco1;Macroh2a1;Rhoa;Fxn;Dnajc15;Atp5f1e;Atp5f1a;Cox7a2;Atp5f1c;Chchd10;Nupr1;Cyc1;Sdhaf2;Cox7a2l;Ndufab1;Gadd45gip1;Sod2;Sdhb;Trap1;Bloc1s1;Ndufs4;Suclg2;Ndufb3;Uqcrq;Ndufb2;Afg1l;Akt1;Ndufa3;Uqcrh;Cox5b;Uqcr11;Ndufb11;Mtch2;Slc25a23;Ndufs5;Sdhc;Ndufb5;Uqcc2;Gpd1;Ndufb8;Atp5me;Chchd5;Ndufs8;Ndufb7;Ndufaf1;Uqcrc1;Ndufb9;Ndufv3;Mdh2;Chchd2;Ndufa7;Prkaca;Atp5po;Pink1;Ogdh;Ndufs7;Uqcr10;Ndufa12;Ndufa2;Ndufs2;Oxa1l;Stoml2;Nop53;Cox8a;Atp5mf;Ndufv1;Cox4i1;Ndufv2;Dnajc30;Cox6a1;Ndufa11;Ndufa10;Park7;Vcp;Ide;Ndufs6;Ndufa8;Prelid1;Ndufa9;Ndufb10;Atp5f1d;Etfb;Ndufs3;Shmt2;Ppp1r3e;Pygb;Comt;Il6st;1810024B03Rik;Gnmt;Ldha;Akt2;Gsk3a;Ppp1ca;Khk;Pgm1;Ptges3
purine ribonucleoside triphosphate metabolic process	purine ribonucleoside triphosphate metabolic process;ribonucleoside triphosphate metabolic process;purine nucleoside triphosphate metabolic process;nucleoside triphosphate metabolic process;ATP metabolic process	Hk3;Sphk2;Rptor;Ndufa1;Nme6;Nmnat1;Fbp1;Ran;Gapdhs;Nme4;Jmjd8;Nudt5;Slc4a1;Atp5pf;Itpa;Sdha;Zbtb7a;Tgfb1;Ndufa5;Uqcc3;Atp5f1b;Atp5pb;Ier3;Ndufb6;Atp5mg;Antkmt;Aldoc;Mlst8;Ndufa13;Pkm;Cbfa2t3;Galt;Hspa8;Ndufc1;Atp5pd;Atp6v1b2;Aldob;Rhoa;Opa1;Atp5mc3;Parp1;Ola1;Atp5f1e;Atp5f1a;Gale;Ppp2ca;Mpi;Pgk1;Impdh1;Hk1;Bad;Atp5f1c;Gtpbp1;Nupr1;Tkfc;Stat3;Bpgm;Ndufab1;Sdhb;Atp5if1;Ndufs4;Tspo;Khk;Ak3;Pnp;Ndufb3;Ndufb2;Ndufa3;Pgam1;Ndufb11;Galk1;Mtch2;Psen1;Ndufs5;Sdhc;Ndufb5;Gpd1;Nme2;Ndufb8;Eif6;Atp5me;Ndufs8;Ndufb7;Ndufb9;Ndufv3;Tpi1;Ndufa7;Impdh2-ps;Gpi1;Prkaca;Atp5po;Ogdh;Ndufs7;Pfkl;Ndufa12;Ndufa2;Ndufs2;Stoml2;Atp5mf;Ndufv1;Eno1;Ndufv2;Dnajc30;Ndufa11;Nme1;Ndufa10;Ucp2;Vcp;Ndufs6;Ndufa8;Ndufa9;Atp5mc1;Ndufb10;Fis1;Ldhd;Atp5f1d;Ndufs3;Uck2;Ak2;Samhd1;Guk1;Dut;Dctpp1
nucleotide biosynthetic process	nucleotide biosynthetic process;ribose phosphate biosynthetic process;ribonucleotide biosynthetic process;purine ribonucleotide biosynthetic process;purine nucleotide biosynthetic process;nucleoside phosphate biosynthetic process;purine-containing compound biosynthetic process	Sphk2;Prps1;Ndufa1;Nme6;Nmnat1;Nme4;Mpc2;G6pdx;Paics;Dcakd;Atp5pf;Pdhb;Oas1a;Rrm2;Qprt;Aspdh;Gcdh;Sdha;Tgfb1;Dut;Oasl2;Ndufa5;Uqcc3;Atp5f1b;Idh2;Atp5pb;Dhodh;Ndufb6;Atp5mg;Antkmt;Shmt1;Ndufa13;Atic;Gmpr;Ndufc1;Atp5pd;Ak2;Gart;Pank1;Atp5mc3;Parp1;Atp5f1e;Atp5f1a;Mthfd1;Vdac1;Impdh1;Atp5f1c;Rd3;Mlycd;Stat3;Ndufab1;Sdhb;Ndufs4;Ak3;Pnp;Ndufb3;Ndufb2;Uck2;Ndufa3;Guca1a;Tyms;Ndufb11;Ppcs;Ndufs5;Adcy1;Sdhc;Ndufb5;Haao;Aprt;Gmps;Naprt;Nme2;Ndufb8;Pdk2;Atp5me;Umps;Ndufs8;Ndufb7;Nos1;Ndufb9;Ndufv3;Ndufa7;Impdh2-ps;Atp5po;Acot7;Ndufs7;Ndufa12;Ndufa2;Ndufs2;Guk1;Stoml2;Atp5mf;Ndufv1;Eno1;Ndufv2;Dnajc30;Coasy;Ndufa11;Gars1;Kars1;Nme1;Ndufa10;Vcp;Ndufs6;Ndufa8;Ndufa9;Atp5mc1;Ndufb10;Flad1;Ldhd;Atp5f1d;Ndufs3
ribose phosphate metabolic process	ribose phosphate metabolic process;purine ribonucleotide metabolic process;ribonucleotide metabolic process	Hk3;Sphk2;Sucla2;Rptor;Prps1;Ndufa1;Nme6;Suclg1;Nmnat1;Sult2a1;Fbp1;Ran;Acsm2;Gapdhs;Nme4;Jmjd8;Mpc2;G6pdx;Abcd1;Paics;Dcakd;Mvd;Hmgcs2;Nudt5;Nudt3;Gda;Slc4a1;Atp5pf;Hmgcl;Itpa;Gpat4;Pdhb;Hnf4a;Mccc2;Gcdh;Sdha;Zbtb7a;Tgfb1;Acot8;Pmvk;Ndufa5;Pde9a;Uqcc3;Atp5f1b;Atp5pb;Ier3;Dhodh;Ndufb6;Atp5mg;Antkmt;Acadsb;Aldoc;Mlst8;Ndufa13;Pkm;Mvk;Cbfa2t3;Urad;Galt;Hspa8;Nudt19;Atic;Cs;Gmpr;Ndufc1;Atp5pd;Acnat2;Ak2;Atp6v1b2;Aldob;Gart;Rhoa;Opa1;Pank1;Atp5mc3;Parp1;Ola1;Atp5f1e;Atp5f1a;Gale;Mthfd1;Vdac1;Ppp2ca;Nudt18;Mpi;Pgk1;Impdh1;Hk1;Bad;Atp5f1c;Gtpbp1;Mlycd;Nupr1;Tkfc;Stat3;Bpgm;Ndufab1;Nudt4;Rnaseh2b;Sdhb;Atp5if1;Ndufs4;Suclg2;Tspo;Khk;Ak3;Pnp;Ndufb3;Ndufb2;Nt5c;Uck2;Ndufa3;Pgam1;Ndufb11;Galk1;Mtch2;Urah;Ppcs;Psen1;Ndufs5;Adcy1;Sdhc;Ndufb5;Aprt;Acaa2;Gpd1;Gmps;Nme2;Ndufb8;Pdk2;Eif6;Atp5me;Umps;Ndufs8;Ndufb7;Ndufb9;Ndufv3;Tpi1;Ndufa7;Impdh2-ps;Gpi1;Prkaca;Atp5po;Acot7;Ogdh;Ndufs7;Nudt14;Pfkl;Ndufa12;Ndufa2;Ndufs2;Guk1;Stoml2;Tkt;Hint1;Atp5mf;Ndufv1;Eno1;Ndufv2;Dnajc30;Coasy;Ndufa11;Acsm1;Nme1;Glyat;Ndufa10;Ucp2;Nudt9;Vcp;Ndufs6;Ndufa8;Ndufa9;Atp5mc1;Ndufb10;Fis1;Ldhd;Atp5f1d;Ndufs3;Taldo1
organic acid catabolic process	organic acid catabolic process;carboxylic acid catabolic process	Dbt;Lpin1;Acox2;Fabp1;Slc16a3;Hibadh;Ahcyl;Ddah1;Acaa1a;Eci1;Kmo;Kynu;Hsd17b4;Got1;Aldh4a1;Sdsl;Pex5;Abcd1;Hmgcl;Mtln;Crat;Scly;Qprt;Mccc2;Slc25a44;Acadl;Gcdh;Mthfs;Hao1;Hadha;Acot8;Ahcy;Sord;Phyh;Glud1;Ivd;Acadsb;Shmt1;Oaz1;Acad8;Amt;Asrgl1;Mthfsl;Echs1;Cdo1;Nagk;Aldh5a1;Nudt19;Ldha;Acat3;Hadh;Hexa;Gstz1;Gcsh;Mat1a;Acat2;Slc27a4;Tysnd1;Agxt;Pgd;Mlycd;Hgd;Akt2;Sardh;Plin5;Got2;Cpt2;Cbs;Akt1;Aldh1l1;Amdhd2;Blmh;Acaa2;Qdpr;Renbp;Nos1;Hpd;Decr1;Idnk;Acot7;Dbi;Acads;Hsd17b10;Gcat;Bckdha;Acsf3;Acadvl;Thnsl2;Fah;Dcxr;Ldhd;Akr1a1;Etfb
GTP binding	GTP binding;guanyl nucleotide binding;guanyl ribonucleotide binding	Mtg2;Gtpbp3;Arl3;Septin1;Rab43;Arf6;Srpra;Arl11;Arfrp1;Rab7b;Srp54b;Gpn2;Rab35;Arl8b;Rab3a;Arl4a;Septin9;Rap2b;Ran;Gch1;Eif2s3x;Ehd4;Rab6b;Eef1a2;Rrad;Arf1;Rab21;Rab3d;Ehd3;Eef2;Thg1l;Rhoc;Srp54c;Tubb2b;Arf2;Tubb2a;Rhou;Glud1;Rab32;Irgm1;Rhod;Rala;Rab11a;Irgq;Tuba1a;Arhgap35;Dnm2;Eif2b1;Rab8b;Rhob;Arl4c;Tgtp1;Mfn2;Igtp;Ift22;Rhoa;Tgm2;Opa1;Pip4k2b;Gbp2;Ola1;Gnat1;Tubb6;Eftud2;Nkiras2;Rab5c;Rasl10b;Cdc42;Sar1a;Gtpbp1;Rab5b;Rac1;Tubg1;Rab13;Gmppb;Arf3;Samhd1;Suclg2;Arf5;Ak3;Rhot2;Nras;Urgcp;Hsp90aa1;Rnd2;Rtcb;Rab11b;Eif2b2;Rab4a;Drg2;Rab2a;Rit1;Ralb;Rac2;Gpn1;Drg1;Rab29;Rab17;Hras;Tuba4a;Tufm;Hsp90ab1;Tubb4b;Anxa6;Tuba1c;Gnl1;Tubb5;Acsm1;Tuba1b;Rras;Nme1;Eefsec;Rab1b;Gnai2;Ift27;Rab8a;Ehd1;Rhog;Rab7;Fkbp4;Pde11a;Prps1;Suclg1;Nme2
translation regulator activity	translation regulator activity;translation regulator activity, nucleic acid binding;translation factor activity, RNA binding	Cirbp;Eif4b;Eif3l;Eif2s3x;Eef1a2;Etf1;Eif3h;Eef2;Rps27l;Pcbp1;Eif1a;Mtrfr;Mif4gd;Abtb1;Eef1b2;Shmt1;Eif4e2;Samd4b;Eif2b1;Eif1ax;Eif4a1;Eif4e3;Eftud2;Ifrd2;Serbp1;Gtpbp1;Rack1;Eif3m;Rpl10;Denr;Eif2s2;Eif2d;Rpl10-ps3;Tsfm;Tyms;Eif2b2;Eif2b5;Rps9;Eif3f;Eif4h;Abcf1;Eif2b3;Eif6;Eif2b4;Eif1b;Eif3i;Eif3b;Eif1;Tufm;Eef1g;Eif5a;Rps14;Mrpl58;Eef1d;Eif3c;Eif4ebp1;Eif3d;Eefsec;Eif1ad;Eif3g;Eif3k
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	Ndufab1-ps;Aifm1;Lyrm2;Ndufa5;Ndufaf7;Ndufb6;Ndufa13;Dmac1;Ndufc1;Ndufaf3;Ndufab1;Ndufs4;Acad9;Ndufb3;Ndufb2;Ndufa3;Ndufb11;Ndufaf8;Ndufs5;Ndufb5;Ndufb8;Ndufs8;Ndufb7;Ndufaf1;Ndufaf2;Ndufb9;Bcs1l;Ndufs7;Ndufa12;Ndufa2;Ndufs2;Oxa1l;Ndufa11;Ndufa10;Ndufs6;Ndufa8;Ndufa9;Ndufb10;Ndufs3
organellar small ribosomal subunit	organellar small ribosomal subunit;mitochondrial small ribosomal subunit	Mrps28;Mrps17;Mrps9;Dap3;Mrps18a;Mrps14;Mrps18c;Mrps24;Mrps23;Mrps18b;Mrps35;Mrps33;Mrps27;Mrps12;Mrps10;Mrps26;Mrpl42;Mrps21;Aurkaip1;Mrps11;Mrps25;Mrps34;Mrps16;Mrps15;Mrps7
electron transport chain	electron transport chain;mitochondrial ATP synthesis coupled electron transport;respiratory electron transport chain;aerobic electron transport chain;ATP synthesis coupled electron transport	Sdha;Iscu;Ndufa5;Uqcc3;Ndufb6;Cycs;Cox5a;Dnajc15;Cox7a2;Thap11;Cyc1;Sdhaf2;Cox7a2l;Sod2;Sdhb;Ndufs4;Ndufb3;Uqcrq;Afg1l;Uqcrh;Cox5b;Uqcr11;Mtch2;Sdhc;Gpd1;Ndufb8;Ndufs8;Ndufaf1;Uqcrc1;Ndufb9;Ndufv3;Chchd2;Ndufa7;Pink1;Ndufs7;Uqcr10;Ndufa12;Ndufs2;Cox8a;Ndufv1;Cox4i1;Ndufv2;Cox6a1;Ndufa10;Park7;Ndufs6;Ndufa8;Etfb;Ndufs3
pattern specification process	pattern specification process;regionalization	Med12;Tasor;Sf3b1;Acvr1;Rnf111;Kdm6a;Cramp1;Mtf2;Pkd2;Tgfbr1;Fzd5;Lrp4;Bmp1;Plxna2;Tctn1;Nphp3;Tbx1;Dvl1;Sfrp2;Apc;Robo2;Frs2;Acvr2a;Erbb4;Lama5;Smad3;Dll1;Eed;Dzip1l;Ift25;Robo1;Senp2;Hoxc4;Axin2;Ift88;Ep300;Dync2h1;Arl13b;Daam2;Pds5a;Notch2;Sox17;Ptch1;Kmt2a;Ppp2r3a;Fgfr2;Fgfr4;Cc2d2a;Atm;Nr2f2;Atp6ap2;Tmem67;Tll1;Dnah5;Foxa2;Celsr2;Satb2;Pgap1;Chrd;Tbx20;Rfx3;Kdm2a;Scmh1;Bmi1;Fst;Zeb1;Prickle1;Gli1;Lrp6;Smad2;Foxf1;Notch1;Fgfr1;Bmpr2;Lrp5;Hipk2;Mks1;Pcsk5;Pcsk6;Tshz1;Syngap1;Kdm2b;Nle1;Dnai2;Ttc8;Mib1;Hhex;Foxa1;Prkdc;C2cd3;Bmp5;Wt1;Ldb1;Rttn;Ofd1;Tgif1;Aida;Hnf1b;Celsr1;Sema3a;Dll4;Enkur;Smad6;Bmp4;Poglut1;Epb41l5;Wdr19;Palb2;Pcgf2;Rnf2;Hoxb3;Tcf7l1;Meis2;Bmpr1b;Hoxa3;Tbx6;Shroom3;Cep290;Wnt5a;Sfrp1;Megf8;Wnt7b;Dnaaf4;Hif1a;Cyp26a1;Ring1;Meis1;Dmrta2;Nat8f5;Hoxb8;Folr1;Bicc1;Nek8;Mesp2;Cobl;Zeb2;Hipk1;Daw1;Hes1;Spry1;Wls;Acd;Mapk8;Crkl;Asph;Msx1;Bmpr1a;Rpgrip1l;Gja1;Acvr2b;Nrg3;Rab23;Rarg;Ror2
pyridine-containing compound metabolic process	pyridine-containing compound metabolic process;nicotinamide nucleotide metabolic process;pyridine nucleotide metabolic process	Fdx1;Hk2;Kmo;Kynu;Dlst;Hk3;Rptor;Prps1;Slc37a2;Nmnat1;Fbp1;Gapdhs;Jmjd8;G6pdx;Slc4a1;Qprt;Aspdh;Rbks;Zbtb7a;Txnrd1;Idh2;Fmo1;Ier3;Mdh1;Gpd1l;Idh3b;Aldoc;Ncf2;Mlst8;Idh1;Idh3g;Pkm;Cbfa2t3;Galt;Fmo5;Ldha;Aldob;Macroh2a1;Gale;Nqo1;Ppp2ca;Mpi;Pgk1;Pcx;Hk1;Pgd;Nupr1;Tkfc;Stat3;Bpgm;Me2;Khk;Pnp;Cbr2;Pgam1;Aldh1l1;Galk1;Mtch2;Psen1;Naxe;Haao;Gpd1;Pdxk;Naprt;Eif6;Nnmt;Mdh2;Tpi1;Ncf1;Gpi1;Prkaca;Ogdh;Pfkl;Tkt;Eno1;Ucp2;Vcp;Pnpo;Pgls;Prdx5;Dcxr;Taldo1
oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;oxidoreductase activity, acting on CH-OH group of donors	Adh6b;Akr1b7;Fasn;Hibadh;Akr1b1;Dhrs7b;Hsd17b4;Cyp4a12b;Adh4;Hsd17b11;G6pdx;Gfus;Rdh12;Bdh1;Cbr4;Akr1c13;Hadha;Sord;Idh2;Mdh1;Gpd1l;Akr1b8;Idh3b;Akr1c19;Ptgr1;Idh1;Idh3g;Dhrs3;Ldha;Hadh;Ctbp1;Akr1c12;Impdh1;Pgd;Dhrs1;Me2;Grhpr;Dhrs4;Cbr1;Cbr2;Adh5;Akr1e1;Hsd17b8;Gpd1;Mdh2;Impdh2-ps;Prxl2b;Hsd17b10;Spr;Dhrs11;Dcxr;Akr7a5;Ldhd;Akr1a1;Adh1;Cyp4a12a;Gulo;Hao1;Cyp4f18
proteasome accessory complex	proteasome accessory complex;proteasome regulatory particle	Psmd5;Psmd7;Psmd14;Psmd6;Sem1;Psmd12;Psmd13;Psmd9;Adrm1b;Psme3;Psmc1;Psmd2;Psmd8;Psmd11;Psmc2;Adrm1;Psmd1;Psmd4;Psmd3;Psmc3;Psmc4;Psme1;Psmc5
