representative	grouped_terms	genes
ATP metabolic process	ATP metabolic process;purine nucleoside triphosphate metabolic process;purine ribonucleoside triphosphate metabolic process;ribonucleoside triphosphate metabolic process;nucleoside triphosphate metabolic process	Ndufs4;Ak4;Hdac4;P2rx7;Khk;Prkaca;Ndufa1;Atp5po;Ndufa6;Igf1;Galk1;Ndufc1;Ndufa7;Vcp;Ldhd;Sdhc;Ndufb11;Ak3;Ndufb9;Ndufb5;Ndufs2;Trem2;Arl2;Ndufb8;Stoml2;Cbfa2t3;Dnajc30;Sphk2;Atp5me;Ier3;ND3;Ncor1;Sdhb;Ppara;Atp5pf;Hspa8;Git1;Ndufb2;Ndufb3;Rptor;Gpi1;Gapdh;Antkmt;Ndufs6;Ndufab1;Ndufs5;Zbtb20;Galt;Ucp2;Ndufb1;Ndufa13;Ndufa12;Aldob;Bcl2l1;Nupr1;Atp5mf;Ndufb10;Ndufb4;Ndufs3;Ndufa9;Pfkl;Gpd1;Atp5f1d;Uqcc3;Atp5pd;Tkfc;Ndufs8;Ogdh;Atp5f1e;Atp5mc1;Ndufv2;Ndufa2;Fis1;Ndufs7;Zbtb7a;Ndufb7;Ndufa3;Ndufa11;Ndufv3;Ndufa5;Ndufa8;Ndufa10;Efl1;Nme1;Impdh1;Gtpbp1;Ak2;Guk1;Nme2;Nme4;Tgfb1;Dut;Dctpp1
ribosome biogenesis	ribosome biogenesis;ribonucleoprotein complex biogenesis	Mrto4;Gnl2;Ddx31;Gtpbp10;Noc2l;Suv39h1;Glul;mt-Rnr2;Pwp2;Ddx56;Rps9;Utp23;Rsl24d1;Exosc1;LTO1;Isg20l2;Slx9;mt-Rnr1;Ybey;Rps27l;Ipo9;Dicer1;Imp4;Cdkn2a;Exosc10;Efl1;Rps6-ps4;Mrm2;Frg1;Rps25;Nifk;Brix1;Bysl;Zfp593;Malsu1;Pelp1;Rps15a;Lyar;Mybbp1a;Tbl3;Rps5;Sbds;Exosc5;Rps17;Fcf1;Rps12;Wdr46;Rbis;Lsm6;Nop56;Nol6;Pop5;Utp11;Ppan;Nop53;Rps16;Gtf3a;Drosha;Rps21;Rps24;Tsr3;Rrp9;Nop9;Mterf4;Utp3;Nhp2;Exosc7;Nop14;Wdr74;Aatf;Emg1;Zfp622;Mrm3;Rps11;Rrp7a;Rps28;Rps14;Imp3;Rpl35a;Ebna1bp2;Rbfa;Eral1;Rps8;Rpp40;Pop4;Rpsa;Rpl26;Rps27rt;Trmt112;Chd7;Rpl10;Rps6;Fau;Pin4;Mrpl10;Rpl24;Mrps7;Pih1d1;Rrp1;Ddx49;Rpl35;Rps19;Rpl38;Sart1;Pa2g4;Eif5b;Rps15;Exosc4;Gtf2h5;Ncl;Rpl35rt;Rps19bp1;Wdr18;Rpl14;Snrpe;Snrpg;Nol3;Ruvbl2;Lsm4;Snrpf;Prpf31;Gemin4;Nufip1;Gemin7;Ptges3;Scaf11;Tarbp2;Snrpd3;Usp4;Xab2;Eif3d;Lsm2;Puf60;Celf2;Snrpd1;Luc7l3;Rpl13a;Sf3a2;Tssc4;Hsp90aa1;Snrpd2
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	Ndufa1;Ndufa6;Ndufc1;Ndufb11;Ndufaf8;Oxa1l;Ndufb9;Ndufb5;Ndufs2;Ndufb8;Acad9;Ndufaf3;Ndufb2;Ndufb3;Ndufs6;Ndufab1;Ndufs5;Ndufb1;Ndufa13;Ndufa12;Ndufb10;Ndufb4;Ndufs3;Ndufa9;Ndufs8;Ndufa2;Ndufs7;Ndufb7;Ndufa3;Ndufa11;Ndufa5;Ndufa8;Ndufa10
purine nucleotide metabolic process	purine nucleotide metabolic process;ribose phosphate metabolic process;purine ribonucleotide metabolic process;ribonucleotide metabolic process	Pfkfb1;Pgd;Entpd4b;Sult2a7;Acaca;Acot6;Ada;Nmnat1;Pcx;Nudt19;Nme4;Tgfb1;Haao;Ndufs4;Idh3g;Nqo1;Ak4;Ncf1;Hdac4;P2rx7;Khk;Slc37a2;Prkaca;Ndufa1;Cs;Prpsap1;Atp5po;Fdxr;Ndufa6;Pck2;Npr2;Igf1;Vnn1;Hnf4a;Sult2a3;Galk1;Slc25a42;Far2;Ndufc1;Ndufa7;Efl1;Nudt18;Vcp;Ldhd;Sdhc;Ndufb11;Sarm1;Sult2a5;Ak3;Ndufb9;Ndufb5;Ndufs2;Nos3;Acot8;Trem2;Arl2;Ido2;Sult2a2;Ndufb8;Stoml2;Nme1;Cbfa2t3;Dnajc30;Impdh1;Nudt4;Sphk2;Mcee;Nt5c;Atp5me;Ier3;ND3;Ncor1;Pank1;Acot7;Sdhb;Ppara;Gtpbp1;Atp5pf;Hspa8;Git1;Glyat;Mlycd;Dnph1;Ndufb2;Ndufb3;Hint1;Rptor;Gpi1;Gapdh;Antkmt;Ndufs6;Hmgcs2;Ndufab1;Ndufs5;Zbtb20;Dcxr;Galt;Ucp2;Dcakd;Ndufb1;Ak2;Prdx5;Ndufa13;Suclg2;Guk1;Ndufa12;Aldob;Aprt;Nudt3;Bcl2l1;Sult2a1;Nupr1;Nudt9;Atp5mf;Ndufb10;Ndufb4;Ndufs3;Ndufa9;Nme2;Pfkl;Naprt;Aspdh;Gpd1;Atp5f1d;Guca1a;Uqcc3;Atp5pd;Pdk2;Pgls;Taldo1;Tkfc;Ndufs8;Ogdh;Atp5f1e;Gart;Atp5mc1;Ndufv2;Ndufa2;Fis1;Ndufs7;Zbtb7a;Ndufb7;Ndufa3;Ndufa11;Ndufv3;Ndufa5;Ndufa8;Ndufa10;Tkt;Cmpk1;Upp1;Nudt14
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit	Mrpl34;Mrpl22;Mrpl13;mt-Rnr2;Mrpl30;Mrpl21;Mrpl47;Mrpl39;Mrps30;Mrpl11;Mrpl55;Mrpl12;Mrpl28;Mterf4;Mrpl58;Mrpl45;Mrpl17;Mrpl27;Mrpl36;Mrpl49;Mrpl16;Mrpl54;Mrpl51;Mrpl10;Mrpl24;Mrpl57;Mrpl2;Mrpl14;Mrpl48;Mrpl23;Mrpl4;Mrpl52;Mrpl38;Gadd45gip1
mitochondrial translation	mitochondrial translation;mitochondrial gene expression	Mrpl39;Mrps16;Mrps5;Sars2;Malsu1;Mrps30;Mrpl11;Coa3;Tsfm;Mrpl55;Gatb;Mrpl12;Ptcd1;Mrpl28;Mrps33;Mrpl58;Mrpl45;Mrpl17;Aars2;Mrps35;Rcc1l;Gatc;Shmt2;Mrpl27;Mrpl36;Mrpl49;Mrpl16;Mrps25;Mrpl54;Mrpl51;Mrpl10;Mrps28;Mrpl24;Mrpl57;Mrps11;Mrps7;Mrpl2;Mrpl14;Mrpl48;Mrps21;Mrpl23;Mrpl4;Mrpl52;Mrpl38;Aurkaip1;Uqcc2;Mrps15;Gadd45gip1;Twnk;Tbrg4;Thap11;Hsd17b10;Polrmt;Mterf4;Chchd10;Mtres1
mitochondrial intermembrane space	mitochondrial intermembrane space;organelle envelope lumen	Sirt5;Rexo2;Arl2bp;Coa4;Arl2;Nln;Stoml2;Timm9;Chchd2;Timm23;Htra2;Clpb;Ccs;Alpl;Cycs;Pink1;Chchd5;Coa7;Cox19;Timm13;Park7;Cox17;Sod1;Prelid1;Chchd10;Ndufb7;Timm10b;Stmp1;Uqcc2;Ndufa8;Bloc1s1;Micu1;Ccar1;Tubb5
protein localization to mitochondrion	protein localization to mitochondrion;establishment of protein localization to mitochondrion;protein targeting to mitochondrion	Pam16;Ap3b1;Cdkn2a;Maip1;Sarm1;Grpel2;Oxa1l;Tomm7;Mapt;Tomm40;Timm44;Isg15;Timm9;Tomm22;Timm50;Timm23;Mfn2;Mterf4;Bnip3l;Ywhaz;Ndufa13;Pam16l;Pink1;Fbxw7;Bag1;Timm13;Bax;Hsp90aa1;Fis1;Pdcd5;Romo1;Dnlz;Fkbp8;Gsk3a;Aip
basal part of cell	basal part of cell;basolateral plasma membrane;basal plasma membrane	Abca1;Slc6a6;Slco1a4;Agtr1a;Atp1b1;Ceacam1;Adam9;Marveld2;Hpgd;Slc12a6;Dstyk;Abcc5;Slc16a6;Cd81;Atp2b1;Slc4a4;Slc10a1;Atp2b4;Pkd2;P2ry4;Slc27a5;Atp1a1;Hfe;Slc39a14;Aqp7;Slc22a30;Cr1l;Slc9a1;Pcmt1;Dag1;Tjp1;Mttp;Atp7b;Slc39a8;Plpp3;Cd46;Tfrc;Dlg1;Cnnm4;Llgl1;Slc23a1;Lrp1;Kcnj10;Cldn1;Erbb3;Slc16a5;Itga1;Slc38a3;Slc47a1;Cdh1;Epb41;Slc4a7;Rhbg;Hspa1a;Slc4a11;Cxadr;Itga2;Nod2;Ldlr;P2ry1;Shroom4;Slc23a2;Slco2a1;Atp7a;Aqp1;Stxbp3;Slco1b2;Trpc1;Cask;Slco2b1;Slc40a1;Eps15;Cftr;Cldn8;Slc38a1;Slc16a7;Abcc1;Slc7a1;Slc31a1;Ctnnb1;Trf;Abcc3;Car14;Slc11a2;Egfr;Slc4a8;Tshr;Cldn7;Car2;Slc16a1;Abcc10;Slc6a12;C5ar2;Akap5;Tgfa;Slc16a10;Cav1;Eppk1;Slc22a3;Slc3a2;Ddr1;Slc22a1;Slc43a3;Itga6;Pkd1;Fap;Slc9b2;Stx2;Slc30a1;Slc22a2;Tgfbr1
blood coagulation	blood coagulation;coagulation;hemostasis	F7;F13b;Serpinc1;F2;Ceacam1;Vps33b;Fga;F5;Fgg;F8;Pros1;Tmx1;Hps5;Tec;Apoh;Fgb;Pdia4;Sh2b3;Proz;Cpb2;Hps4;Serping1;Il6ra;Nfe2l2;Kng2;Gna13;Plg;Papss2;F11;Tfpi2;F11r;Jak2;Tubb1;F10;Foxa2;Lyst;F12;Tfpi;Tyro3;P2ry1;Serpind1;P2rx1;Alox12;Stxbp3;Kng1;Lnpk;Prkcd;Cfh;Treml1;Gas6;Lilrb4a;F2rl2;Tspan8;Gp6;Mpig6b;Pdia3;Bloc1s6;Hrg
solute:monoatomic cation symporter activity	solute:monoatomic cation symporter activity;symporter activity	Slc10a5;Slc6a6;Slc12a6;Slc36a1;Slc4a4;Slc10a1;Slc38a4;Slc45a3;Slc39a14;Slc1a2;Slc13a2;Slc39a4;Slc15a4;Slc39a8;Slc20a2;Slc6a7;Slc23a1;Slc38a3;Slc4a7;Slc34a2;Slc23a2;Slc39a10;Slc38a1;Slc18a2;Slc10a2;Slc18a1;Slc11a2;Slc4a8;Slc16a1;Slc6a12;Slc45a2;Slc12a7;Slc28a3;Slc22a3;Slc1a1;Slc38a2;Slc22a1;Mfsd4b1;Slc1a4;Slc17a1;Slc10a7;Slc16a5;Slc36a4;Slc4a11;Slc16a7;Slc16a4
respiratory chain complex IV	respiratory chain complex IV;mitochondrial respiratory chain complex IV	COX2;COX3;Cox4i2;Cox6c2;Cox7a1;Cox7c;Uqcrfs1;Cox8a;Ndufa4l2;Cox6a1;Cox4i1;Cox6c;Cox5b;Cox6b1
proteasome complex	proteasome complex;endopeptidase complex;peptidase complex	Psmb7;Psmb9;Psmb1;Psmd11;Psmb4;Psmd8;Psmd12;Psmb2;Ubqln4;Vcp;Ecpas;Txnl1;Psme3;Psmc2;Psmc3;Rad23a;Sem1;Psma2;Ide;Psmb8;Dnajb2;Adrm1;Psma7;Psmb10;Psmc4;Hspb1;Ube3a;Psme1;Psmb5;Psmd4;Psmb6;Psmd1;Psmb3;Psmc5;Cradd;Htra2;Capn2;Capns1;Taf6;Spg7;Taf12;Taf6l;Eny2;Supt3;Sf3b5;Sgf29;Taf10
ubiquitin-like protein ligase binding	ubiquitin-like protein ligase binding;ubiquitin protein ligase binding	Rbx1-ps;Slc22a18;Gabarap;Jun;Prkaca;Laptm5;Trib3;Casc3;Pml;Hspbp1;Trim28;Rpl23;Casp8;Dtx1;Fancl;Sh3kbp1;Nedd8;Foxo1;Rpa2;Atxn3;Vcp;Ralb;Ubb;Nek6;Polr2a;Cdk5rap3;Trib1;Ndufs2;Ckb;Isg15;Dbt;Wbp1l;Ltbr;Usp2;Ube2l6;Mfn2;Aup1;Hspa8;Rnf40;Traf4;Bok;Map1lc3b;H13;Ubc;Smg5;Tuba1b;Nfkbia;Gpi1;Ptk2b;Dnajb2;Pcbp2;Cebpb;Grk2;Map1lc3a;Ywhaz;Tubb5;Rangap1;Stx8;Ywhae;Traf2;Tollip;Trip4;Uba52;Pink1;Ube2j2;Tcp1;Fbxw7;Ubxn1;Fau;Wrap53;Rbx1;Rela;Bag1;Hgs;Washc1;Hsp90aa1;Otub1;Stub1;Prkar2a;Bag6;Actn4;Pa2g4;Triobp;Elob;Ube2l3;Psmd1
small nuclear ribonucleoprotein complex	small nuclear ribonucleoprotein complex;Sm-like protein family complex;spliceosomal snRNP complex	Snrpg;Nolc1;Lsm4;Snrpf;Sf3b2;Prpf31;Eftud2;Ppihl;Phf5a;Lsm6;Snrpd3;Txnl4a;Cd2bp2;Zmat2;Mepce;Lsm7;Lsm2;Txnl4b;Snrpd1;Luc7l3;Lsm3;Sf3b5;Lsm10;Sf3a2;Tssc4;Sart1;Snrpd2;Snrpa;Rbm42;Gemin4;Gemin7
serine-type endopeptidase activity	serine-type endopeptidase activity;serine hydrolase activity;serine-type peptidase activity	C2;F7;Dpp4;Masp2;C1s1;F2;Habp2;Ctsh;Cfi;Sec11a;C1s2;Mbtps1;C1rb;Proz;C1ra;Tpp2;Adam17;Plg;Htra4;F11;Mst1;Pcsk9;Masp1;Cfb;Prepl;F10;F12;C1rl;Hgf;Ctsc;Tpp1;Aadac;Scpep1;Dpp9
amino acid activation	amino acid activation;tRNA aminoacylation;aminoacyl-tRNA ligase activity;tRNA aminoacylation for protein translation;ligase activity, forming carbon-oxygen bonds	Gars1;Qars1;Lars1;Kars1;Vars1;Mars1;Vars2;Sars2;Eprs1;Wars1;Rars1;Gatb;Fars2;Cars1;Lrrc47;Tars2;Aars2;Gatc;Aars1;Yars1;Aarsd1;Sars1
exogenous protein binding	exogenous protein binding;virus receptor activity	Dpp4;Cd81;Tnfrsf14;Ilf3;Cd55;Dag1;Slc20a2;Alb;Clec4g;Cldn1;Plscr1;Tyro3;Ace2;Timd2;Hyal2;Slc7a1;Cd209b;Cd55b;Slc3a2
protein-RNA complex organization	protein-RNA complex organization;protein-RNA complex assembly	Eif2s3x;Prmt5;Prpf19;Dhx8;Snrpe;Mrto4;Snrpg;mt-Rnr2;Nol3;Pwp2;Ruvbl2;Lsm4;Snrpf;Prpf31;mt-Rnr1;Rps27l;Dicer1;Gemin4;Nufip1;Gemin7;Vcp;Kif5b;Rps6-ps4;Mrm2;Rps25;Brix1;Ptges3;Tfip11;Scaf11;Rps5;Tarbp2;Ppan;Nop53;Snrpd3;Usp4;Xab2;Eif3d;Rrp7a;Rps28;Lsm2;Rps14;Dnajc17;Puf60;Eral1;Celf2;Rpsa;Snrpd1;Luc7l3;Rpl10;Rps6;Fau;Rpl13a;Rpl24;Sf3a2;Mrps7;Tssc4;Pih1d1;Hsp90aa1;Rps19;Rpl38;Rps15;Snrpd2
U4/U6 x U5 tri-snRNP complex	U4/U6 x U5 tri-snRNP complex;spliceosomal tri-snRNP complex	Snrpe;Snrpg;Lsm4;Snrpf;Prpf31;Eftud2;Ppihl;Lsm6;Snrpd3;Txnl4a;Zmat2;Lsm7;Lsm2;Txnl4b;Snrpd1;Lsm3;Sart1;Snrpd2;Snrpa;Rbm42
ubiquitin-like protein ligase activity	ubiquitin-like protein ligase activity;ubiquitin protein ligase activity;ubiquitin-protein transferase activity;ubiquitin-like protein transferase activity;aminoacyltransferase activity	Herc4;Trim72;Trim34a;Ubr1;Trim10;Trip12;Med12;Marchf7;Rnf121;Rnf13;G2e3;Rnf139;Rnf14;Ltn1;Rnf39;Ufl1;Wsb1;Topors;Trim59;Marchf6;Uhrf2;Amfr;Nedd4;Rnf130;Med23;Trim21;Rnf135;Rnf20;Rnf213;Cul4a;Hltf;Shprh;Xiap;Trim23;Med17;Nhlrc3;Ube4a;Neurl4;Rnf11;Rnf111;Zfp598;Rnf38;Ranbp2;Hectd1;Herc6;Rbbp6;Rnf146;Neurl1b;Rnf144b;Lonrf1;Rnft1;Traf3;Huwe1;Zfp451;Mdm2;Med1;Trim11;Rnf217;Trim44;Itch;Rnf215;Mgrn1;Siah1a;Lonrf3;Msl2;Znrf3;Ubr5;Mib1;Hace1;Med7;Pcgf5;Rnf44;Cul3;Birc2;Trim65;Zzef1;Trim41;Med30;Lrsam1;Med31;Trim32;Trim6;Rffl;Rpgr;Ubr2;Traip;Ube2d3;Hectd2;Rnf41;Rc3h2;Rnf149;Rnf19b;Rnf2;Rnf19a;Rnf34;Ubr7;Atg12;Rnf138;Rfwd3;Traf3ip2;Ankib1;Maea;Pex2;Rnf125;Mylip;Dtx3l;Fbxo15;Ube2i;Taf1;Malt1;Klhl20;Mdm4;Wdsub1;Rspry1;Ube2b;Ube2q2;Birc6;Tnfaip3;Map3k1;Ube2q1;Klhl42;Bcor;Kctd13;Fbxl3;Rnf103;Ube2e1;Ube2t;Rnf141;Sumo2;Qpct;Qpctl
