representative	grouped_terms	genes
purine ribonucleotide biosynthetic process	purine ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;ribonucleotide biosynthetic process;nucleotide biosynthetic process;nucleoside phosphate biosynthetic process;purine nucleotide biosynthetic process;purine-containing compound biosynthetic process	Mthfd1;Ndufa11;Nudt2;Map2k1;Ndufa10;Ndufa12;Ndufv3;Atp5f1e;Acsl5;Ndufs7;Ndufab1;Ndufa13;Mlycd;Ndufa6;Dld;Pdhx;Atp5mc1;Ndufv1;Paics;Dnajc30;Pank3;Ndufs2;Pdk4;Atic;Vdac1;Ldhd;Acat1;Papss1;Atp5me;Ndufs3;Sdhb;Mpc1;Pdha1;Atp5pf;Ndufb2;Ndufb11;Acsl1;Stoml2;Eno1;Coasy;Gmps;Ndufa8;Sdhd;Atp5f1b;Lipa;Ndufb10;Ndufc1;Ndufb3;Vcp;Mpc2;Sdha;Atp5f1a;Ndufs4;Ndufa7;Nme2;Ndufv2;Pnp;Guk1;Mmut;Ndufa9;Ndufs5;Ndufb8;Sdhc;Ndufc2;Ndufa1;Atp5f1d;Ndufb5;Ak3;Atp5mf;Ndufb9;Atp5f1c;Atp5pb;Ndufb6;Atp5mc3;Ndufs6;Atp5po;Nme1;Hprt1;Rfk;Prps1;Cmpk1;Umps;Flad1;Pdk2;Dck;Dut;Rd3;Nadk2;Kars1;Gars1;Qprt;Mapk1;Kmo;Kynu;Mtap
organic acid catabolic process	organic acid catabolic process;carboxylic acid catabolic process	Cyp4f14;Bdh2;Hadha;Ids;Dbt;Akt1;Acsl5;Acox1;Acadm;Pex7;Hal;Ces1f;Acad11;Sult2a8;Mlycd;Cbs;Blmh;Abhd3;Hadhb;Acadl;Csad;Dld;Ahcyl;Obp2a;Cpt2;Hibch;Pex13;Mthfs;Nudt19;Acad8;Hmgcl;Etfa;Acadvl;Etfb;Abat;Ldhd;Eci1;Oaz1;Gcat;Agxt;Acat1;Slc25a17;Hadh;Oat;Crot;Ahcy;Plin5;Lonp2;Glud1;Thnsl2;Abcd3;Otc;Slc27a4;Acat3;Fabp1;Sord;Ddah1;Aldh6a1;Cdo1;Amt;Etfdh;Decr1;Pah;Aasdhppt;Pon3;Echs1;Qprt;Ehhadh;Echdc1;Mthfsl;Acox2;Arg1;Pon1;Aldh5a1;Acmsd;Slc16a1;Gcsh;Nudt7;Kmo;Hsd17b4;Tdo2;Hibadh;Acsf3;Gldc;Scp2;Acads;Qdpr;Ldha;Kynu;Acaa2;Got2;Hao1;Hsd17b10;Acadsb;Phyh;Dbi;Akr1a1
purine ribonucleoside triphosphate metabolic process	purine ribonucleoside triphosphate metabolic process;ribonucleoside triphosphate metabolic process;purine nucleoside triphosphate metabolic process;nucleoside triphosphate metabolic process;ATP metabolic process	Fbp1;Ndufa11;Nudt2;Map2k1;Ndufa10;Ndufa12;Atp6v1b2;Ndufv3;Jmjd8;Prkaa2;Bpgm;Atp5f1e;Aldoc;Ndufs7;Ogdh;Rhoq;Ndufab1;Ndufa13;Ndufa6;Bloc1s6;Atp5mc1;Ndufv1;Itpa;Dnajc30;Clpx;Ndufs2;Eif6;Ldhd;Enpp3;Gapdhrt;Atp5me;Ran;Ndufs3;Gnai3;Sdhb;Nudt5;Atp5pf;Ndufb2;Ndufb11;Stoml2;Eno1;Prkaca;Galk1;Ndufa8;Sdhd;Psen1;Gpd1;Atp5f1b;Prxl2c;Lipa;Ndufb10;Ndufc1;Ndufb3;Vcp;Opa1;Prkag3;Sdha;Atp5f1a;Rhoa;Ndufs4;Tpi1;Ndufa7;Nme2;Ndufv2;Pnp;Tspo;Ndufa9;Ndufs5;Ndufb8;Sdhc;Pgk1;Mtch2;Ndufc2;Ndufa1;Atp6v1a;Atp5f1d;Ppp2ca;Ndufb5;Ak3;Atp5mf;Ndufb9;Atp5f1c;Atp5pb;Ndufb6;Atp5mc3;Ndufs6;Atp5po;Nme1;Pgam1;Ola1;Guk1;Dut;Dctpp1;Smpdl3a;Mpi
DNA-binding transcription activator activity, RNA polymerase II-specific	DNA-binding transcription activator activity, RNA polymerase II-specific;DNA-binding transcription activator activity	Pbx1;Nfkb1;Ar;Fli1;Ppara;Tcf3;Zfp629;Hsf4;Esrrg;Nfia;Hoxc4;Tbx1;Zeb2;Zfp948;Pax5;Nr1h2;Relb;Zfp40;Tef;Meis2;Tcf4;Tead1;Nfe2l2;Pou2f2;Mlxip;Dmtf1;Zfp113;Ebf1;Hsf1;Tcf7l2;Esr1;Klf10;Nfib;Klf1;Tcf12;Onecut2;Mlxipl;Zfp395;Runx1;Nr1h4;Hivep2;Zbtb17;Pparg;E4f1;Six5;Tfec;Hnf1a;Zfp384;Nr6a1;Nfkb2;Elk3;Smad3;Gmeb2;Zfp788;Mga;Nr1i3;Zscan2;Nr5a2;Dbp;Mef2d;Rfx5;Ebf4;Klf13;Zfp143;Mafg;Zfp639;Pbx3;Nfyc;Nr1i2;Irf1;Klf7;Etv6;Stat6;Zfp523;Ncoa3;Esrrb;Zfp292;Pou1f1;Zfp945;Irf3;Cebpe;Irf2;Meis1;Zfp467;Notch4;Srebf1;Maf;Arnt2;Stat4;Nrf1;Rfx4;Rxrb;Ebf3;Mecom;Mkx;Mef2a;Sox17;Foxk2;Rreb1;Patz1;Nr4a2;Zfp715;Satb2;Glis3;Tbx20;Etv4;Tfcp2;Ubp1;Zfx;Zbed4;Hnf4g;Gata2;Mef2c;Junb;Carf;Kmt2d;Zfp677;Tfeb;Glis2;Meis3;Zfp26;Zfp658;Pbx2;Tbx3;Notch1;Ikzf3;Creb5;Zfp628;Cebpb;Zfp229;Bcl11b;Erg;Zfp574;Cebpd;Esrra
purine ribonucleotide metabolic process	purine ribonucleotide metabolic process;ribose phosphate metabolic process;ribonucleotide metabolic process;purine nucleotide metabolic process	Mthfd1;Fbp1;Ndufa11;Nudt2;Map2k1;Ndufa10;Ndufa12;Atp6v1b2;Ndufv3;Nudt18;Jmjd8;Prkaa2;Bpgm;Atp5f1e;Aldoc;Acsl5;Suclg2;Ndufs7;Nudt4;Ogdh;Rhoq;Ndufab1;Sult2a8;Ndufa13;Gda;Mlycd;Mcee;Ndufa6;Bloc1s6;Dld;Pdhx;Atp5mc1;Ndufv1;Itpa;Paics;Dnajc30;Acot1;Nudt19;Pank3;Clpx;Sucla2;Ndufs2;Pdk4;Hmgcl;Eif6;Cs;Sult1b1;Atic;Vdac1;Ldhd;Enpp3;Gapdhrt;Acat1;Nudt9;Papss1;Atp5me;Ran;Crot;Ndufs3;Gnai3;Sdhb;Fitm2;Mpc1;Nudt5;Pdha1;Atp5pf;Ndufb2;Ndufb11;Acsl1;Stoml2;Eno1;Glyat;Prkaca;Coasy;Galk1;Gmps;Ehhadh;Ndufa8;Sdhd;Psen1;Gpd1;Atp5f1b;Prxl2c;Lipa;Ndufb10;Ndufc1;Ndufb3;Vcp;Opa1;Prkag3;Urah;Mpc2;Nudt7;Sdha;Atp5f1a;Rhoa;Ndufs4;Tpi1;Ndufa7;Hsd17b4;Nme2;Tdo2;Ndufv2;Pnp;Guk1;Mmut;Tspo;Ndufa9;Ndufs5;Ndufb8;Sdhc;Pgk1;Mtch2;Ndufc2;Ndufa1;Kynu;Atp6v1a;Atp5f1d;Ppp2ca;Acaa2;Ndufb5;Ak3;Atp5mf;Suclg1;Ndufb9;Atp5f1c;Atp5pb;Ndufb6;Hint1;Acadsb;Atp5mc3;Ndufs6;Atp5po;Nme1;Pgam1;Ola1;Hprt1;Ddit4;Gapdhrt2;Nt5c;Hspa8;Oxsm;Urad;Umps;Pdk2;Mpi;Nt5c3;Rfk;Upb1;Entpd5;Prps1;Cmpk1;Rpe;Taldo1;Prps2;Dnph1;Dck;Pgls;H6pd;Nnt;Macroh2a1;Cbr2;Nudt12;Idh3b;Rd3;Hsd11b1;Nadk2;Qprt;Fmo5;Txnrd1;Mdh2;Idh1;Kmo;Ldha;Mdh1;Fdx1;Prdx5
peptidase regulator activity	peptidase regulator activity;endopeptidase regulator activity;endopeptidase inhibitor activity;peptidase inhibitor activity	Serpinf2;Itih5;Gapdhrt2;Abca2;Mapk9;Gbp5;Serpinh1;Serpina10;Crim1;Ngp;Tank;Wfdc17;Ctsc;Aplp2;Spint2;Serpinb9;Timp3;Svbp;Itih2;Pzp;Ube2z;Adrm1;Serpinc1;Usp14;Hrg;Ctss;Ctsh;Serpini1;Pttg1;Clpx;Tfpi2;Wfdc21;Adrm1b;Serpina3n;Gapdhrt;Serpina12;Uchl5;Serping1;Mug1;Psmd14;Ahsg;Rack1;Sfrp2;Ambp;Bst2;Vcp;Psmf1;Serpind1;Cstb;Serpina1a;Rps27l;Rarres1;Serpina1b;Ctsl;Serpine2;Psme3;Serpina1d;Pebp1;Serpinf1;Cst3;Serpina1c;Serpina1e;Aph1a;Serpina3k
translation at synapse	translation at synapse;translation at postsynapse;translation at presynapse	Rpl13a;Rpl37;Rpl10a;Rps28;Rplp2;Rpl15;Rpl26;Rpl36a;Rpl27a;Rps16;Rpl29;Rpl35;Eef2;Rpl8;Rpl22;Rpl5;Rps11;Rpl7a;Rps14;Rps24;Rps15a;Rpl35a;Rpl24;Rpl23;Rps5;Rpl4;Rpl6;Rpl32;Rpl23a;Rpl7;Rps26
GTP binding	GTP binding;guanyl nucleotide binding;guanyl ribonucleotide binding	Rit1;Tuba8;Rtcb;Srp54b;Adss2;Septin10;Arl6;Thg1l;Rab4a;Arl8a;Gbp5;Rabl3;Ralb;Atl2;Rab11b;Nudt2;Gnat2;Rab22a;Gimd1;Gmppb;Rheb;Gtpbp8;Suclg2;Rhoq;Arl5b;Tubb4a;Rp2;Rhog;Rab12;Gnai2;Irgq;Irgm1;Noa1;Arl11;Rab43;Arf2;Rab42;Rap1a;Ehd1;Gfm1;Rap1b;Rap2c;Arl4a;Tubg1;Rhou;Rraga;Septin7;Rab21;Rhod;Eif2s3x;Septin2;Gspt1;Rala;Gna13;Ran;Hras;Gnai3;Drg1;Srpra;Glud1;Eef2;Rap2a;Rac1;Rab8a;Srprb;Tuba1a;Rab14;Kras;Rab5c;Gch1;Tubb5;Arhgap35;Tuba1c;Gnl3l;Arl5a;Sar1b;Eef1a1;Rab6a;Rab5b;Arf1;Tubb2b;Rab32;Opa1;Hsp90ab1;Rab1a;Fkbp4;Tuba1b;Rhoa;Tuba4a;Tubb2a;Cdc42;Rab1b;Tufm;Arl1;Rab2a;Rab5a;Rab7;Arf6;Tubb4b;Arf3;Ak3;Rab10;Arl8b;Rab18;Nme1;Ola1;Rab11a;Arf4;Eif2s3y;Prps2;Mief1;Prps1;Nme2;Suclg1
axon development	axon development;axonogenesis	Robo2;Ist1;Abl1;Alcam;Clasp2;Sema4a;Dixdc1;Ank3;Sema6a;Prkg1;Lrp4;Dock7;Nrp2;Zeb2;Megf9;Diaph2;Prkca;Efna3;Tbc1d24;Auts2;Ext1;Trak1;Prickle1;Scarf1;Hdac6;Sema4b;Fgfr3;Taok2;Atp8a2;Stk25;Apbb2;Ntf3;Cyfip1;Nrg1;Lama5;Bcl2;Foxp1;Ctnna2;Ptn;Ulk1;Adam17;Nfib;Zpr1;Dvl1;Agrn;Tctn1;Cdk5;Grm7;Mark2;Atg7;Enpp1;Ptk2;Plp1;Macf1;Mycbp2;Arhgap32;Npr2;Stk11;Mapt;Ilk;Cttn;Tenm2;Unc5d;Adarb1;Cacna1a;Numb;Brsk1;Kalrn;Pip5k1c;Cntn5;Stxbp5;Sin3a;Epha7;Spg11;Tsc2;Ptprs;Stxbp1;Als2;Ntrk2;Sema6d;Crppa;Sema4g;Epha6;Mapk8ip3;Ntn4;D130043K22Rik;Klf7;Vegfa;Erbb2;Arhgap4;Ngf;Robo1;Fignl2;Fgf13;Anapc2;Plxnd1;Sema5b;Nrcam;Nrdc;Tbce;Mtr;Zdhhc17;Dab1;Ednra;Nexn;Smn1;Adcy10;Ccr5;Ephb6;Prtg;Ttc3;Ptprm;Mbp;Dclk1;Efna5;Apc;Flot1;Cdh4;Ephb1;Fgfr2;Col25a1;Dip2b;Map1b;Nin;Nr4a2;Lrrc4c;Lrig2;Afg3l2;Epha5;Hspg2;Bmpr1b;Flna;Sema4d;Plxnb1;Slit3;Xylt1;Arhgef25;Disc1;Ep300;Etv4;Ifrd1;Dynlt1c;Reln;Map2;Wnt7b;Golga4;Mef2c;Igf1r;Crabp2;Cntnap1;Ncam1;Sema3a;Gdi1;Myo5b;Plxna4;Sema3e;Sema6c;Ttc8;Lrtm1;Notch3;Ntrk3;Golga2;Ndel1;Notch1;Kremen1;Unc5c;Szt2;Plxna3;Bcl11b;Itga4;Neo1;Tnr;Slit2;Ntrk1;Epha4;Cntnap2;Epha3;Trio;Syngap1;Braf;L1cam;Nrp1;Pak1;Cntn2;Sema3c;Arhgef28;Trpv2;Robo3;Celsr3;Nova2;Dnm2
carboxylic acid biosynthetic process	carboxylic acid biosynthetic process;organic acid biosynthetic process	Ces1c;Daglb;Oxsm;Mapk9;Slc45a3;Cyp4a12a;Hacd2;Abhd2;Mthfd1;Dhrs9;Rdh9;Prkaa2;Srr;Scd1;Ces1f;Mif;Ndufab1;Ptges3-ps;Lpgat1;Fabp5;Elovl1;Mlycd;Cbs;Fads2;Lta4h;Cyp4a31;Upb1;Nags;Abhd3;Hacd1;Acadl;Sephs2;Cyp2c23;Psph;Cth;Fads6;Mtap;Qki;Pdk4;Eif6;Acadvl;Ugdh;Glul;Gulo;Stard4;Sco1;Abat;Amacr;Erlin2;Agxt;Dhfr;Akr1c14;Cbr4;Degs1;Akr1b1;Thnsl2;Abcd3;Otc;Sephs1;Cyp4a12b;Bhmt1b;Ass1;Pah;Aasdhppt;Slc27a5;Rdh10;Cyp8b1;Ceacam1;Pnpla8;Gstm7;Acox2;Bhmt;Acmsd;Fads1;Prkag3;Rgn;Elovl2;Prxl2b;Pecr;Elovl5;Gstp2;Kmo;Adi1;Acsf3;Ldha;Gstm4;Kynu;Got2;Park7;Hao1;Gsto1;Aldh1a1;Cyp7b1;Hsd17b10;Ptges3;Elovl3;Akr1a1;Insig2;Hsd17b12;Gstp1;Csad
disulfide oxidoreductase activity	disulfide oxidoreductase activity;protein-disulfide reductase activity	Glrx;Txndc12;Tmx3;Txn2;Qsox1;Gfer;Tmx1;Pdia4;Txn1;Txndc5;Ero1b;Tmx4;Glrx2;Dnajc10;Txnrd1;Pdia6;P4hb;Gsr;Pgk1;Pdia3;Gsto1;Selenot;Txnl1;Tmx2;Txndc17
cellular response to toxic substance	cellular response to toxic substance;cellular detoxification;detoxification	Aqp8;Fbln5;Rdh11;Cyp1b1;Nnt;Ccs;Adh4;Sod1;Dhfr;Txn1;Gch1;Gstm7;Ambp;Pink1;Mtarc2;Slc39a8;Aldh2;Adh5;Gsr;Aldh1a7;Abcg2;Cat;Sod2;Park7;Prdx2;Selenot;Aldh1a1;Esd;Prdx6;Akr1a1;Prdx1;Gsta3;Slc30a1
