representative	grouped_terms	genes
leukocyte proliferation	leukocyte proliferation;mononuclear cell proliferation;lymphocyte proliferation	Cd300a;Pawr;Cx3cl1;Gstp1;Lipa;Havcr2;Flt3;Pkn1;Il12a;Nfatc2;Sh3rf1;Ifng;Ccnd3;Stat5a;Cd37;Cd6;Impdh2;Tspan32;Csf1r;Bap1;Il10;Gja1;Hspd1;Ppp3ca;Tcirg1;Ebi3;Fyn;Cd151;Cd27;Nck1;Il7;Vsig4;Satb1;Zfp335;Ccl12;Irgm1;Fadd;Cd22;Csf2ra;Cdkn1a;Vtcn1;Ccr2;Lrrc32;Tnfrsf13c;Tnfrsf4;Lmo1;Rps3;Slc11a1;Nck2;Nckap1l;Ctps1;Cd244a;Foxp3;Nfkbiz;Csf2rb2;Emp2;Jak2;Cd209a;Csf2rb;Fkbp1a;Zbtb32;Gpr183;Bcl6;Ptprc;Mad1l1;Tnfsf9;P2rx7;Lst1;Znhit1;Crtam;Pla2g2d;Irs2;Il15;Hells;Pde5a;Casp3;Pdcd1lg2;Tyrobp;Coro1a;Spn;Ephb6;Tgfbr2;Gm36723;Pycard;Bax;Nmbr;Lyn;Prkcq;Inpp5d;Rps6;Itgb2;Prkcd;Bid;Gba1;Mpl;Icosl;Stat4;Rc3h2;Sos2;H2-DMb2;Vsir;Psmb10;Ctla4;Bcl2;Trem2;Fosl2;Ocstamp;Ptpn22;Slc7a1;H2-DMb1;H2-T23;Ikzf3;Tcf3;Rac2;Tnfrsf21;Cd44;Cdkn2a;Lgals3;Cd38;Ccdc88b;Vav3;Il6st;Mapk3;Msn;Aif1;Kitl;Tlr4;H2-Aa;H2-M2;Cd274;Il34;St6gal1;Il9r;Tyk2;Sash3;Tgfb1;Itgad;Cd74;Vcam1;Slfn2;Ccl19;Laptm5;Slfn1;Clec4g;Ccl5;Dock2;Igfbp2;Junb;Il23a;Bcl2l1
positive regulation of cell cycle phase transition	positive regulation of cell cycle phase transition;positive regulation of mitotic cell cycle phase transition;positive regulation of mitotic cell cycle	Cdc25b;Plrg1;Lsm10;Cdc25c;Larp7;Chek2;Mad1l1;Anapc5;Ccnb1-ps;Rad51c;Anp32b;Cdc73;Rcc2;Mad2l1bp;Cdca5;Camk2d;Ankrd17;Gli1;Klhl18;Ezh2;Plcg2;Anapc7;Aif1;Ccnd2;Rrm1;Tgfb1;Dtl;Fam83d;Ccne1;Birc5;Stil;Ccnd1;Akt1;Cdc25a;Dbf4;Cdk1;Cenpe;Rrm2;Ccnb1;Aurka;Cdc20;Ube2c;Ptpn11;Brca2;Asns;Lgmn;Smoc2
immune response-activating signaling pathway	immune response-activating signaling pathway;immune response-regulating signaling pathway	Pik3r1;Tlr8;Mfhas1;Gfi1;Cd300a;Pawr;Ifi207;Tyro3;Nop53;Lipa;C3;App;Nek7;Havcr2;Cptp;Sppl3;Skint6;Tnfaip3;Mndal;Sqstm1;Zcchc3;Nfatc2;Rtn4;Ifng;Pik3ap1;Tlr3;Nras;Usp50;Gpld1;S100a9;Ninj1;Clec4e;Tlr13;Gbp5;Prkd1;Fcer1g;Hspd1;C5ar1;Aim2;Foxp1;Klrc2;Fyn;Acod1;Klrd1;Cd8a;S100a14;Dgkz;Ticam2;Irgm1;C3ar1;Tlr1;Cd79b;Cd22;Vtcn1;Rab7b;Nod1;Wnk1;Rps3;Nmi;Ifi206;Nckap1l;Foxp3;Fpr2;Tespa1;Nfkbiz;Nr4a3;Ifih1;Psen1;Skap1;Fpr1;Tnf;Nlrp1a;Clec4n;Thy1;S100a8;Ubash3a;Zc3hav1;Zdhhc12;Plscr1;Ptprc;Rbck1;Oas1g;Hras;Phpt1;Klrc3;Fyb1;Eif2b4;Stoml2;Nploc4;Nlrc3;Tyrobp;Rab29;Tlr6;Inava;Trim30a;Pycard;Irf7;Traf3ip3;Bax;Ywhae;Igtp;Ifi214;Tarbp2;Lyn;Tlr2;Oas3;Usp12;Klhl6;Sec14l1;Ifi211;Cd14;Ifi209;C5ar2;Peli3;Cyba;Nfam1;Cactin;Unc93b1;Banf1;Icosl;Ankrd17;Rc3h2;Tifab;Ctla4;Scimp;Bcl2;Trem2;Fosl2;Src;Cd47;Ptpn22;Gm12250;Themis2;Usp46;Lcp2;Oas1a;Tnfrsf21;Nagk;Plcg2;Lgals3;Ifi208;Cd38;Vav3;Lbp;Treml4;Tlr4;Cd274;Kcnn4;Clec7a;Sh2b2;Klri1;Rnf31;Cd160;Rps6ka3;Irgm2;Laptm5;Mapkapk3;Plekha1;Fcrl5;Gbp2;Bcl2a1d;Rigi;Kcnj8;Akt1;Esr1;Cmklr1;Bcl10;Slc15a3;Aurkb;Cblb;Sh2d1a;Prkcb;Arrb2;Rc3h1;Ube2n;Oas1c;Ifi213;Klre1;Cmtm3;Ifi205;Blk;Traf6;Cd40;Bag6;Pram1;Fer;Casp1;Phb1;Ticam1;Pvrig;Sh2d1b1
GTPase regulator activity	GTPase regulator activity;nucleoside-triphosphatase regulator activity	Hmgcr;Rabif;Arhgap20;Gbp5;Vav1;Rgs7;Itsn1;Spata13;Git1;Rinl;Bcr;Ralgapa2;Lamtor1;Rasa3;Tbc1d13;Lamtor5;Psd4;Arhgap8;Arhgap10;Farp2;Tbc1d4;Agap1;Arhgap17;Syde1;Fgd1;Lrrk2;Abr;Arrb1;Rasgrf2;Dennd11;Dock11;Arhgap21;Dock9;Rap1gap2;Sirpa;Gnb5;Nckap1l;Arfgef2;Arhgef7;Tagap;Gpsm3;Ranbp3;Rasgrp3;Thy1;Ocrl;Rgs3;Rgs14;Arhgap35;Ankrd27;Gipc1;Arfgap2;Rgs11;Cyth4;Gnaq;Eif2b4;Iqgap1;Arhgap31;Agap2;Rcc1l;Arhgap4;Tbc1d8;Arhgap9;Sgsm2;Rcc2;Rapgef6;Prex1;Arfgef1;Dock10;Sh3bp5l;Arhgap39;Depdc1b;Gdpgp1;Stard8;Sergef;Sos2;Arhgef5;Rab3gap1;Tbc1d5;Depdc1a;Sh3bp5;Smap2;Rgs5;Arfgap3;Arhgap30;Tbc1d2b;Rin2;Tbc1d1;Vav2;Plce1;Myo9a;Rtkn;Rab3ip;Vav3;Rgl1;Arhgef16;Rgs2;Rapgef2;Arhgap15;Itgb1bp1;Eef1b2;Asap1;Dennd4c;Rangap1;Asap2;Arl2bp;Agfg1;Chn2;Tbck;Rap1gds1;Arhgap19;Arhgap25;Arhgap11a;Rgs20;Arhgap18;Rasa2;Usp6nl;Sh3bp4;Ralgapb;Dock1;Gbp2;Rabep1;Dock2;Tbc1d22a;Arhgdib;Arap2;Prr5;Sipa1l2;Adap1;Dgki;Ect2;Arhgdia;Ralgps2;Cavin4;Iqgap3;Asap3;Racgap1
membrane microdomain	membrane microdomain;membrane raft	Prom2;Ephb1;Igf1r;Fcer1g;Traf2;Gja1;Atp1a1;Lamtor1;Fyn;Furin;Fas;Plvap;Cd8a;Lrrk2;Arid3a;Hspa1a;Ppt1;Pag1;Tlr1;Slc25a4;Rtn4rl2;Atp1b3;Atp2b4;Nos3;Fasl;Hpse;Gab2;Hk1;Mal2;Emp2;Psen1;Adcy2;Jak2;Skap1;Tnf;Thy1;Plscr1;Ptprc;Selplg;Entpd1;Ptpn11;Gnaq;Eno1;Stoml2;Atp5f1b;Tlr6;Tgfbr2;Bmpr1a;Pi4k2a;Stx12;Lipe;Cdh1;Lyn;Tfpi;Tlr2;Stim1;Myo1d;Anxa2;Kcnd2;Itgb2;Cd14;Nfam1;Tgfbr1;Abcg3;Serpinh1;Kcnq1;Tuba1c;Scn5a;Kif18a;Trem2;Grk2;Src;Tuba1a;Adcyap1r1;Pgk1;Cbl;Cavin2;Ctsd;Aqp1;Lcp2;Cd44;Pecam1;Plcg2;Il6st;Mapk3;Kdr;Prtn3;Clip3;Tubb5;Grip1;Tnfrsf11a;Hmox1;Ms4a4a;Eeig1;Abca1;Coro1c;Vdr;Plpp2;Bcl10;Myo1c;Tuba1b;Cavin4;Mall
cell cycle G2/M phase transition	cell cycle G2/M phase transition;G2/M transition of mitotic cell cycle	Cdc25b;Orc1;Cdc25c;Cdk2;Kat14;Babam1;Mre11a;Chek2;Brca1;Fbxl7;Ccnb1-ps;Rad51c;Zfyve19;Rcc2;Prkcq;Bard1;Usp47;Camk2d;Calm2;Abcb1a;Rbbp8;Cdkn2a;Ctc1;Rrm1;Chmp4c;Ccnq;Dtl;Ccny;Clspn;Ier3;Rnaseh2b;Birc5;Chek1;Ccnb2;Pkmyt1;Ccnd1;Ticrr;Cdc6;Cdc25a;Cdk1;Cenpf;Ndc80;Aurkb;Ccnb1;Foxm1;Ccna2;Plk1
leukocyte cell-cell adhesion	leukocyte cell-cell adhesion;regulation of leukocyte cell-cell adhesion	Pag1;Irgm1;Fadd;Gli3;Vtcn1;Sirpd;Gcnt1;Wnk1;Ccr2;Lrrc32;Tnfrsf13c;Rps3;Sirpa;Fut4;Slc39a8;Nck2;Nckap1l;Cd244a;Mia3;Foxp3;Ccl2;Tespa1;Nfkbiz;Nr4a3;Tnfsf14;Itga4;Jak2;Skap1;Tnf;Gimap3;Thy1;Cbfb;S100a8;Bcl6;Ccl21a;Ptprc;Mad1l1;Selplg;Tnfsf9;Efnb3;Crtam;Pla2g2d;Il15;Pde5a;Adora2a;Casp3;Pdcd1lg2;Coro1a;Spn;Ephb6;Tgfbr2;Zfp608;Pycard;Socs1;Alox5;Prkcq;Itgb2;Cd83;Chst2;Ambra1;Icosl;Abl2;Dapl1;Rc3h2;Nt5e;H2-DMb2;Vsir;Ctla4;Zfp35;Cd47;Ptpn22;Slc7a1;H2-DMb1;H2-T23;Rac2;Tnfrsf21;Cd44;Cdkn2a;Pecam1;Efnb2;Klhl25;Cd5;Lgals3;Ccdc88b;Sirpb1c;Il6st;Apoa4;Ets1;Msn;Aif1;Smarcb1;Kitl;H2-Aa;Itpkb;H2-M2;Cd274;H2-DMa;H2-Ab1;Tyk2;Sash3;Tgfb1;H2-Eb1;Zbtb16;Cd74;Smarcc1;Vcam1;Cd160;Ccl19;Laptm5;Slfn1;Clec4g;Tbx21;Ccl5;Sirpb1b;Akt1;Igfbp2;Bcl10;Il23a
taxis	taxis;chemotaxis	Maco1;Slamf9;Mtus1;Ccr3;Ccl24;Fer;Sema4a;Rin3;Pik3cd;Ccrl2;Cxcr5;Sema6d;Spi1;Csf1;Eng;Hsd3b7;Ptafr;Cx3cl1;Gstp1;Il17ra;Pla2g6;Ednra;Il16;App;Cxcr3;Il12a;Dysf;Tubb2b;Ifng;Sema3f;Flt1;Slit1;Adam10;Ccr6;S100a9;Sema4f;Ninj1;Vav1;Trem1;Ephb1;Prkd1;Fcer1g;Csf1r;Cysltr1;Tpbg;Dpep1;C5ar1;Ear2;Coro1b;Ecscr;Rhoa;Pdgfra;Il17rc;Pgf;Pdgfb;Sema4d;Slamf8;Xcr1;Met;S100a14;Fcgr3;Ccl12;Cxcr2;Swap70;C3ar1;Gab1;Plxna4;Wnk1;Ccr2;Csf3r;Sema3e;Fn1;Nckap1l;Ccl2;Fpr2;Tnfsf14;Slc8b1;Gpsm3;Rps19;Stk39;Fpr1;Sema6b;S100a8;Cklf;Gpr183;Ccl21a;Nedd9;Hc;Akt2;Ccl9;Abcc1;Creb1;Plxna3;Ccl8;Coro1a;Cnr2;Akirin1;Lyn;Ppm1f;P2rx4;Rac3;Alox5;Prkcq;Bsg;Rhog;Itgb2;Prkcd;Prex1;Sema6a;Ano6;Nup85;C5ar2;Rpl13a;Ccl7;Cxcl5;Angpt2;Lgmn;Vegfc;Cxcl2;Arhgef5;Trpm2;Padi2;Bin2;Cxcl9;Apoa1;Trem2;Itga1;Rac2;Lsp1;Efnb2;Enpp2;Lgals3;Vav3;Mapk3;Kdr;Arhgef16;Tmem102;Lbp;Aif1;Notch1;Pla2g7;Il34;St6gal1;Adgra2;Cxcr6;Tgfb1;Ccr1;Itgb3;Cd74;Vcam1;Ccl19;Saa3;Ccl5;Dock2;Cxcl1;Smoc2;Hmgb2;Cmklr1;Hbegf;Ccl6;Camk1d;Il23a;Cxcl16;Itga9;Dapk2
positive regulation of lymphocyte activation	positive regulation of lymphocyte activation;positive regulation of leukocyte activation;positive regulation of cell activation	Il12a;Kmt5c;Ephb4;Nfatc2;Ifng;Brd7;Smarcd3;Sart1;Stat5a;Cd6;Csf1r;Il10;Hspd1;Ppp3ca;Bloc1s3;Rhoa;Cd27;Nck1;Il7;Zfp335;Exosc3;Ticam2;Irgm1;Fadd;Cdkn1a;Gli3;Vtcn1;Sirpd;Ccr2;Tnfrsf13c;Tnfrsf4;Rps3;Sirpa;Nck2;Nckap1l;Cd244a;Foxp3;Ccl2;Tespa1;Nfkbiz;Tnfsf14;Jak2;Gimap3;Thy1;Cbfb;Ulbp1;Gpr183;Bcl6;Ccl21a;Ptprc;Tnfsf9;Efnb3;Irs2;Il15;Pdcd1lg2;Tyrobp;Coro1a;Spn;Ephb6;Tgfbr2;Pycard;Rif1;Shld2;Socs1;Prkcq;Inpp5d;Cd83;Mpl;Ambra1;Icosl;Axl;Abl2;H2-DMb2;Msh2;Vsir;Bcl2;Cd47;Ptpn22;Slc7a1;Sh3kbp1;H2-DMb1;H2-T23;Tcf3;Efnb2;Klhl25;Cd5;Nsd2;Cd38;Ccdc88b;Vav3;Sirpb1c;Il6st;Pms2;Aif1;Smarcb1;Kitl;Tlr4;H2-Aa;Itpkb;H2-M2;Cd274;H2-DMa;Clec7a;H2-Ab1;Tyk2;Sash3;Tgfb1;H2-Eb1;Zbtb16;Cd74;Smarcc1;Vcam1;Cd160;Ccl19;Mad2l2;Tbx21;Ccl5;Sirpb1b;Igfbp2;Bcl10;Il23a;Mmp8;Lrrk2;Kars1;Nr4a3;Tnf;Tlr6;Trem2;Crlf2;Ctsc;Lbp;Kcnn4;Pla2g4a;Pdgfb;Acta2;Plek;Flna
granulocyte migration	granulocyte migration;neutrophil migration	Csf1;Cd300a;Pawr;Cx3cl1;Il17ra;Ednra;Dysf;Rtn4;Ifng;S100a9;Vav1;Trem1;Fcer1g;Csf1r;Dpep1;C5ar1;Il17rc;Slamf8;S100a14;Fcgr3;Ccl12;Cxcr2;C3ar1;Csf3r;Sirpa;Fut4;Nckap1l;Ccl2;Emp2;S100a8;Cklf;Ccl21a;Ccl9;Ccl8;Akirin1;Tlr2;Cd99l2;Irak4;Rac3;Bsg;Itgb2;Prex1;C5ar2;Ccl7;Cxcl5;Cxcl2;Cxcl9;Itga1;Rac2;Pecam1;Lgals3;Vav3;Mapk3;Wdr1;Lbp;Prtn3;Cd99;Il34;Cd74;Ptger4;Ccl19;Ccl5;Cxcl1;Cmklr1;Ccl6;Camk1d;Il23a;Itga9;Dapk2
epithelial cell migration	epithelial cell migration;epithelium migration;tissue migration	Cdh5;Pkn1;Ephb4;Rtn4;Bmper;Ifng;Gpld1;Ccr6;Atp5f1a;Plk2;S100a9;Amotl1;Stat5a;Prkd1;Hdac5;Tbxa2r;Foxp1;Actn4;Coro1b;Rhoa;Lcn2;Pdgfb;Apc;Met;Itga3;Alox12;Vil1;Mapre2;Robo4;Atp2b4;Nos3;Gata2;Gab2;Mia3;Card10;Emp2;Tnf;Cd63;Epb41l5;Flt4;Gipc1;Prcp;Ptpn11;Irs2;Epb41l4b;Evl;Coro1a;Atp5f1b;Tgfbr2;Anln;Clasp1;Dicer1;Pkn3;Ppm1f;Spred1;P2rx4;Jup;Pik3cb;Bsg;Itgb2;Kank2;Adipor1;Ccbe1;Tgfbr1;Angpt2;Lgmn;Vegfc;Smad4;Ptprm;Apoa1;Prox1;Src;Vash1;Aqp1;Rin2;Macir;Snai1;Clasp2;Pecam1;Plcg2;Efnb2;Enpp2;Tacstd2;Clec14a;Acvrl1;Arsb;Kdr;Ets1;Itgb1bp1;Adamts9;Notch1;Kitl;Sparc;Jcad;Sox9;Glipr2;Adgra2;Tgfb1;Itgb3;Tgfbr3;Hmox1;Myh9;Dock1;Smoc2;Map4k4;Emc10;Akt1;Coro1c;Hbegf;Mtor;Grn
interleukin-10 production	interleukin-10 production;regulation of interleukin-10 production	Foxp3;Nfkbiz;Pdcd1lg2;Tyrobp;Inava;Pycard;Trib2;Tlr2;Prkcd;Cd83;Cd84;Vsir;Trem2;Cd47;Tnfrsf21;Plcg2;Tlr4;Stat3;Cd274;Clec7a;Sash3;Ptger4;G6pdx;Il23a
cell activation involved in immune response	cell activation involved in immune response;leukocyte activation involved in immune response	Cd40;Ap1g1;Pram1;Fer;Sema4a;Nkg7;Ticam1;Cd40lg;Gapt;Spi1;H2-M3;Cd300a;Ptafr;App;Havcr2;Tnfaip3;Kmt5c;Dysf;Ifng;Ccr6;Clec4e;Phf14;Fcer1g;Il10;Hspd1;Foxp1;Bcr;Gadd45g;Sanbr;Slc18a2;Rora;Exosc3;Abr;Pou2af1;Swap70;Dock11;Ccr2;Rab27a;Kars1;Slc11a1;Gata2;Gab2;Nmi;Nckap1l;Cd244a;Foxp3;Nfkbiz;Nr4a3;Fcgr4;Psen1;Vamp8;Tnf;Cplx2;Gpr183;Bcl6;Ptprc;Enpp1;Tyrobp;Coro1a;Stx11;Spn;Pycard;Pi4k2a;Aplf;Rif1;Lyn;Shld2;Pglyrp2;Rps6;Itgb2;Dock10;Cd84;Irf8;Atp7a;Icosl;Stat4;Rc3h2;H2-DMb2;Msh2;Ly9;Trem2;Zfp35;Tmem98;H2-DMb1;Il18r1;Rac2;Ung;Plcg2;Stxbp1;Nsd2;Lgals3;Pms2;Lbp;Tlr4;Stat3;Exo1;Apbb1ip;Clec7a;Sh2d1b1;Tgfb1;Pglyrp1;Cd74;Cd160;Slfn2;Dnase1l3;Notch2;Ptger4;Ccl19;Hmox1;Mad2l2;Tbx21;Dock2;Mtor;Il23a;Grn
