representative	grouped_terms	genes
mitochondrial translation	mitochondrial translation;mitochondrial gene expression	Mrpl4;Mrpl38;Aurkaip1;Gadd45gip1;Mrps7;Mrpl57;Mrps21;Mrps11;Uqcc2;Mrpl52;Mrpl2;Mrpl18;Mrpl51;Mrps28;Mrpl10;Mrpl36;Mrpl55;Mrps33;Mtif2;Mrpl54;Mrpl20;Aars2;Mrpl14;Mrpl24;Mrps15;Mrpl22;Rpusd3;Mrpl21;Mrps17;Mrpl19;Mrpl58;Mrpl47;Mrpl49;Mrps34;Mrps26;Mrpl27;Mrpl30;Mrps10;Mrpl16;Rcc1l;Lrpprc;Malsu1;Mrps24;Mrps5;Mrps18b;Mrpl23;Qrsl1;Mrps25;Coa3;Mrps35;Gatc;Mrpl17;Mtif3;Polrmt;Chchd10;Hsd17b10;Mtres1;Tbrg4;Thap11;Fastk;Mterf1b;Supv3l1;Fastkd1
nucleoside bisphosphate metabolic process	nucleoside bisphosphate metabolic process;ribonucleoside bisphosphate metabolic process;purine nucleoside bisphosphate metabolic process	Far1;Pank1;Pdk3;Acot1;Acot11;Dgat2;Mccc2;Mvk;Sucla2;Acnat1;Acat1;Pdk4;Vdac1;Mmut;Hmgcs1;Abcd1;Sult2a7;Mvd;Dlat;Acot7;Acaca;Mpc2;Pdk1;Acsl5;Acacb;Acot6;Acss2;Sult1e1;Pmvk;Acot2;Mpc1;Ehhadh;Hmgcr;Acot12;Acsl3;Sult2a3;Sult2a4;Enpp1;Papss2;Acot4;Sult2a6;Acnat2;Acot3;Sult2a5;Sult2a2;Sult2a1
secondary alcohol metabolic process	secondary alcohol metabolic process;sterol metabolic process;cholesterol metabolic process	Dgat2;Fech;Scap;Fdps;Mvk;Ebp;Pip4p1;Abca5;Msmo1;Lcat;Nsdhl;Stard4;Hsd17b7;Acadl;Hmgcs1;Sqle;Apobr;Ttc39b;Sult2a7;Dhcr7;Mvd;Sc5d;Pmp22;Cubn;Fgf1;Lpcat3;Abcg1;Cyp7a1;Tm7sf2;App;Pcsk9;Pon1;Npc1;Lrp5;Cyp51;Insig1;Akr1d1;Idi1;Pmvk;Lss;Fdft1;Soat1;Ces1c;Ces1g;Npc2;Pctp;Hmgcr;Lipa;G6pdx;Idh2;Srebf2;Por;Dhcr24;Vldlr;Sult2a3;Lepr;Cyp39a1;Sult2a4;Enpp1;Sult2a6;Sult2a5;Sult2a2;Sult2a1;Erg28;Lipo3
positive regulation of response to biotic stimulus	positive regulation of response to biotic stimulus;positive regulation of innate immune response;regulation of innate immune response	Ifi207;Irf7;Vav1;Rnf185;Cadm1;Ticam1;Rnf125;H2-M2;Nod2;Tyrobp;Havcr2;Oas1c;Ulbp1;S100a8;Prkd1;Spi1;Plcg2;Cav1;Tlr6;Ifi206;Tnf;Xcl1;Tspan6;Klre1;Trim5;Ltf;H2-Q2;Irf4;Tlr2;Ifi213;Lsm14a;Zdhhc5;Fadd;Nlrp3;H2-T10;Src;Tirap;Rab11fip2;H2-D1;S100a9;Trim25;Mapkapk3;Polr3g;Trim12a;Trem2;Nod1;Tnip3;Dab2ip;Irf1;Slc15a4;Matr3;Clec4e;Klrc2;Gbp5;Ywhae;Tlr7;Cd300lf;Polr3b;H2-Q7;Rnf170;Bmp6;Parp9;Itch;Pdpk1;Rsad2;Trim12c;Scimp;Adam8;Treml4;Slc15a3;Pja2;Lyplal1;Ap1g1;Rab7b;Cd14;Trim32;Cd86;Irgm1;Klri1;Mmp12;Slamf6;Nfkbiz;Ly86;Plscr1;Clec4n;Klrd1;Mavs;Cd180;H2-M3;Ticam2;Trim6;Parp1;Oas1a;Ifi204;Casp6;Pla2g5;Cd74;Klrc1;Ptpn22;Ifi205;Oas1g;Ifi211;Pik3ap1;Rasgrp1;Csnk1a1;Trim56;Il18rap;Hmgb2;Sting1;Klrc3;Gsdme;Tlr8;Nmi;Tifab;Lyn;H2-T23;Tlr13;Cd226;Hspd1;Zc3hav1;Gramd4;Aurkb;Lrrc19;Ifi209;Tlr4;Mbl2;Lgals9;Mr1;Ifih1;H2-Q4;Stat5b;Oas3;App;Gm12250;Trim30d;Ddx60;Trim30c;H2-T22;Cd274;Kcnj8;Klrk1;Gbp3;Fbxo38;Igtp;Nono;Ifi208;Usp50;H2-Q6;Emilin1;Gbp7;Akt1;Bcl10;Dpp4;Rps6ka3;Grn;Sash1;Cd36;Zbp1;Prkca;Ddx3x;Irgm2;Lacc1;Lbp;Clec7a;Cd160;Rigi;Gbp2;H2-Q1;Rtn4;Esr1;Dtx4;Smim30;Ttll12;Trim21;Mul1;Trafd1;Klrb1b;Tap1;Cdc37;Ceacam1;Ncf1;Tap2;Klrb1f;Tgfb1;Dcst1;Samhd1;Serpinb9;Parp14;Vsig4;Serpinb1a
monooxygenase activity	monooxygenase activity;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	Miox;Cyp7a1;Agmo;Cyp4a10;Cyp3a13;Cyp51;Cyp4a31;Akr1d1;Cyp3a59;Pam;Cyp4a14;Akr1c20;Ahr;Cyp20a1;Cyp2c37;Fmo4;Cyp39a1;Cyp2b10;Cyp2a22;Cyp3a16;Cyp2c38;Cyp17a1;Fmo1;Fmo2;Cyp2g1;Nos1;Cyp2c68;Cyp2c39;Cyp3a44;Cyp3a41a;Cyp3a41b;Fmo3;Cyp2b13;Cyp2b9;Cyp2a4;Cyp2c40;Cyp2c69;Fads2;Scd3;Fads1;Por;Kdm5c;Kdm6a
tissue migration	tissue migration;epithelium migration;epithelial cell migration	Robo1;Epb41l5;Atoh8;Mmp9;Nus1;Ccr6;Efnb2;Prkd1;Sp100;Vegfc;Plcg2;Meox2;Vstm4;Iqsec1;Nr4a1;Acvrl1;Sp1;Rhoj;Clasp1;Agt;Tnf;Adam9;Fgf18;Rhob;Srpx2;Pkn2;Vash1;Akt3;Cd63;Csnk2b;Prkd2;Ptpn11;Src;Ptprm;S100a9;Atp5f1a;Bmp10;Lgmn;Prox1;Dab2ip;Pecam1;Adgra2;Prcp;Itgb1;Rac1;Pik3cd;Loxl2;Col18a1;Gipc1;Hmox1;Smad4;Ceacam1;Gab2;Sema5a;Patz1;Arsb;Gata3;Daam2;Kank2;Tgfbr2;Itgb1bp1;Itga3;Cxcl13;Pdpk1;Dock1;Adam8;Pdcd10;Anln;Fermt1;Cdh5;Anxa1;Tgfb1;Pten;Evl;Anxa3;Jcad;Fstl1;Cxcl12;Foxf1;Gpld1;Adipor1;Met;Coro1c;Kdr;Pxn;Adam17;Itgb2;Fgf1;Atp5f1b;Mia3;Angpt1;Tacstd2;Bsg;Gdf2;Snai1;Myh9;Ctsh;Plpp3;Tgfbr3;Rhoa;Notch1;Kank1;Mcc;Clasp2;Lcn2;Ccbe1;Dcn;Vil1;Sema4a;Clec14a;Ets1;Itgb3;Sparc;Aqp1;Smoc2;Emp2;Akt1;Map4k4;Snai2;Emc10;Tns3;Dpp4;Grn;Sash1;Irs2;Prkca;Spred1;Adamts9;Hbegf;Rtn4;Bmper
extracellular matrix organization	extracellular matrix organization;external encapsulating structure organization;extracellular structure organization	Mmp9;Matn2;Prdm5;Col16a1;Cflar;Dnajb6;Cav1;Vps33b;Egflam;Fktn;Angptl7;Cpb2;Clasp1;Agt;Tnf;Foxc1;Serpinf2;Mmp13;Ccn2;Col4a4;Npnt;Abi3bp;Col4a2;Smoc1;Thsd4;Efemp2;Mmp2;Ric1;Adamtsl4;Fbln5;Pdpn;Matn4;Ddr1;Itgb1;Pomt1;Tnfrsf1a;Loxl2;Col18a1;Wdr72;Fkbp10;Col4a5;Smad4;Sema5a;Colq;Axin2;Antxr1;Pxdn;Adamts3;Atxn1l;Col1a1;Eln;Mmp11;Mkx;Wt1;Flrt2;Col8a1;Adamts2;Lamc1;Antxr2;Ddr2;Apbb1;Scara3;Sulf1;Fermt1;Tgfb1;Col1a2;Mmp12;Col6a1;Lama1;Col3a1;Pdgfra;Mmp27;Foxf1;Atp7a;Mad2l2;Lamb1;Tnfrsf1b;Col4a3;Ntn4;Sulf2;Crtap;Egfl6;Colgalt1;Anxa2;Pmp22;Col4a1;Ero1a;Aebp1;Mia3;Bmp2;Adamts14;Adamts6;Postn;Slc39a8;Mmp19;App;Papln;Ctss;Col5a2;Tgfbr3;Tnfrsf11b;Dag1;Notch1;Clasp2;Col5a1;Mpzl3;Ets1;Itgb3;Emilin1;Smoc2;Loxl4;Ccdc80;Serpinh1;Adamtsl1;Dpp4;Col14a1;Fn1;Adamts13;Nid1;Adamts9;Tgfbi;Sfrp2
basal plasma membrane	basal plasma membrane;basal part of cell;basolateral plasma membrane	Mttp;Gpihbp1;Hsp90ab1;Pdpn;Nod1;Ddr1;Slc4a11;P2ry12;Abca1;Cd44;Dlg3;Ceacam1;Cr1l;Arrb1;Slc10a1;Slco2b1;Entpd1;Cd300lg;Slc39a5;Itga3;Ctnna2;Slc47a1;Slco4a1;Slc23a2;Folr1;Slc51b;Slc27a1;Slc29a1;Cd34;Dlg1;Ctnnb1;Slc26a1;Abcc1;Abca8b;Best1;Heph;P2ry4;Atp7a;Myo1c;Slc6a6;Met;Slc31a1;Itga6;Iqgap1;Pkd2;Slc4a9;Slc6a12;Anxa2;Kcnj16;Slc40a1;C5ar1;Slc7a1;Dsp;Atp1a1;Slc16a10;Lin7a;Slc23a1;Ank2;Msn;Tacstd2;Slc7a8;Slc39a8;Slc16a1;Plpp3;Myo1d;Dag1;Trf;Kcnn4;Slc43a2;Abcc4;Flot2;Ezr;Cldn8;Cd38;Pth1r;Aqp1;Erbb3;Hpgd;Car2;Slco1a4;Stk39;Agtr1a;Slc13a3;Tjp1;Slc16a7;Slc4a4;Slc16a12;Itga9;Slc22a29;Slc16a5;Slc22a26;Slc22a27;Prcp;Clasp2;Itga1
estrogen 16-alpha-hydroxylase activity	estrogen 16-alpha-hydroxylase activity;retinoic acid 4-hydroxylase activity	Cyp3a13;Cyp3a59;Cyp2c37;Cyp3a16;Cyp2c38;Cyp2c39;Cyp3a44;Cyp3a41a;Cyp3a41b
tetrapyrrole binding	tetrapyrrole binding;heme binding	Gucy1b1;Cygb;Sdhd;Cd320;Cyp2c70;Cyp4b1;Lmbrd1;Cyp2c29;Mmut;Suox;Jak2;Cyp4f14;Mmab;Cubn;Mb;Cyp7a1;Cyp4a10;Flvcr2;Steap4;Cyp3a13;Cybb;Cyp51;Gucy1a1;Cyp4a14;Cyp20a1;Cyp2c37;Cyp39a1;Cyp2b10;Cyp2a22;Cyp3a16;Cyp2c38;Tcn2;Cyp17a1;Cyp2g1;Nos1;Cyp2c68;Cyp2c39;Cyp3a41a;Cyp3a41b;Cyp2b13;Cyp2b9;Cyp2a4;Cyp2c40;Cyp2c69
arachidonic acid monooxygenase activity	arachidonic acid monooxygenase activity;arachidonic acid epoxygenase activity;arachidonic acid metabolic process	Cyp4a10;Cyp4a31;Cyp4a14;Cyp2c37;Cyp2b10;Cyp2a22;Cyp2c38;Cyp2g1;Cyp2c68;Cyp2c39;Cyp2b13;Cyp2b9;Cyp2a4;Cyp2c40;Cyp2c69;Pla2g4a;Fads1;Ahr
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit	Mrpl4;Mrpl38;Gadd45gip1;Mrpl57;Mrpl52;Mrpl2;Mrpl18;Mrpl51;Mrpl10;Mrpl36;Mrpl55;Mrpl54;Mrpl20;Mrpl14;Mrpl24;Mrpl22;Mrpl21;Mrpl19;Mrpl58;Mrpl47;Mrpl49;Mrpl27;Mrpl30;Mrpl16
immune response-regulating signaling pathway	immune response-regulating signaling pathway;immune response-activating signaling pathway	Cyba;Casp4;Fer;Peli3;Oasl1;Cd81;Ctla4;Hmgb1;Psen2;Pum2;Itk;Fyb1;Ifi207;Irf7;Pram1;Ticam1;Rnf125;Nod2;Tyrobp;Havcr2;Ubash3a;Vtcn1;Oas1c;Cacnb3;S100a8;Prkd1;Pde4d;Plcg2;Cav1;Grb2;Tcrb;Tlr6;Ifi206;Tnf;Fcrl5;Pvrig;Tspan6;Klre1;Rps3;Ltf;H2-Q2;Irf4;Tlr2;Ifi213;Lsm14a;Themis2;Prkcb;Usp46;Zdhhc5;Klhl6;Nlrp3;Prkd2;Src;Tirap;Rab11fip2;H2-D1;S100a9;Wnk1;Trim25;Mapkapk3;Nfatc2;Trem2;Cd2ap;Nod1;Ptprc;Tnip3;Dab2ip;Irf1;Psen1;Crkl;Slc15a4;Clec4e;Mapk1;Klrc2;Gbp5;Ywhae;Tlr7;Cd300lf;Rc3h1;Gata3;H2-Q7;Skint3;Rnf170;Cmklr1;Itch;Pdpk1;Khdrbs1;Rsad2;Scimp;Rc3h2;Treml4;Slc15a3;Pja2;Fpr1;Lyplal1;Bcl2;Rab7b;Zap70;Cd14;Trim32;Cd86;Irgm1;Klri1;Pten;Nfkbiz;Plscr1;Clec4n;Klrd1;Mavs;C3ar1;Ticam2;Parp1;Oas1a;Nckap1l;Ifi204;Klrc1;Plscr2;Ptpn22;Gpld1;Ifi205;Fyn;Oas1g;Ifi211;Lcp2;Pik3ap1;Csnk1a1;Skint11;Sting1;Klrc3;Tlr8;Nmi;Tifab;Lyn;Cd8a;Bcl2a1d;Nfam1;C5ar1;Tlr13;Cd226;Hspd1;Zc3hav1;Gramd4;Aurkb;Lrrc19;Ifi209;Tlr4;Mbl2;Ifih1;H2-Q4;Oas3;Cblb;App;Gm12250;Cyld;Ctsh;Elf1;Ddx60;Cd274;Kcnj8;Klrk1;Igtp;Kcnn4;Laptm5;Ezr;Usp12;Cd38;Ifi208;Tec;Usp50;H2-Q6;C3;Tnfrsf21;Akt1;Bcl10;Cd47;Rps6ka3;Cd36;Ddx3x;Irgm2;Lacc1;Lipa;Lbp;Clec7a;Cd160;Rigi;Gbp2;H2-Q1;Rtn4;Esr1
membrane microdomain	membrane microdomain;membrane raft	Myof;Tlr6;Scn5a;Tnf;Rtn4rl2;Insr;Hpse;Slc2a4;Tlr2;Plpp1;Trpc1;Ehd2;Tuba1b;Tnfrsf23;Ptpn11;Src;Atp1b3;H2-D1;Gnaq;Atp5f1a;Trem2;Pdpn;Kcnd3;Ptprc;Pecam1;Psen1;Dll1;Itgb1;Tnfrsf1a;P2ry12;Abca1;Tfpi;Cd44;Mapk1;Hmox1;Selplg;Gab2;Cr1l;Cd48;Ptgis;Entpd1;Dmd;Tgfbr2;Ctsd;Bmpr1a;Kirrel1;Ephb1;Arc;Prkar1a;Abcg3;Mdga1;Clip3;Zap70;Cd14;Slc27a1;Sulf1;Cacna1c;Tuba1a;Dlg1;Ctnnb1;Lrp6;Adcyap1r1;Plscr1;Hk1;Stx12;Plscr2;Myo1c;Tnfrsf1b;Ctsb;Fyn;Lcp2;Coro1c;Plvap;Jak2;Fas;Kdr;Stim1;Lyn;Cd8a;Anxa2;Adam17;Nfam1;Itgb2;Atp5f1b;Atp1a1;Angpt1;Pgk1;Pag1;Cavin1;Mapk3;Cavin2;Gja1;Cblb;App;Plpp3;Myo1d;Dag1;Ctnnd1;Npc1;Flot2;Ptch1;Ezr;Tnfrsf11a;Fasl;Aqp1;Myadm;Asah2;Emp2;Mme;Il6st;Bcl10;Serpinh1;Ppt1;Cd36;Nos1
response to molecule of bacterial origin	response to molecule of bacterial origin;response to lipopolysaccharide	Ticam1;Nod2;Ptgir;Havcr2;Chmp5;S100a8;Spi1;Pde4d;Ctr9;Plcg2;Cd6;Cd300lb;Sirpa;Slpi;Litaf;Nr4a1;Tlr6;Tnf;Trim5;Adam9;Ltf;Tlr2;Nlrp3;Tirap;Casp7;Cyrib;S100a9;Mapkapk3;Ttc39aos1;Trim12a;Trem2;Fcgr2b;Tnip3;Dab2ip;Pdcd1lg2;Irf8;Il1a;Abca1;Smad6;Mapk1;Gbp5;Fcgr4;Vim;Il1b;Ptger4;Hnrnpa0;Ccl2;Nr2c2;Stat1;Selenos;Cd68;Ednra;Wfdc21;Tap2;Bmp6;Cxcl13;Irak4;Abr;Trim12c;Scimp;Cdc73;Cd80;Cd14;Cd86;Irgm1;Col6a1;Nfkbiz;Ly86;Plscr1;Cd180;Ptger2;H2-M3;Ticam2;Trim6;Prdx3;Pdcd4;Plscr2;Ptpn22;Tnfrsf1b;Jak2;Gbp6;Hmgb2;Tifab;Lyn;Adam17;Axl;Tab2;C5ar1;Mrc1;Tlr4;Lgals9;Mapk3;Ptger3;Cps1;Stat5b;Trim30d;Trim30c;Rhoa;Cd274;Kcnj8;Klrk1;Gbp3;Gbp10;Igtp;Cxcl16;Tnfrsf11a;Cxcl9;Ednrb;Zfp36;Gch1;Akt1;Bcl10;Rps6ka3;Sash1;Cd36;Prkca;Irgm2;Ahr;Lbp;Tut4;Gbp2;Nqo1;Nos1
