representative	grouped_terms	genes
mitotic sister chromatid segregation	mitotic sister chromatid segregation;sister chromatid segregation	Ncapd3;Prickle1;Hnrnpu;Cenpi;Bub1b;Kntc1;Smc2;Pcid2;Ripor2;Kifc5b;Bub1;Tex14;Ncaph;Spc24;Ncapd2;Knl1;Cenpk;Psrc1;Ska3;Chmp4c;Cenpe;Clasp1;Cdc16;Nek2;Kifc1;Kif18b;Spdl1;Spag5;Kif22;Zwilch;Nuf2;Espl1;Cdca5;Racgap1;Uhrf1;Aurkb;Mad2l1;Ccsap;Cdca8;Ncapg;Ska1;Mad1l1;Ttk;Ndc80;Nusap1;Kif2c;Incenp;Ccnb1;Ube2c;Plk1;Birc5;Knstrn;Cdk1;Prc1;Tpx2;Cdc20;Eml4;Bcl7c;Cdc6;Tacc3;Ube2u;Top2a
fatty acid catabolic process	fatty acid catabolic process;fatty acid beta-oxidation;fatty acid oxidation;lipid oxidation;monocarboxylic acid catabolic process	Lonp2;Cpt2;Irs1;Crot;Decr1;Acadm;Cpt1a;Mtor;Eci2;Acad11;Acot8;Ilvbl;Hsd17b4;Mfsd2a;Fabp1;Acadl;Plin5;Pex7;Hao2;Acadvl;Etfdh;Hadha;Gcdh;Pex5;Slc27a2;Acox3;Aldh1l2;Sesn2;Ces1f;Acaa1b;Scp2;Auh;Abcd2;Acads;Hadh;Cnr1;Acaa1a;Eci1;Acat1;Slc27a4;Acaa2;Pparg;Adh4;Cyp4v3;Ppara;Sord;Ids;Ldha;Sult2a8;Akr1a1;Pon3
mitochondrial proton-transporting ATP synthase complex	mitochondrial proton-transporting ATP synthase complex;proton-transporting ATP synthase complex	Atp5f1c;Atp5pb;Atp5mk;ATP6;Atp6-ps;Atp5mc3;Atp5pf;Atp5f1d;Atp5me;Atp5mj;Atp5po;Atp5pd;Atp5f1e;Atp5mf;Atp5mc1
chromosome separation	chromosome separation;regulation of chromosome separation	Mad2l1bp;Lcmt1;Cdk5rap2;Ccnb1-ps;Smc4;Ncapd3;Bub1b;Kntc1;Smc2;Pcid2;Bub1;Tex14;Ncaph;Spc24;Ncapd2;Knl1;Cenpe;Cdc16;Spdl1;Zwilch;Nuf2;Espl1;Aurkb;Mad2l1;Cdca8;Ncapg;Mad1l1;Ttk;Ndc80;Incenp;Ccnb1;Ube2c;Plk1;Birc5;Top2a;Cdc20
peroxisome	peroxisome;microbody	Ech1;Dhrs4;Lonp2;Aldh3a2;Hmgcl;Pex26;Crot;Pex1;Vwa8;Eci2;Acad11;Acot8;Pex14;Hsd17b4;Fabp1;Pex11a;Pex7;Hao2;Acot3;Acot4;Ephx2;Nudt17;Pex5;Amacr;Slc27a2;Hsdl2;Pxmp4;Acox3;Pnpla8;Acbd5;Nudt12;Pex19;Acsl6;Xdh;Acaa1b;Sting1;Scp2;Agps;Pipox;Abcd2;Acaa1a;Acsl1
negative regulation of mitotic nuclear division	negative regulation of mitotic nuclear division;negative regulation of nuclear division	Nme6;Bub1b;Kntc1;Pcid2;Bub1;Tex14;Spc24;Mtbp;Knl1;Cenpe;Fgfr2;Spdl1;Esr1;Chek1;Zwilch;Nuf2;Aurkb;Mad2l1;Cdca8;Mad1l1;Ttk;Ndc80;Incenp;Ccnb1;Plk1;Birc5;Cdc20
regulation of mitotic nuclear division	regulation of mitotic nuclear division;regulation of nuclear division	Rgcc;Nme6;Bub1b;Kntc1;Pdxp;Pcid2;Pdgfrb;Bub1;Tex14;Igf1;Spc24;Bora;Mtbp;Knl1;Cenpe;Cdc16;Fgfr2;Spdl1;Esr1;Chek1;Zwilch;Nuf2;Aurkb;Mad2l1;Cdca8;Mad1l1;Ttk;Ndc80;Nusap1;Incenp;Cdca2;Ccnb1;Smpd3;Ube2c;Plk1;Birc5;Mki67;Cdc20;Camk2b;Rad51ap1;Plcb1
mitotic spindle checkpoint signaling	mitotic spindle checkpoint signaling;mitotic spindle assembly checkpoint signaling;spindle assembly checkpoint signaling;negative regulation of sister chromatid segregation;negative regulation of mitotic sister chromatid segregation;negative regulation of mitotic metaphase/anaphase transition;negative regulation of mitotic sister chromatid separation;negative regulation of chromosome segregation;negative regulation of metaphase/anaphase transition of cell cycle;negative regulation of chromosome separation;regulation of mitotic sister chromatid segregation	Mad2l1bp;Lcmt1;Cdk5rap2;Ccnb1-ps;Bub1b;Kntc1;Pcid2;Bub1;Tex14;Spc24;Mtbp;Knl1;Cenpe;Spdl1;Stil;Zwilch;Nuf2;Aurkb;Mad2l1;Cdca8;Mad1l1;Ttk;Ndc80;Incenp;Ccnb1;Plk1;Birc5;Cdc20;Chtf18;Hnrnpu;Cdk1
metaphase chromosome alignment	metaphase chromosome alignment;establishment of chromosome localization;chromosome localization	Sgo1;Kifc5b;Tex14;Spc24;Knl1;Psrc1;Septin1;Ska3;Chmp4c;Cenpe;Nek2;Kifc1;Spdl1;Spag5;Kif22;Pmf1;Nuf2;Cdca5;Racgap1;Aurkb;Cdca8;Ska1;Mad1l1;Ndc80;Kif2c;Incenp;Ccnb1;Birc5;Cenpf;Ect2;Knstrn;Eml4
regulation of mitotic sister chromatid separation	regulation of mitotic sister chromatid separation;mitotic sister chromatid separation	Bub1b;Kntc1;Pcid2;Bub1;Tex14;Spc24;Knl1;Cenpe;Cdc16;Spdl1;Zwilch;Nuf2;Aurkb;Mad2l1;Cdca8;Mad1l1;Ttk;Ndc80;Incenp;Ccnb1;Ube2c;Plk1;Birc5;Cdc20
cell cycle checkpoint signaling	cell cycle checkpoint signaling;mitotic cell cycle checkpoint signaling;negative regulation of cell cycle phase transition;negative regulation of cell cycle process	Gnb1l;Msh2;Fancd2;Fzr1;Nek1;Mad2l1bp;Lcmt1;Cdk5rap2;Ccnb1-ps;Bard1;Pml;Eme1;Mre11a;Rpa2;Atr;Zfyve19;Bub1b;Kntc1;E2f7;Fbxo4;Pcid2;Foxn3;Eif2ak4;Ints3;Ticrr;Bub1;Tex14;Spc24;Donson;Mtbp;Knl1;Dtl;Blm;Rad9a;Chmp4c;Cenpe;Cradd;Cdc6;Rnaseh2b;Spdl1;Clspn;Chek1;Stil;Zwilch;Nuf2;Ier3;Brca1;Rad51;Timeless;Rfwd3;Aurkb;Mad2l1;Cdca8;Aurka;Mad1l1;Diaph3;Ttk;Rpl24;Rpl26;Cry1;Ndc80;Incenp;Ccnb1;Rps6;Plk1;Birc5;Cdk1;Cdc20;Aven;Rbl1;Tpra1;Atf5;Ezh2;Rgcc;Miip;Cdk2ap2;Bcl2;Wee1;Ctdsp2;Cdkn2d;Ppp2r3d;Pkmyt1;Ccnf;Npm1;Nme6;Znhit1;Nek2;Kifc1;Fgfr2;Esr1;Chtf18
microtubule cytoskeleton organization involved in mitosis	microtubule cytoskeleton organization involved in mitosis;mitotic spindle organization	Ripor2;Kifc5b;Htt;Dynlt1b;Kif4;Bora;Psrc1;Chmp4c;Cenpe;Clasp1;Tbce;Nek2;Kifc1;Spdl1;Tacc3;Stil;Cep126;Dlgap5;Nuf2;Insc;Racgap1;Uhrf1;Cenph;Aurkb;Mad2l1;Ccsap;Cdca8;Aurka;Poc1a;Ndc80;Nusap1;Incenp;Cenpa;Ccnb1;Plk1;Birc5;Stmn1;Cdk1;Prc1;Tpx2;Cdc20
mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o);proton-transporting ATP synthase complex, coupling factor F(o)	Atp5mc3;Atp5pf;Atp5me;Atp5po;Atp5pd;Atp5mf;Atp5mc1
meiotic nuclear division	meiotic nuclear division;meiotic cell cycle process;meiotic cell cycle	Fancd2;Fzr1;Asz1;Siah1a;Bag6;Spire2;Brme1;Rad51d;Smc4;Mcmdc2;Sirt7;Prdm9;Brdt;Eme1;Slc25a31;Fancm;Ncapd3;Mre11a;Msh4;Mei4;Ago4;Hsf2bp;Smc2;Mlh3;Sgo1;Ccnb2;Sgo2a;Tex14;Ncaph;Camk2b;Knl1;Spata22;Zscan21;Cenps;Septin1;Cenpe;Fanca;Rad54b;Nuf2;Espl1;Rad51c;Rad51;Rad51ap1;Cntd1;Plcb1;Aurka;Chtf18;Ttk;Ankle1;Ndc80;Cks2;Incenp;Msh5;Fignl1;Aspm;Plk1;Birc5;Cpeb1;Top2a;Cdc20;Rec114;Mcm5;Mcm7;Ncapd2;Mcm6;Mcm2;Pkmyt1;Xlr4b;3830403N18Rik;Cdk2;Tubgcp3;Xlr3c;Hmga2;Rsph1;Mettl3;Slc26a8;Exo1;Nek2;Xlr3a;Boll;Xlr3b;Mki67
meiosis I cell cycle process	meiosis I cell cycle process;meiosis I	Eif4g3;Fancd2;Siah1a;Bag6;Brme1;Rad51d;Mcmdc2;Sirt7;Prdm9;Brdt;Rec114;Eme1;Slc25a31;Fancm;Mre11a;Msh4;Mei4;Ago4;Hsf2bp;Mlh3;Ccnb2;Knl1;Spata22;Zscan21;Cenps;Cenpe;Rad54b;Espl1;Rad51c;Rad51;Rad51ap1;Cntd1;Aurka;Chtf18;Ankle1;Ndc80;Cks2;Msh5;Pkmyt1;Plk1;Birc5;Cpeb1;Top2a;Cdc20
condensed chromosome, centromeric region	condensed chromosome, centromeric region;kinetochore	Cenpq;Actb;Arid2;Septin6;Dync1i1;Ccnb1-ps;Nup160;Crebbp;Nudcd2;Dynll1;Dctn5;Ahctf1;Zfp692;Cenpt;Plk2;Ncapd3;Spout1;Hnrnpu;Itgb3bp;Cenpi;Bub1b;Cenpu;Cbx3;Nup85;Kntc1;Sgo1;Sgo2a;Bub1;Tex14;Spc24;Mtbp;Ncapd2;Knl1;Hjurp;Cenpk;Cenps;Ska3;Chmp4c;Cenpe;Clasp1;Nek2;Spdl1;Spag5;Cebpb;Pmf1;Zwilch;Nuf2;Cenph;Aurkb;Mad2l1;Ncapg;Kmt5c;Xpo1;Anapc16;Ska1;Aurka;Mad1l1;Cenpl;Ttk;Ndc80;Kif2c;Incenp;Cenpa;Ccnb1;Plk1;Birc5;Cenpf;Knstrn;Psen2;Cdc20
organic acid catabolic process	organic acid catabolic process;carboxylic acid catabolic process	Gnpda1;Lonp2;Cpt2;Irs1;Hmgcl;Crot;Decr1;Glud1;Acadm;Cpt1a;Mtor;Eci2;Acad11;Acot8;Ilvbl;Hsd17b4;Mfsd2a;Fabp1;Acadl;Plin5;Pex7;Sord;Hao2;Acot4;Acadvl;Etfdh;Hadha;Gcdh;Pex5;Slc27a2;Acox3;Renbp;Oat;Aldh1l2;Sesn2;Asrgl1;Ces1f;Aldh6a1;Ids;Arg2;Acaa1b;Ldha;Dld;Scp2;Sult2a8;Auh;Pipox;Abcd2;Pon1;Akr1a1;Acads;Hadh;Cnr1;Acaa1a;Eci1;Pon3;Acat1;Slc27a4;Hdc;Acaa2;Aldh5a1;Cbs;Hibch;Cyp26c1;Ddah1;Hadhb
carnitine metabolic process	carnitine metabolic process;amino-acid betaine metabolic process	Slc22a5;Cpt2;Crot;Bbox1;Acadm;Cpt1a;Acadl;Chdh
organic acid transmembrane transporter activity	organic acid transmembrane transporter activity;carboxylic acid transmembrane transporter activity	Slc16a2;Slc23a2;Slc66a1;Gria2;Slc25a22;Cd36;Ctns;Slc6a7;Slc38a2;Slc1a2;Mfsd2a;Slco1b2;Slc25a10;Slc22a29;Slc6a9;Grik5;Slc27a2;Slc22a30;Slc19a1;Slc38a10;Slc25a29;Slc26a10;Slc36a1;Slc25a32;Slc7a11;Sfxn3;Slco1a7;Slc26a3;Slc3a2;Ceacam1;Slc17a5;Ucp2;Slc26a4;Grid1;Slc27a4;Slc5a6;Slc27a1;Slc38a1;Slc22a27;Slc17a8;Slc16a9;Slc25a13;Slc10a1;Slc38a4;Slc25a18;Slc7a2;Slc16a7;Slc38a3
positive regulation of SMAD protein signal transduction	positive regulation of SMAD protein signal transduction;regulation of SMAD protein signal transduction	Pparg;Acvr2a;Tgfbr1;Csnk2b;Gdf2;Bmp6;Inhba;Lgals9;Gdf6;Bmp10;Parp1;Bmp5;Dab2;Tob1;Smad7;Lrp1
protein localization to peroxisome	protein localization to peroxisome;establishment of protein localization to peroxisome	Lonp2;Pex26;Pex1;Pex14;Pex7;Pex5;Pex19;Usp9x;Pex3
regulation of mitotic cell cycle spindle assembly checkpoint	regulation of mitotic cell cycle spindle assembly checkpoint;regulation of mitotic spindle checkpoint;regulation of spindle checkpoint	Mad2l1bp;Lcmt1;Cdk5rap2;Ccnb1-ps;Pcid2;Knl1;Aurkb;Mad2l1;Cdca8;Mad1l1;Ndc80;Incenp;Ccnb1;Birc5;Aurka
NADH dehydrogenase activity	NADH dehydrogenase activity;NADH dehydrogenase (quinone) activity	ND4;ND2;Ndufs2;Ndufs8;Ndufs3;ND6;Enox1;Ndufa9;ND1;Ndufs4;Ndufa10;Ndufb7;Ndufa2;ND3;Ndufv2;Ndufs7
signaling receptor ligand precursor processing	signaling receptor ligand precursor processing;peptide hormone processing	Pcsk2;Bace1;Pcsk6;Corin;P4hb;Disp1;Hsp90b1;Ece1;Ero1b;Casp1;Atp6ap2;Slc30a8;Scg5
oligopeptide binding	oligopeptide binding;glutathione binding	Lancl1;Gstm7;Gstm1;Gstm6;Mgst2;Gstm2;Gsta13;Gsta2;Gstm3;Gsta1
carboxylic acid transmembrane transport	carboxylic acid transmembrane transport;organic acid transmembrane transport	Slc16a2;Slc23a2;Slc66a1;Slc25a22;Cd36;Myc;Ctns;Slc6a7;Slc38a2;Slc1a2;Slc25a10;Slc6a9;Slc27a2;Slc19a1;Slc38a10;Agt;Thbs1;Slc25a29;Arg2;Slc36a1;Slc25a32;Slc7a11;Sfxn3;Acsl6;Slc3a2;Abcd2;Epm2a;Arl6ip5;Acsl1;Psen1;Slc5a6;Slc27a1;Slc38a1;Lrrc8a;Arl6ip1;Slc17a8;Slc16a9;Slc25a13;Slc38a4;Slc25a18;Slc7a2;Slc16a7;Slc38a3
nucleoside bisphosphate metabolic process	nucleoside bisphosphate metabolic process;ribonucleoside bisphosphate metabolic process;purine nucleoside bisphosphate metabolic process	Sult2a3;Hmgcs2;Hmgcl;Crot;Sult2a4;Acsm5;Vnn1;Pank1;Acot8;Hsd17b4;Pank2;Acot3;Acot4;Fitm2;Sult2a7;Gcdh;Slc25a16;Sult2a5;Pank3;Acot1;Slc25a42;Acot9;Sult2a1;Acsl6;Pdhx;Dld;Acsm1;Sult2a8;Pipox;Acsl1;Acat1;Acaa2;Sult1b1;Hnf4a;Acsm3;Baat;Sult2a2
ribose phosphate metabolic process	ribose phosphate metabolic process;purine ribonucleotide metabolic process;ribonucleotide metabolic process	Ndufa7;Eno1;Gapdhrt;Ndufb2;Igf1;Acly;Prkag2;ND1;Dnm1l;Nudt19;Ndufb8;Pmvk;Sdhb;Ndufa1;Hk1;Atp6-ps;Atp5mc3;Nme4;Fasn;Ndufb1;Prpsap2;Ndufa3;Atp5pf;Ndufb11;Atp5f1d;Aprt;Uqcc3;Ndufs6;Rnaseh2b;Ndufa6;Ndufb6;Zbtb20;Ndufb9;Antkmt;Ndufc2;Dpyd;Ddit4;Atp5me;Uck2;Ier3;Ndufs4;Ndufa10;Pde9a;Rab23;Acss2;Ndufb7;Acaca;Kynu;Mtch2;Ndufab1;Nt5c;Atp5po;Ndufa2;Ndufs5;Ndufb3;Ndufa13;ND3;Ndufb10;Papss2;Gpam;Ndufb5;Mlxipl;Ndufa8;Hint1;Atp5pd;Gale;Acot7;Hmgcr;Atp5f1e;Ndufv2;Acacb;Pfas;Acsl3;Ndufs7;Ndufc1;Ndufa11;Ndufa12;Atp5mf;Nme1;Bcl2l1;Ndufa5;Pfkfb1;Galt;G6pdx;Atp5mc1
regulation of mitotic metaphase/anaphase transition	regulation of mitotic metaphase/anaphase transition;regulation of metaphase/anaphase transition of cell cycle	Smarca2;Arid1b;Actb;Arid2;Mad2l1bp;Lcmt1;Cdk5rap2;Ccnb1-ps;Smarcd3;Bub1b;Kntc1;Pcid2;Bub1;Tex14;Spc24;Bcl7c;Knl1;Cenpe;Cdc16;Cdc6;Spdl1;Zwilch;Nuf2;Aurkb;Mad2l1;Cdca8;Mad1l1;Ube2u;Ttk;Ndc80;Incenp;Ccnb1;Ube2c;Plk1;Birc5;Cdc20
