representative	grouped_terms	genes
peptidyl-serine phosphorylation	peptidyl-serine phosphorylation;peptidyl-serine modification	Cdc7;Ggnbp2;Mapk14;Sgk3;Rptor;Dclk1;Plk2;Lmtk2;Csnk1g3;Nsd1;Lats1;Rps6kb1;Srpk1;Araf;Gsk3b;Csnk1d;Mast1;Mark3;Sfrp2;Ttbk2;Osm;Atr;Dmtn;Phip;Ngf;Ripk1;Map4k1;Rps6ka2;Srpk3;Pkn1;Lats2;Txn1;Braf;Mif;Prkcq;Angpt1;Srpk2;Clspn;Top1;Akt3;Brsk1;Syk;Camk1;Cdk5r1;Camk4;Ikbke;Arrb2;Sh2d3c;Chek2;Pikfyve;Myo3a;Dock7;Prkch;Rps6ka5;Ntrk3;Ern1;Map3k12;Cdk5;Mast2;Plk1;Inpp5k;Prkci;Dgkq;Ulk1;Nrxn1;Ilk;Hipk2;Cdk2;Prkcb;Prkcg;Grk2;Ulk3;Rps6kb2;Ogt;Ripk2;Clk1;Stk4;Rock1;Ppp1r15a;Mapk12;Chuk;Ercc6;Dyrk1a;Rps6ka1;Tnks1bp1;Morc3;Rock2;Prkdc;Pck1;Mast3;Sptbn4;Rictor;Tbk1;Prkcd;Akap9;Ip6k2;Dmpk;Mlxipl;Stk38;Gsk3a;Bax;Smg1;Vegfa;Pkd1;Csnk1e;Mark2;Fnip1;Fnip2;Poglut2
translation factor activity, RNA binding	translation factor activity, RNA binding;translation regulator activity, nucleic acid binding;translation regulator activity	Eif2b5;Tufm;Eef1b2;Eif3i;Eif1ax;Etf1;Eif6;Eef1a1;Denr;Eif2s2;Eef1g;Eef2;Eif3l;Eif3f;Eif3b;Eif5a;Eif3d;Eif3m;Eif4g2;Gspt1;Eif4h;Eif3g;Eif4a1;Eif1b;Eif3e;Eftud2;Eif2s3x;Gfm1;Eif2b3;Eif3c;Eif4g1;Eif1a;Eif4b;Eif2s1;Eif4e;Eif1;Gspt2;Dhx29;Paip2b;Purb;Dhfr;Tyms;Eif5a2;Shmt1;Eif3k;Rack1;Rps9;Serbp1
heterochromatin formation	heterochromatin formation;heterochromatin organization	Hmgb1;Rbm15;Lmna;Mettl3;Ppm1d;Wdhd1;Ezh2;Cdyl;Suv39h1;Dicer1;Pcgf3;Setdb1;Rif1;Hdac1;Lmnb2;Hells;Dnmt3a;Sirt1;Mecp2;Znfx1;Uty;Rb1;Tasor;Cenpv;Piwil2;Suz12;Sirt6;Kmt2b;Baz2a;Ehmt1;Atf7ip;Lrif1;Myc;H1f0;Cdk2;Hdac2;Apobec1;Kdm5a;Airn;Arb2a;Jarid2;Ubr2;Ythdc1;Ctcf;Dyrk1a;Morc2a;Atrx;Ubr5;Smchd1;Kmt2a;Kmt2d;Baz1a;Ftx;Resf1;Samd1;Phf2;H2ac8;H2ac20;Mthfr;Pcid2;H2ac19;Hp1bp3;Snai1
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit	Mrpl19;Mrpl43;Mrpl46;Mrpl12;Mrpl45;Mrpl16;Mrpl35;Mrpl9;Mrps18a;Mrpl44;Mrpl20;Mpv17l2;Mrpl15;Mrpl34;Mrpl55;Mrpl40;Mrpl27;Mrpl49;Mrpl11;Mrpl53;Mrpl50;Mrpl17;Mrpl13;Mrpl32;Mrpl37;Mrpl41;Mrpl28;Mrps30;Mrpl48;Mrpl30
mononuclear cell differentiation	mononuclear cell differentiation;lymphocyte differentiation	Tsc1;Hmgb1;F2rl1;Ifi213;Wnt4;Atp7a;Il15;Notch2;Dock11;Sp3;Mettl3;Nlrp3;Plcg2;Tshr;Cdk6;Lilrb4a;Il2rg;Rorc;Slamf1;Malt1;Ifi209;Satb1;Dusp10;Smarcc2;Ms4a1;Cmtm7;Ezh2;Lepr;Cd3g;Gata3;Irf8;Tyro3;Zbtb1;H2-DMa;Pdp2;Il1rl2;Ptpn22;Vnn1;Dicer1;Ccl19;Runx1;Axl;Il34;Nfatc1;Adgrg3;Ihh;Ptger4;Il23a;Batf2;Zbtb46;Cd79a;Itk;Spi1;Cd79b;Ifi204;Plcl2;Nhej1;Sh3rf1;Sema4a;Batf;Hells;Gm36723;Cebpb;Dcaf1;Fosl2;Fzd7;Pou2f2;Irf4;Pf4;Il6ra;Tcra;Sh2b3;Pcid2;Atp11c;Slamf6;Braf;Gps2;Polm;Dll1;Hdac9;Phf14;Tcirg1;Lmbr1l;Zfp609;Syk;Pirb;Fes;Ctla2a;Jun;Cd24a;Zc3h12a;B2m;Nckap1l;Fcer1g;Cd4;Foxp1;Camk4;Ap3b1;Btk;Lef1;Dock2;Irf1;Crtam;Smarca2;Zbtb7a;Mdk;Ptpn2;Pbx1;Trpm2;Brd4;Pbrm1;Nfkbid;Gata1;Itpkb;Dock10;Ifi203;Brd2;Ptprj;Duxbl1;Carmil2;Trp53;Gpr18;Trem2;Bcl11a;Ripk3;Arid1a;Myc;Lag3;Spib;Enpp1;Sos2;Ifi207;Nfil3;Ncor1;Smarcd2;Ptprc;Kat2a;Gadd45g;Cd28;Rara;Il1a;Syvn1;Azi2;Gimap3;Ripk2;Gon4l;Apc;Zeb1;Dclre1c;Hspb1;Dtx1;Nfkbiz;Fzd8;Card11;Onecut1;Zbtb16;Ager;Ap3d1;Arid1b;Zmiz1;Prkdc;Pck1;Rasgrp1;Ambra1;Mertk;Cd19;Hectd1;Bmp4;Kmt2a;Ep300;Ifi203-ps;Top2b;Tmem131l;Abl1;Arid2;Chd7;Ptk2b;Tcf3;Il15ra;Bax;Vegfa;Mink1;Egr1;Zfp36l1;Hlx;Stat6;Fnip1;Mndal;Tox;Otud5;Irf2bp2
maintenance of cell number	maintenance of cell number;stem cell population maintenance	Mettl3;Med10;Raf1;Stag2;Kdm2b;Med27;Brms1;Ezh2;Fgfr3;Zfp322a;Cnot3;Pax8;Vps72;Dicer1;Wdr62;Nodal;Paf1;Rif1;Hdac1;Spi1;Med17;Tbx1;Gnl3;Sinhcaf;Fzd7;Igf2bp1;Ski;Cnot2;Foxo1;Sav1;Braf;Hnf1b;Dll1;Med21;Bcl9;Tead3;Piwil2;Ncoa3;Sirt6;Mtf2;Hook3;Trim8;Bicral;Lrp5;Smarca2;Cdh2;Zic1;Sap130;Brd9;Erdr1x;Tcf7l2;Bicra;Med15;Tbx3;Srrt;Arid1a;Myc;Tead1;Kat2a;Zc3h13;Crebbp;Hdac2;Pcm1;Tut4;Ogt;Bcl7a;Apc;Kdm3a;Nipbl;Rbbp4;Smc5;Arid4a;Bcl9l;Eif4enif1;Med12;Ldb2;Kdm4c;Setd1a;Klf10;Sall1;Jmjd1c;Kat6a;Ldb1;Arid4b
modulation of chemical synaptic transmission	modulation of chemical synaptic transmission;regulation of trans-synaptic signaling	Lrfn2;Tnf;Htr2c;Cacnb4;Nlgn4l;Ghrl;Nr3c2;Eif4a3l1;Grin3b;Ssh1;Lnpep;Kcnn2;Gria3;Igf1r;Bcr;L1cam;Grm5;Disc1;Rap1a;Iqsec2;Kif5b;Rnf19a;Prepl;Btbd9;Asic1;Tmem25;Stxbp5;Crtc1;Afdn;Plcg1;Jak2;Plk2;Myo6;Ncdn;Nefh;Cfl1;Ptger4;Rps6kb1;Ica1;Zzef1;Ptk2;Tmem108;Tent2;Gsk3b;Kcnj10;Erbb4;Plcl1;Plcl2;Abr;Adrb2;Grin2b;Pde4a;Ncstn;Ngf;Baiap3;Edn1;Rnf167;Dlgap1;Homer3;Prkn;Hap1;Cacna1a;Pclo;Adra1a;Shisa9;Mecp2;Gucy1b1;Gfap;Braf;Grin2d;Shank3;Anapc2;Slc8a2;Dgkz;Cx3cr1;Rab11a;Eif2ak4;Myo5a;Lrrc4c;Usp8;Kctd13;Reln;Grin2c;Brsk1;Large1;Sphk1;Pick1;Pirb;Star;Syngap1;Kcnq4;Syde1;Dgki;Fxr2;Chrnb2;Mctp2;Camk4;Cd2ap;Erc2;Cyp46a1;Abhd6;Sybu;Tbc1d24;Cntnap4;Arrb2;Sctr;Lama2;Slc8a3;Cdh2;Nrxn3;Ptprs;Ppfia2;Htt;Grik4;Ophn1;Rab3a;Shank2;Neto1;2510002D24Rik;Snapin;Phf24;Slc6a9;Cdk5;Alg13;Git1;Slc7a11;Dlgap4;Hip1;Cplx2;Cln3;Pxk;Kcnb1;Epha7;P2rx7;Rhot1;Cpeb2;Plcb4;Nrxn1;Rapgef2;Enpp1;Unc13b;Nlgn2;Creb1;Kat2a;Spg11;Prkcb;Cpeb3;Prkcg;Rara;Grk2;Nrn1;Atp2b2;Mapt;Pfn1;Sh3gl1;Chrd;Arc;Nisch;Trio;Musk;Ager;Agrn;Dvl1;Bcl2l1;Plcb1;Stxbp1;Kmt2a;Slc38a2;Abl1;Gabbr1;Git2;Dmpk;Ptk2b;Gnal;Car2;Nrgn;Ptprd;Egr1;Nf1;Fbxl20;Rapgef4;Zmynd8;Tshz3;Cpeb1
organellar small ribosomal subunit	organellar small ribosomal subunit;mitochondrial small ribosomal subunit	Mrps18b;Mrps18c;Mrps9;Mrps12;Chchd1;Mrps16;Mrps2;Mrps18a;Mrps23;Mrps24;Mrps34;Mrps22;Mrps31;Ptcd3;Mrps14;Mrps27;Mrps7
vitamin B6 binding	vitamin B6 binding;pyridoxal phosphate binding	Srr;Abat;Gcat;Cth;Gpt;Mocos;Gadl1;Pdxk;Cisd1;Oat;Cbs;Got2;Agxt;Pnpo;Aadat;Ddc;Etnppl;Thnsl2;Kynu;Gldc;Got1;Shmt1
ribosome biogenesis	ribosome biogenesis;ribonucleoprotein complex biogenesis	Rps15a;Pes1;2810004N23Rik;Nop53;Eif6;Gar1;Ybey;Ran;Rpl5;Rplp0;Dkc1;Rrp15;Tsr1;Snu13;Mrps2;Rexo4;Tsr2;Ddx54;Mrm2;Rpl10a;Mrpl44;Rps3a1;Nop16;Grwd1;Exosc9;Brix1;Mrpl20;Rps9;Rpl7l1;Utp4;Nsa2;Pten;Mpv17l2;Nop14;Mettl16;Rpp30;Ddx3x;Rpusd2;Utp23;Wdr12;Ftsj3;Nol9;Rps5;Rps6-ps4;Pih1d2;Pwp1;Rpl7;Rps16;Cul4b;Nol7;Dcaf13;Heatr3;Rrp12;Rpl11;Rps21;Fau;Nifk;Rpl6;Eri1;Rrs1;Cdkn2a;Rps7;Ythdf2;Afg2b;Zfp622;Pwp2;Znhit3;Fastkd2;Abce1;Rpl7a;Ddx28;Abt1;C1d;Krr1;Dhx29;Pno1;Rps24;Wdr36;Riox2;Rps19;Utp6;Nhp2;Pelp1;Eif5;Nip7;Rbm34;Bop1;Rpusd4;Ltv1;Mrto4;Rrp7a;Rsl24d1;Ddx10;Pa2g4;Rsl1d1;Bysl;Rpl24;Wdr46;Usp16;Mrps7;Nle1;Utp20;Imp4;Trmt2b;Mettl18;Exosc1;Fbl;Nop10;Mtrex;Afg2a;Heatr1;Pak1ip1;Wdr74;Rpf2;Srsf12;Denr;Eif2s2;Eif3d;Wdr77;Aar2;Ruvbl1;Ptges3-ps;Snrpb;Snrpc;Nol3;Prpf19;Snrpe;Htatsf1;Prmt5;Eif2s3x;Lsm4;Clns1a;Prmt7;Strap;Usp4;Smn1;Nopchap1;Polr2d;Prkra
response to transforming growth factor beta	response to transforming growth factor beta;cellular response to transforming growth factor beta stimulus	Pbld2;Smad3;Eng;Acvr1c;Spred3;Usp9x;Igf1r;Fermt2;Brms1;Myocd;Emilin1;Smurf1;Veph1;Gcnt2;Runx1;Tgfbr3l;Lats1;Nodal;Hdac1;Ptk2;Spi1;Dcp1a;Map3k1;Sinhcaf;Cflar;Chst11;Ski;Sirt1;Apaf1;Lats2;Wwox;Onecut2;Ptprk;Bmp2;Spry1;Ppargc1a;Akr1c18;Yes1;Tnrc6c;Jun;Folr1;Nrros;Cd2ap;Dab2;Slc2a10;Lemd3;Col3a1;Arrb2;Zbtb7a;Tgfb1i1;Sap130;Trim33;Map3k7;Ltbp1;Sox6;Trp53;Furin;Lpxn;Acvr1;Pdcd5;Creb1;Itga3;Dnm2;Hipk2;Htra3;Crebbp;Tgfbr3;Smad1;Nrep;Hdac2;Adamtsl2;Spred2;Zfp451;Zfhx3;Ogt;Zeb1;Rock1;Rnf111;Rbbp4;Nfkbiz;Sox5;Wfikkn1;Onecut1;Zeb2;Rock2;Nos3;Arid4a;Zmiz1;Bcl9l;Ppara;Appl2;Smad9;Kmt2a;Ep300;Smurf2;Flcn;Zfp36l1;Fos;Arid4b
erythrocyte homeostasis	erythrocyte homeostasis;erythrocyte differentiation;myeloid cell homeostasis	Adgrf5;Sp3;Slc1a5;Cdk6;Ampd3;Ufl1;Rac2;Isg15;Hdac6;Gata3;Mapk14;Adar;Jak2;Axl;Ercc2;Spi1;Rbfox2;Diaph3;Klf13;Smap1;Ireb2;Dmtn;Cflar;Sh2b3;Acvr2a;Ypel4;Rb1;Dnase2a;Ankrd54;Cd24a;B2m;Nckap1l;Ncapg2;Zbtb7a;Ptpn2;Trim10;Cdin1;Gata1;Hscb;Inhba;Sox6;Bap1;Rhd;Alas1;Ncor1;Alas2;Tgfbr3;Epb42;Tspo2;Hmox1;Ahsp;Arid4a;Prkdc;Plcb1;Bmp4;Setd1a;Tcf3;Vegfa;Zfp36l1;Hba-a2;Bpgm;Kmt2e;Ldb1;Hba-a1;Slc4a1;Brd1;Ank1;Zfp36;Csf1r;Lilrb4a;Pde4b;Bcl2l11;Ncstn;Fcer1g;Hamp;Btk;Mpl;Itpkb;Slc7a11;Mertk;Bax;Nf1
L-amino acid metabolic process	L-amino acid metabolic process;proteinogenic amino acid metabolic process	Srr;Nags;Qdpr;Gnmt;Gcat;Aldh4a1;Cth;Gcsh;Bhmt;Gstz1;P4hb;Ddah1;Hgd;Asl;Ggt1;Ass1;Bhmt1b;Icmt;Oat;Bhmt2;Gls2;Ahcyl;Mat1a;Glud1;Spr;Cbs;Ctps1;Gfpt2;Bloc1s6;Got2;Agxt;Mpst;Prdx4;Egln2;Txnrd1;Aadat;Adss1;Dhfr;Thnsl2;Pemt;Ppat;Mthfd1;Crtap;Aldh5a1;Gldc;Got1;Kmo;Ero1a;Nat8l;Nos2;Shmt1;Egln1
positive regulation of transferase activity	positive regulation of transferase activity;positive regulation of kinase activity;positive regulation of protein kinase activity	Malt1;Grm5;Pik3r5;Fermt2;Mst1r;Gab1;Slc11a1;Vldlr;Apoa2;Lilra5;Ezh2;Fgfr3;Ccl19-ps3;Epha1;Tyro3;Jak2;Dipk2a;Ccl19;Axl;Acd;Pot1b;Il34;Il23a;Pibf1;Ptk2;Fgfr2;Bora;Fbxw7;Tlr6;Trib2;Erbb4;Adrb2;C1galt1c1;Apoa1;Nbn;Lmo4;Emp2;Edn1;Pik3ca;Dok7;Map3k1;Ripk1;Erbb3;Map2k7;Ereg;Sirt1;Il6ra;Tlr1;Adra1a;Arrdc3;Insr;Pkib;Alk;Dstyk;Cdc25b;Mif;Ube2s;Prkcq;Angpt1;Slc8a2;Asxl2;Clspn;Reln;Syk;Camk1;Unc119;Prkag2;Polg2;Cd24a;Cd4;Cdk5r1;Abi3;Ang4;Axin2;Arrb2;Ect2;Efna1;Gckr;Pabpn1;Dlg1;Tab2;Ror1;Parn;Ntrk3;Map3k7;Trib1;Ern1;Map3k12;Cdk5;Wrap53;Ube2i;Plk1;Strada;Trem2;Ripk3;Wdr59;P2rx7;Magi3;Ranbp2;Myc;Hnrnpd;Nrxn1;Fgd2;Nvl;Tead1;Rapgef2;Mapk15;Map4k2;Apoa4;Ptprc;Stil;Map2k6;Nedd9;Taok3;Pdgfrb;Traf4;Rad50;Map2k3;Hmbox1;Vegfc;Ppp1r3g;Fzd8;Arrdc4;Mapk8ip3;Musk;Zeb2;Ager;Sesn2;Agrn;Rasgrp1;Mertk;Card10;Mapre3;Prkcd;Map3k5;Ip6k2;Abl1;Ptk2b;Gsk3a;Vegfa;Lat;Wnk4;Ccn1;Als2;Pim1;Eef1a2;Igf1r
