representative	grouped_terms	genes
fatty acid oxidation	fatty acid oxidation;lipid oxidation	Abcb11;Fmo1;Cnr1;Echdc1;C1qtnf9;Crat;Etfbkmt;Echs1;Sesn2;Mlycd;Hadh;Acadvl;Eci1;Acoxl;Ppargc1a;Acad10;Acaa2;Pparg;Dgat2;Adipor2;Ilvbl;Acat1;Lonp2;Irs1;Etfa;Fabp1;Adh5;Pdk4;Fmo2;Acox2;Por;Irs2;Decr1;Etfdh;Pex5;Hadha;Pex13;Obp2a;Acaa1a;Ppara;Hsd17b4;Acadm;Scp2;Crot;Acad11;Eci2;Acadl;Cyp4v3;Hao1;Adh4;Ehhadh;Acox1;Auh;Hadhb;Phyh;Cpt2;Acaa1b;Cpt1a;Abcd3;Slc27a2;Adipoq
cell activation involved in immune response	cell activation involved in immune response;leukocyte activation involved in immune response	Syk;Dock10;Ptprc;Coro1a;Kmt5c;Pms2;Il23a;Gadd45g;Ptpn6;Rac2;Myo1f;Il10;Ifi35;Pou2af1;Itgal;Spi1;Nckap1l;Ercc1;Slc11a1;Icosl;Fgr;Lgals3;Gata2;Slfn2;Cplx2;Fcer1g;Stx11;Hmces;Hmox1;Jak3;Dock2;Pf4;Lat2;Cd19;Mfng;Lbp;Cd160;Shb;Parp3;Nfkbiz;Tyrobp;Ptger4;Icam1;Apbb1ip;Abl1;Ly9;Milr1;Irf8;Kmt2a;Abr;Pagr1a;Pram1;Pld2;Tbx21;Batf;Slamf6;Cd84;Bcr;Notch2;Trem2;Il6ra;Plcg2;Trp53bp1;Gpr183;Slc18a2;Fcgr4;Mtor;Itfg2;Plcl2;Lyn;Itgam;Myb;Irf1;Pi4k2a;Ung;Itgb2;Socs5;Stat3;St3gal1;Lilrb4a;Shld2;Mdk;Fer1l5;Stat6;Nsd2;Tcim;Zbtb7b;Rara;Sema4a;Entpd7;Pla2g3;Ifng;Ticam1;Zfp683;Lrp1;Pglyrp1;Exo1;Tgfb1;Cd40lg;H2-DMb2;Havcr2;H2-DMb1;Pycard;H2-M3;Ripk2;Cd177;Stxbp2;Lgals1
oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;oxidoreductase activity, acting on CH-OH group of donors	Cbr4;Ldhd;Rdh11;Hibadh;Rdh7;Mdh1;Hsd17b13;Hsd17b6;Rdh14;Hadh;Hsd3b2;Dhrs7;Idh3g;H6pd;Idh3b;Akr1c19;Me1;Idh1;Cbr2;Impdh2;Ugdh;Impdh2-ps;Dhrs1;Gpd2;Adh5;Rdh9;Dhrs4;Ptgr3;Akr1c12;Rdh10;Hsd17b12;Hadha;Ptgr2;Dhrs3;Akr1c14;Akr1c6;Hsd17b4;Hsd3b3;Dhdh;Adhfe1;Hpgd;Rdh19;Bdh1;Gpd1;Sord;Adh4;Ehhadh;Sdr9c7;Kdsr;Cyp4a14;Hsd17b7;Hsd17b11;Cyp4a12b;Cyp4a12a;Hsd3b5;L2hgdh;Aldh3a2;Gulo;Chdh;Hao1
acyl-CoA metabolic process	acyl-CoA metabolic process;thioester metabolic process	Acsl3;Suclg1;Acly;Mlycd;Acot2;Nudt19;Acaa2;Dlat;Dgat2;Acsm3;Pmvk;Acot8;Glyat;Vdac1;Acat1;Sucla2;Hmgcs1;Fitm2;Ogdh;Pdk4;Pdk2;Pdk1;Tdo2;Acot7;Acsl4;Pdha1;Acsm2;Dld;Ces1d;Hsd17b4;Hmgcs2;Nudt7;Acot1;Mmut;Kynu;Acadsb;Ehhadh;Acsl6;Pdhb;Acsm5;Oxsm;Acot12;Acsl1
unsaturated fatty acid metabolic process	unsaturated fatty acid metabolic process;icosanoid metabolic process	Cyp2c29;Cyp2c55;Ces2e;Fads1;Cyp4f15;Daglb;Il1b;Cyp1b1;Gstp2;Comt;Cyp2j5;Cyp2c40;Cyp2c68;Cyp2j6;Sirt1;Ptges;Cyp4a31;Ces2g;Cyp2c23;Ptges3-ps;Sco1;Cyp2u1;Cyp2d11;Ptgr2;Akr1c14;Cyp2d10;Plaa;Akr1c6;Cyp2c38;Cyp2c50;Ces2c;Hpgd;Cyp2e1;Cyp2c54;Ephx1;Decr2;Acox1;Cyp4a10;Ephx2;Cyp4a14;Pnpla8;Ces2a;Cyp2c67;Cyp4a12b;Cyp2d9;Cyp4a12a;Cyp4a32;Pla2g5;Ltc4s;Fcer1a
regulation of cell-cell adhesion	regulation of cell-cell adhesion;regulation of leukocyte cell-cell adhesion;leukocyte cell-cell adhesion;regulation of T cell activation	Syk;Tyk2;Ptprc;Coro1a;Mbp;Cd55;Klhl25;Cxcl13;Thy1;Btla;Il23a;Ccdc88b;Cd44;Aif1;Ptpn6;Cd37;H2-M5;Il10;Itgal;Spi1;Nckap1l;H2-Ob;Icosl;Notch1;Lgals3;Tnfrsf13c;Cd5;Emilin2;Ptk2;Sash3;Actl6a;Runx3;Jak3;H2-T10;Pf4;Socs1;Ccm2l;Slfn1;Il15;Lax1;Efnb2;Il12rb1;Cd55b;Arid1a;Sirpb1c;Akt1;Itga6;Cd160;Shb;Piezo1;Zfp608;Cd27;Rasal3;Fgl1;Nfkbiz;Prkcd;Ambra1;Icam1;Abl1;Scrib;Mink1;Tnfsf9;Tnfaip8l2;Ap3d1;Gimap3;Zc3h8;Pdcd1lg2;Fermt3;Mfsd2b;Lrrc32;Tbx21;Ptpn22;Akna;Vsir;Spta1;St3gal4;Alox12;Gimap5;Ccl21b;Zbtb16;Sirpb1b;Il7;Dapl1;Il6ra;Dlg5;Muc4;Sirpa;Il12a;Xcl1;Itga4;Gm5150;Adam8;Itpkb;Tespa1;Lyn;Klf4;Ctsg;Alox15;Rela;Irf1;Itgb2;Specc1l;Socs5;Epha7;Fut4;Magi2;Notch4;Rap1gap;Tspan32;Laptm5;Smarcd2;Prkg1;Prkcq;Lilrb4a;Kitl;Plaur;H2-T22;Ccl21a;Mdk;Vps33b;Podxl;Ripor2;Nodal;Tsc2;Flot1;Card11;Cd274;Zbtb7b;Il2ra;Rara;Ildr2;Tigit;Egr3;H2-Q4;Smarcd3;Smarca4;Ifng;Cd80;Ephb4;Stat5a;Btnl2;Bcl10;Slc4a1;Tgfb1;Vegfa;Cd40lg;Skap1;H2-DMb2;Carmil2;Cdkn2a;Lck;Fut7;Havcr2;H2-DMb1;Smarcb1;Il4i1b;Pycard;Zmiz1;Ripk2;Sox13;Lgals1;Wnk1;Actb;Rac2;Msn;Itga5;Sell;Pecam1;Itgb7;Itgam;S100a8;Thbs1;Tnip1;Lrg1;S100a9;Jam2;Sema4d;Cd177;Ctla2a;Tcf7;Sos2;Ripk3;Zeb1;Drosha;Znhit1;Sit1;Mettl3;Fancd2;Cgas;Zfp683;Dicer1;Mapk8ip1
nucleoside bisphosphate metabolic process	nucleoside bisphosphate metabolic process;ribonucleoside bisphosphate metabolic process;purine nucleoside bisphosphate metabolic process	Acly;Mlycd;Acot2;Nudt19;Acaa2;Dlat;Dgat2;Acsm3;Papss2;Pmvk;Acot8;Glyat;Sult1b1;Vdac1;Acat1;Sucla2;Hmgcs1;Mccc2;Fitm2;Ogdh;Pdk4;Pdk2;Pdk1;Tdo2;Acot7;Acsl4;Slc25a42;Pdha1;Slc25a16;Acsm2;Dld;Ces1d;Hsd17b4;Sult2a8;Hmgcs2;Crot;Nudt7;Acot1;Mmut;Pank3;Kynu;Sult2b1;Acadsb;Ehhadh;Acsl6;Pdhb;Acsm5;Oxsm;Pank1;Acot12;Acsl1
organic acid biosynthetic process	organic acid biosynthetic process;carboxylic acid biosynthetic process	Pex2;Ces1g;Acsm1;Scd3;Cbr4;Ndufab1;Fmo1;Pklr;Ptges3;Cyp1a1;Shmt2;Mgll;Ceacam1;Acsl3;Dhfr;Sephs1;Pcbd2;Got2;Nr1d1;Otc;Ptgis;Acly;Mlycd;Acadvl;Hoga1;Upb1;Ggt1;Mthfd1;Qki;Acmsd;Fads3;Acsf3;Fads1;Mid1ip1;Daglb;Aasdhppt;Glul;Eif6;Ces1f;Il1b;Erlin2;Pla2g5;Acsm3;Kat2b;Pah;Cth;Prkag1;Ugdh;Gstp2;Ilvbl;Wdtc1;Rgn;Gsto1;Star;Trib3;Rdh9;Sirt1;Pdk4;Ptges;Acox2;Mthfd1l;Lipg;Fads6;Cyp4a31;Kmo;Cyp2c23;Ltc4s;Ptges3-ps;Ces1e;Acot7;Slc27a5;Sco1;Rdh10;Hsd17b12;Abat;Cyp8b1;Aldh1a1;Ces1a;Aass;Gulo;Acsm2;Ces1d;Hacd3;Cyp27a1;Akr1c14;Akr1c6;Fcer1a;Elovl5;Rdh19;Stard4;Acadl;Aldh8a1;Prkag3;Kynu;Hao1;Decr2;Elovl2;Adi1;Prkaa2;Cyp4a10;Sephs2;Cyp7b1;Acsm5;Lipc;Elovl3;Oxsm;Amacr;Cyp4a14;Insig2;Csad;Pnpla8;Abcd3;Slc27a2;Cyp4a12b;Cyp4a12a;Cyp4a32
regulation of translation	regulation of translation;regulation of amide metabolic process	Uhmk1;Lsm14a;Trub2;Qki;Eif4ebp1;Ncbp2;Sh3bgrl;Msi1;Eif3b;Rps3;Eif6;Zfp36l1;Mettl14;Enc1;Cyp1b1;Upf3a;Eif4e;Eif4a3;Eif2a;Eif3e;Mapk1;Cnbp;Lsm14b;Caprin1;Abce1;Eif4e2;Cdk4;Mrps27;Gapdhrt;C1qbp;Trap1;Ago2;Hnrnpd;Ddx6;Cnot9;Npm1;Eif5;Syncrip;Eif4g1;Csde1;Eif4a3l1;Grb7;Ago4;Trmt10c;Ngrn;Eif1;Eif2ak1;Dnajc3;Pum3;Ppp1r15b;Tmed2;Fastkd3;Alkbh5;Eif2s1;Fastkd2;Cnot11;Pum1;Paip1;Khdrbs1;Serbp1;Dazl;Magoh;Kbtbd8;Aars1;Pa2g4;Bzw1;Ncl;Gapdh;Ppp1r15a;Ilf3;Gspt1;Eprs1;Jmjd4;Zfp706;Hnrnpu;Dhx9;Rnf139;Eif4g2;Larp4;Mettl8;Cpeb4;Cpeb3;Patl1;Ptbp1;Etf1;Lrpprc;Tnrc6b;Serp1;Paip2;Otud6b;Fech;Cnot6l;Pum2;Ddx3x;Cirbp;Cpeb2;Tob1;Ireb2;Cpeb1;Rbm24;Efna1;Sesn2;Eefsec;Casp3;Aldob;Pla2g6;Chrna7;Sirt3;Zfp750;Pdk4;Pdk2;Pdk1;Picalm;Ormdl3;Rtn3;Sphk2;Samd8;Ccn1
regulation of mononuclear cell proliferation	regulation of mononuclear cell proliferation;regulation of lymphocyte proliferation;regulation of leukocyte proliferation	Syk;Tyk2;Ptprc;Coro1a;Cd55;Btla;Il23a;Ccdc88b;Cd44;Aif1;Ptpn6;Lst1;Cd37;Rac2;H2-M5;Il10;Vav3;Tcf3;Itgal;Nckap1l;Mzb1;Icosl;Siglecg;Lgals3;Tnfrsf13c;Cd22;Sash3;Jak3;Pkn1;H2-T10;Csf1r;Ikzf3;Tnfrsf4;Slfn1;Il15;Sos2;Bcl2;Il12rb1;Cd55b;Ripk3;Csf1;Rasal3;Tyrobp;Inpp5d;Znhit1;Scrib;Tnfsf9;Pdcd1lg2;Lrrc32;Ptpn22;Vsir;Spta1;Cnn2;Il7;Dlg5;Il12a;Gpr183;Xcl1;Zfp335;Lyn;Cdkn1a;Irf1;Tspan32;Laptm5;Prkcq;Lilrb4a;Kitl;H2-T22;Flt3l;Ripor2;Tsc2;Tnfrsf13b;Card11;Cd274;Zbtb7b;Il2ra;H2-Q4;Cd38;Ifng;Ticam1;Sox11;Cd80;Stat5a;Btnl2;Slc4a1;Mapk8ip1;Tgfb1;Cd40lg;H2-DMb2;Carmil2;Cdkn2a;Havcr2;H2-DMb1;Il4i1b;Pycard;Ripk2;Nfatc2;Il34;Ptk2;Csf2ra;Ccl12;Mapk3;Ocstamp;Stat6
regulation of interleukin-12 production	regulation of interleukin-12 production;interleukin-12 production	Irak3;Syk;Unc93b1;Il23a;Cd36;Il10;Arrb2;Cmklr1;Lilra5;Jak3;Tlr6;Mefv;Irf8;Tnfsf9;Pibf1;Nfkb1;Mast2;Plcg2;Rela;Irf1;Laptm5;Nlrc3;Thbs1;Mdk;Tigit;Ifng;Ltb;Il16;Cd40lg;Scimp;Ager;Acp5;Tlr2;Mapk11;Mapk14;Prkcd
