representative	grouped_terms	genes
ion binding	ion binding;small molecule binding	Ppp2r3c;Etfa;Shmt2;Tmlhe;Vdac1;Eri2;Acsm1;F8;Acsf3;Marchf5;Pde2a;Agmat;Idh3g;Kmo;Rhot1;Sqor;Dhodh;Ivd;Sod2;Me2;Aifm2;Got2;Hspa9;Elac2;Adck2;Acsf2;Pmpca;Tufm;Fkbp10;Bckdha;Idh2;Agxt;Map3k15;Pfkp;Ogdh;Mccc1;Acad10;Trap1;Lias;Mmab;Micu1;Slc25a24;Atp5f1b;Gatb;Acadsb;Prkaca;Txnrd1;Septin4;Kars1;Mccc2;Lig3;Afg3l2;Xpnpep3;Sco1;Uqcrc2;Mto1;Cyp27a1;Alas1;Sucla2;Aldh2;Adck1;Pccb;Kyat3;Sardh;Fpgs;Hspd1;Pnkd;Rtn4ip1;Gfm2;Sdha;Pptc7;Wdfy1;Grhpr;Cps1;Ide;Cbr3;Ptgr3;Acsm3;Nudt5;Afg3l1;Rnf24;Nr1i3;Slc25a25;Gcdh;Atad1;Letm1;Nubpl;Slc25a23;Decr1;Pmpcb;Dnaja3;Prorp;Ehhadh;Pcca;Abcb6;Iars2;Gfm1;Usp45;Ngly1;Cryz;Nadk2;Pdk4;Pitrm1;Abcb7;Aifm1;Dars2;Pcx;Acads;Opa1;Acad8;Gpd2;Mipep;Gldc;Slc25a13;Idi1;Dmgdh;Lonp1;Nr2c2;Abat;Acadvl;Nln;Aadat;Abcd3;Dld;Fech;Nbr1;Vwa8;Hadh;Yme1l1;Clpx;Etfdh;Ndufs1;Agk;Glud1;Hmgcl;Mmut;Rfk;Maob;Ppm1k;Mtarc1;Cdc42bpa;Nfs1;Eci2;Acsl1;Acadm;Crbn;Acss3;Gatc;Abcd2;Acad11;Suox;Acadl;Hadha;Acad9;Maoa;Acat1;Hao2;Hint3;Grpel1;Mrpl39;Nnt;Aldh9a1;Grpel2;Osbpl1a
adenyl nucleotide binding	adenyl nucleotide binding;purine nucleotide binding;adenyl ribonucleotide binding;carbohydrate derivative binding;ribonucleotide binding;purine ribonucleotide binding;ATP binding;purine ribonucleoside triphosphate binding	Me2;Hspa9;Adck2;Acsf2;Idh2;Map3k15;Pfkp;Mccc1;Trap1;Mmab;Atp5f1b;Gatb;Prkaca;Grpel1;Kars1;Mccc2;Lig3;Afg3l2;Sucla2;Aldh2;Adck1;Pccb;Fpgs;Hspd1;Nnt;Grhpr;Cps1;Ide;Cbr3;Acsm3;Afg3l1;Gcdh;Atad1;Nubpl;Decr1;Dnaja3;Ehhadh;Pcca;Abcb6;Iars2;Cryz;Nadk2;Pdk4;Abcb7;Dars2;Pcx;Acads;Lonp1;Acadvl;Abcd3;Dld;Vwa8;Hadh;Yme1l1;Clpx;Agk;Glud1;Hmgcl;Rfk;Cdc42bpa;Eci2;Acsl1;Acadm;Aldh9a1;Acss3;Grpel2;Gatc;Abcd2;Acadl;Hadha;Acat1;Tufm;Septin4;Gfm2;Gfm1;Opa1;Aifm1;Hao2;Acsm1;Acsf3;Pde2a;Idh3g;Rhot1;Dhodh
cellular lipid catabolic process	cellular lipid catabolic process;lipid catabolic process	Cps1;Hadhb;Gcdh;Decr1;Ehhadh;Amacr;Acads;Acot2;Mlycd;Acadvl;Abcd3;Hadh;Hsd17b4;Etfdh;Cpt1a;Eci2;Crat;Acadm;Pnpla8;Crot;Abcd2;Acad11;Acadl;Hadha;Acat1;Cpt2;Hexb;Hao2;Pcca
organelle inner membrane	organelle inner membrane;mitochondrial inner membrane	Endog;Ndufa6;Atp5mf;Cox6c;Atp5pd;Alas2;Ndufa5;Ndufa12;Uqcr11;Cox5b;Mrpl51;Aurkaip1;Ndufs5;Ndufa13;Uqcr10;Ndufb5;Ndufa2;Mrps21;Dnajc19;Ndufc1;Ndufb9;Ndufb10;Timm9;Timm10b;Cox6b1;Mrpl30;Ndufa8;Ndufs6;Uqcc3;Uqcrq;Cox20;Atp5mc1;Ndufb3;Romo1;Cox4i1;Mrps35;Atp5f1e;Ociad2;Ndufs7;Fdxr;Mrps17;Mrpl54;Timm23;Mrpl14;Ndufa3;Atp5pf;Ndufa11;Ndufab1;Atp5mg;Ndufb7;Cox7c;Ndufv3;Uqcrb;Ndufv2;Mrps6;Mrpl55;Mrpl27;Mrpl15;Gadd45gip1;Micos10;Ndufs3;Mrpl20;Slc25a38;Mrpl23;Ndufb2;Atp5me;Ndufb11;Cox7b;Cox7a2;Atp5po;Mrpl52;Fdx1;Coa3;Mrps33;Mrps28;Slc25a37;Smdt1;Ndufaf6;Tmem11;Coq7;Ppox;Sirt5;Timm10;Atp5mj;Ndufb6;Tafazzin;Tomm40;Mrpl18;Atp5f1d;Pet100;Sdhb;Mrps7;Mrps18b;Smim20;Mrpl19;Ndufa1;Mrpl2;Abcb10;Cyb5r3;Nme6;Ptpmt1;Mpv17l2;Mrpl36;Pam16;Dap3;Mrps25;Ndufs8;Fahd1;Tamm41;Uqcrh;Ndufb8;Ndufb4;Cox7a1;Immp2l;Timm50;Mrps15;Uqcc4;Mrpl49;Mrpl24;Mrps34;Uqcc2;Dnajc15;Mrps16;Phb2;Cox6a1;Higd2a;Ndufa10;Immp1l;Dmac1;Sfxn5;Timm8b;Atp5mc2;Mrpl21;Chchd3;Mrps10;Atad3a;Tomm22;Exog;Cox8b;Atp5mc3;Ndufs4;Mrpl58;Slc25a51;Ndufa7;Pgam5;AA467197;Ak2;Mrps24;Mrps14;Bok;Atp5f1c;Gpam;Foxred1;Gcat
cellular lipid metabolic process	cellular lipid metabolic process;lipid metabolic process	Lypla1;Cps1;Acsm3;Hadhb;Pisd;Gcdh;Decr1;Ehhadh;Ncor1;Amacr;Pdk4;Pcx;Acads;Acot2;Idi1;Mlycd;Ech1;Acadvl;Abcd3;Dld;Hadh;Hsd17b4;Etfdh;Pxmp4;Ptdss1;Agk;Mmut;Cpt1a;Dhrs4;Eci2;Crat;Acsl1;Acadm;Hmgcs2;Pnpla8;Crot;Abcd2;Acad11;Acadl;Hadha;Acad9;Aldh3a2;Acat1;Cpt2;Hexb;Hao2;Ptgr3;Pcca;Acad8;Fech;Hmgcl;Bdh1;Acss3
peroxisome	peroxisome;microbody	Hspd1;Ide;Ptgr3;Mpv17;Atad1;Ehhadh;Amacr;Idi1;Mlycd;Ech1;Abcd3;Nbr1;Vwa8;Hsd17b4;Pxmp4;Hmgcl;Dhrs4;Eci2;Crat;Acsl1;Pnpla8;Crot;Abcd2;Acad11;Hsdl2;Aldh3a2;Hao2
transporter complex	transporter complex;oxidoreductase complex	Ndufa6;Ndufa5;Ndufa12;Uqcr11;Ndufs5;Ndufa13;Uqcr10;Ndufb5;Ndufa2;Ndufc1;Ndufb9;Ndufb10;Timm9;Timm10b;Ndufa8;Ndufs6;Uqcc3;Uqcrq;Atp5mc1;Ndufb3;Ndufs7;Ndufa3;Ndufa11;Ndufab1;Ndufb7;Ndufv3;Uqcrb;Ndufv2;Ndufs3;Ndufb2;Ndufb11;Smdt1;Timm10;Ndufb6;Ndufa1;Ndufs8;Uqcrh;Ndufb8;Ndufb4;Hsd17b8;Sdhb;Cyb5r3
carbohydrate derivative binding	carbohydrate derivative binding;ribonucleotide binding	Hspa9;Adck2;Acsf2;Tufm;Map3k15;Pfkp;Mccc1;Trap1;Mmab;Atp5f1b;Gatb;Prkaca;Septin4;Kars1;Mccc2;Lig3;Afg3l2;Sucla2;Adck1;Pccb;Fpgs;Hspd1;Gfm2;Cps1;Ide;Acsm3;Afg3l1;Gcdh;Atad1;Nubpl;Dnaja3;Pcca;Abcb6;Iars2;Gfm1;Nadk2;Pdk4;Abcb7;Aifm1;Dars2;Pcx;Acads;Opa1;Lonp1;Acadvl;Abcd3;Vwa8;Yme1l1;Clpx;Agk;Glud1;Hmgcl;Rfk;Cdc42bpa;Eci2;Acsl1;Acadm;Acss3;Gatc;Abcd2;Acadl;Hadha;Acat1;Hao2;Acsm1;Acsf3;Pde2a;Idh3g;Rhot1;Dhodh
ATP synthesis coupled electron transport	ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;electron transport chain;aerobic electron transport chain;respiratory electron transport chain	Ndufa12;Uqcr11;Cox5b;Uqcr10;Ndufb9;Ndufa8;Ndufs6;Uqcc3;Uqcrq;Cox4i1;Ndufs7;Cox7c;Ndufv3;Uqcrb;Ndufv2;Ndufs3;Cox7b;Cox7a2;Coq7;Ndufb6;Tafazzin;Cycs;Sdhb;Park7;Ndufs8;Uqcrh;Ndufb8;Cox7a1;Dnajc15;Cox6a1;Ndufa10;Iscu;Cox8b;Ndufa7;Ndufa5;Fdx2;Ndufb3;Fdx1;Immp2l;Ndufs4
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	Ndufa6;Ndufa5;Ndufa12;Ndufs5;Ndufa13;Ndufb5;Ndufa2;Ndufc1;Ndufb9;Ndufb10;Ndufa8;Ndufs6;Ndufb3;Ndufs7;Ndufa3;Ndufa11;Ndufab1;Ndufb7;Ndufs3;Ndufb2;Ndufb11;Ndufaf6;Ndufb6;Tafazzin;Ndufa1;Ndufs8;Ndufb8;Ndufb4;Ndufaf4;Ndufa10;Ndufaf2;Dmac1;Ndufaf8
ribosomal subunit	ribosomal subunit;ribosome;organellar ribosome;mitochondrial ribosome;structural molecule activity;ribonucleoprotein complex;peptide biosynthetic process;translation;peptide metabolic process	Mrpl51;Aurkaip1;Mrps21;Mrpl30;Mrps35;Mrps17;Mrpl54;Mrpl14;Mrps6;Mrpl55;Mrpl27;Mrpl15;Gadd45gip1;Mrpl20;Mrpl23;Mrpl52;Mrps33;Mrps28;Rpl18;Mrpl18;Mrps7;Mrps18b;Mrpl19;Mrpl2;Mpv17l2;Mrpl36;Dap3;Mrps25;Mrps15;Mrpl49;Mrpl24;Mrps34;Mrps16;Mrpl21;Mrps10;Mrpl58;Mrps24;Mrps14;Ndufa7;Slirp;Nop56;Mtres1;Coa3;Pdf;Uqcc2;Rida;Inpp5e;Malsu1;Alkbh1;Sod1;Park7;Immp2l;Ethe1;Immp1l
structural constituent of ribosome	structural constituent of ribosome;structural molecule activity	Mrpl51;Mrps21;Mrpl30;Mrps35;Mrps17;Mrpl54;Mrpl14;Mrps6;Mrpl55;Mrpl27;Mrpl15;Mrpl20;Mrpl23;Mrpl52;Rpl18;Mrpl18;Mrps7;Mrps18b;Mrpl19;Mrpl2;Mrpl36;Dap3;Mrps25;Mrps15;Mrpl49;Mrpl24;Mrps34;Mrps16;Mrpl21;Mrps10;Ndufa7;Mrps24;Mrps14;Mrps11;Mrpl57;Mrpl4;Mrpl47;Mrpl22
protein-containing complex assembly	protein-containing complex assembly;protein-containing complex organization;cellular component assembly;cellular component biogenesis	Ndufa6;Ndufa5;Ndufa12;Ndufs5;Cox19;Ndufa13;Acot13;Ndufb5;Ndufa2;Ndufc1;Ndufb9;Ndufb10;Ndufa8;Ndufs6;Uqcc3;Cox20;Ndufb3;Ndufs7;Ndufa3;Hsd17b8;Ndufa11;Ndufab1;Sdhaf1;Ndufb7;Bax;Ndufs3;Mrpl20;Apoa2;Ndufb2;Ndufb11;Cox7a2;Coa3;Ndufaf6;Cox17;Chchd7;Cox14;Ndufb6;Tafazzin;Atp5f1d;Pet100;Mrps7;Smim20;Ndufa1;Park7;Ndufs8;Ndufb8;Ndufb4;Cox7a1;Immp2l;Ndufaf4;Uqcc4;Uqcc2;Prkn;Dnajc15;Higd2a;Ndufa10;Ndufaf2;Dmac1;Ndufaf8;Atp5mc2;Atp5mc3;Ndufs4;Bbc3;Acaca;Fdx2;Gtf3a;Mrm3;Mrm1;Lrrc24;Rbfa;Fxn;Syce2;Mpv17l2;Lyrm4;Haus1;Ciapin1;Pld6;Malsu1;Iscu;Nop56;Mrpl58;Primpol
acyl-CoA dehydrogenase activity	acyl-CoA dehydrogenase activity;oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor	Ivd;Acad10;Acadsb;Hibch;Gcdh;Acads;Acad8;Acadvl;Acadm;Acad11;Acadl;Acad9
organellar small ribosomal subunit	organellar small ribosomal subunit;mitochondrial small ribosomal subunit;small ribosomal subunit	Aurkaip1;Mrps21;Mrps35;Mrps17;Mrps6;Mrps33;Mrps28;Mrps7;Mrps18b;Dap3;Mrps25;Mrps15;Mrps34;Mrps16;Mrps10;Mrps24;Mrps14;Mrps11
aromatic compound biosynthetic process	aromatic compound biosynthetic process;organic cyclic compound biosynthetic process;heterocycle biosynthetic process	Ndufa6;Atp5mf;Atp5pd;Alas2;Ndufa5;Dbp;Ndufa12;Ndufs5;Ndufa13;Ndufb5;Ndufa2;Antkmt;Ndufc1;Ndufb9;Ndufb10;Ndufa8;Ndufs6;Uqcc3;Atp5mc1;Prdx5;Ndufb3;Mtres1;Atp5f1e;Ndufs7;Ndufa3;Atp5pf;Ndufa11;Ndufab1;Atp5mg;Ndufb7;Ndufv3;Ndufv2;Ndufs3;Ndufb2;Atp5me;Ndufb11;Nme3;Atp5po;Prdx2;Hint1;Polg2;Coq7;Ppox;Ndufb6;Atp5f1d;Dhrs7b;Sdhb;Ndufa1;Abcb10;Fxn;Park7;Il18;Nme6;Pam16;Qdpr;Ndufs8;Ndufb8;Pus1;Ndufb4;Hsd17b8;Sod1;Fdx1;Hint2;Cyb5r3
nucleoside bisphosphate metabolic process	nucleoside bisphosphate metabolic process;ribonucleoside bisphosphate metabolic process;purine nucleoside bisphosphate metabolic process;acyl-CoA metabolic process;thioester metabolic process	Vdac1;Acsm1;Pdhx;Acot11;Acaa2;Csl;Ogdh;Acot9;Acadsb;Mccc2;Pdha1;Sucla2;Acsm3;Gcdh;Slc25a42;Ehhadh;Pdk4;Acot2;Mlycd;Dld;Hsd17b4;Hmgcl;Mmut;Acsl1;Hmgcs2;Crot;Acat1
fatty-acyl-CoA binding	fatty-acyl-CoA binding;acyl-CoA binding;fatty acid derivative binding	Gcdh;Acads;Acadvl;Hmgcl;Eci2;Acadm;Acadl;Hadha
peroxisomal membrane	peroxisomal membrane;microbody membrane	Atad1;Abcd3;Nbr1;Pxmp4;Dhrs4;Acsl1;Pnpla8;Abcd2
proton-transporting two-sector ATPase complex, proton-transporting domain	proton-transporting two-sector ATPase complex, proton-transporting domain;proton-transporting ATP synthase complex, coupling factor F(o);mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	Atp5mf;Atp5pd;Atp5mc1;Atp5pf;Atp5mg;Atp5me;Atp5po
thioester biosynthetic process	thioester biosynthetic process;acyl-CoA biosynthetic process;sulfur compound biosynthetic process	Vdac1;Pdhx;Pdha1;Gcdh;Pdk4;Mlycd;Dld;Mmut;Acsl1;Acat1;Lias
mitochondrial proton-transporting ATP synthase complex	mitochondrial proton-transporting ATP synthase complex;proton-transporting two-sector ATPase complex;proton-transporting ATP synthase complex;ATPase complex	Atp5mf;Atp5pd;Atp5mc1;Atp5f1e;Atp5pf;Atp5mg;Atp5me;Atp5po;Atp5mj;Atp5f1d;Atp5mc2;Atp5mc3;Atp5f1c;Atp5mk
proton channel activity	proton channel activity;proton-transporting ATP synthase activity, rotational mechanism;monoatomic cation channel activity;monoatomic ion channel activity	Atp5mf;Atp5pd;Atp5f1e;Atp5pf;Atp5mg;Atp5me;Atp5po;Atp5f1d;Tomm40
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit;large ribosomal subunit	Mrpl51;Mrpl30;Mrpl54;Mrpl14;Mrpl55;Mrpl27;Mrpl15;Gadd45gip1;Mrpl20;Mrpl23;Mrpl52;Mrpl18;Mrpl19;Mrpl2;Mpv17l2;Mrpl36;Mrpl49;Mrpl24;Rpl18
nucleoside phosphate metabolic process	nucleoside phosphate metabolic process;nucleotide metabolic process;carbohydrate derivative metabolic process;nucleobase-containing small molecule metabolic process;organophosphate metabolic process;phosphorus metabolic process;phosphate-containing compound metabolic process	Ndufa6;Atp5mf;Nudt19;Atp5pd;Ndufa5;Ndufa12;Rpia;Ndufs5;Ndufa13;Ndufb5;Ndufa2;Antkmt;Ndufc1;Ndufb9;Ndufb10;Ndufa8;Ndufs6;Uqcc3;Atp5mc1;Prdx5;Ndufb3;Atp5f1e;Ndufs7;Fdxr;Ndufa3;Atp5pf;Ndufa11;Ndufab1;Atp5mg;Ndufb7;Ndufv3;Ndufv2;Ndufs3;Ndufb2;Atp5me;Ndufb11;Nme3;Atp5po;Fdx1;Mcee;Hint1;Ndufb6;Atp5f1d;Sdhb;Ndufa1;Park7;Nme6;Ndufs8;Ndufb8;Ndufb4;Prkn;Fasn;Naxe;Nt5m;Fhit;Ndufa10;Atp5mc2;Fis1;Atp5mc3;Ndufs4;Acaca;Ndufa7;Ak2;Atp5f1c;Gpam;Tspo;Acly;Bax;Macrod1;Pyurf;Aldh1a7;Nudt1;Dnajc19;Apoa2;Tafazzin;Dhrs7b;Dbi;Ptpmt1;Tamm41;Inpp5e;Phb2;Agpat4;Pgs1;Sod1;Fkbp8;Fastk;Il18;Mapk8ip3;Timm50;Pgam5;Phb1;Dcxr;Nudt13;Camk1;Acp6
organic acid transport	organic acid transport;carboxylic acid transport	Lypla1;Slc25a15;Ucp2;Sfxn2;Slc25a32;Slc25a13;Slc25a22;Abat;Abcd3;Acsl1;Pnpla8;Crot;Abcd2
