representative	grouped_terms	genes
ATP synthesis coupled electron transport	ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;electron transport chain;respiratory electron transport chain	Sdhb;Mtch2;Cyc1;Uqcrq;Cox5b;Cox7a2;Cox5a;Uqcr11;Cox7a2l;Ndufs8;Ndufv3;Uqcrh;Ndufaf1;Ndufs7;Sdhc;Ndufa12;Ndufb8;Ndufb9;Ndufa7;Ndufv2;Uqcr10;Uqcrc1;Pink1;Ndufs2;Chchd2;Cox4i1;Ndufa10;Cox6a1;Cox8a;Ndufv1;Ndufa8;Park7;Ndufs6;Ndufs3;Sod2;Ndufb3;Ndufs4;Etfb
nucleobase-containing small molecule metabolic process	nucleobase-containing small molecule metabolic process;nucleoside phosphate metabolic process;nucleotide metabolic process;ribose phosphate metabolic process;ribonucleotide metabolic process;purine nucleotide metabolic process;purine-containing compound metabolic process;purine ribonucleotide metabolic process;organophosphate metabolic process;phosphorus metabolic process;phosphate-containing compound metabolic process;carbohydrate derivative metabolic process	Ndufb3;Atp5mc3;Atp5f1a;Ndufb11;Ndufs4;Ndufs5;Ndufb2;Ndufb5;Atp5if1;Naxe;Me2;Aldh1l1;Ndufs8;Tspo;Ndufv3;Ndufb7;Ogdh;Pdk2;Ndufs7;Sdhc;Ndufa12;Atp5me;Acot7;Ndufb8;Ndufb9;Stoml2;Ndufa7;Prkaca;Acsm1;Ndufv2;Flad1;Acaa2;Cbr2;Ndufs2;Ndufa11;Atp5mf;Ndufa2;Guk1;Atp5po;Mdh2;Hint1;Ndufa10;Glyat;Dnajc30;Nudt1;Ndufv1;Coasy;Gars1;Ndufa8;Nudt9;Kars1;Park7;Ndufs6;Dcxr;Ucp2;Atp5mc1;Fis1;Ndufb10;Ndufa9;Ldhd;Prdx5;Ndufs3;Atp5f1d;Dbi;Prdx6;Phb2;Pnpo;Higd1a;Phb1;Timm50;Sod1;Htatip2;Pink1;Lonp1;Fkbp8;Bak1;Ppa2;Aldh1a7
ribonucleotide biosynthetic process	ribonucleotide biosynthetic process;ribose phosphate biosynthetic process;nucleotide biosynthetic process;purine ribonucleotide biosynthetic process;nucleoside phosphate biosynthetic process;organophosphate biosynthetic process	Ndufb3;Atp5mc3;Atp5f1a;Ndufb11;Ndufs4;Ndufs5;Ndufb2;Ndufb5;Ndufs8;Ndufv3;Ndufb7;Pdk2;Ndufs7;Sdhc;Ndufa12;Atp5me;Acot7;Ndufb8;Ndufb9;Stoml2;Ndufa7;Ndufv2;Ndufs2;Ndufa11;Atp5mf;Ndufa2;Guk1;Atp5po;Ndufa10;Dnajc30;Ndufv1;Coasy;Ndufa8;Ndufs6;Atp5mc1;Ndufb10;Ndufa9;Ldhd;Ndufs3;Atp5f1d;Flad1;Gars1;Kars1;Mdh2;Pnpo;Dcxr
mitochondrial translation	mitochondrial translation;peptide biosynthetic process;peptide metabolic process;translation;amide metabolic process;amide biosynthetic process;mitochondrial gene expression	Mrps24;Mrps35;Malsu1;Sars2;Mrps18c;Mrps14;Mrps33;Mrpl14;Mrpl22;Mrpl37;Mrps26;Mrpl49;Gadd45gip1;Mrps10;Mrpl21;Mrpl19;Mrps27;Mrpl23;Mrps23;Mrpl34;Mrpl52;Tsfm;Mrpl40;Mrpl51;Mrps12;Uqcc2;Mrpl15;Mrps30;Mrpl43;Mrpl24;Mrps21;Mrpl4;Mrpl30;Mrpl42;Mrpl27;Ndufa7;Mrpl54;Mrpl35;Gatc;Mrpl46;Aurkaip1;Mrps11;Mrpl58;Mrpl45;Mrpl17;Mrpl13;Mrpl48;Mrps15;Mrps25;Mrpl36;Tufm;Mrpl2;Gatb;Mrpl10;Gars1;Shmt2;Mrps16;Mrps34;Mrpl28;Coa3;Mrps7;Mrpl16;Mrpl12;Mrpl38;Mrpl11;Trap1;Mrrf;Sod2;Gsr;Parl;Ethe1;Sod1;Mtres1;Pink1;Gstk1;Rpl18;Gpx1;Ide;Kars1;Park7;Fars2;Suclg2;Vdac1;Aldh1l1;Nags;Ogdh;Pdk2;Acot7;Acsm1;Acaa2;Glyat;Twnk;Mrps18a;Chchd10;Mterf4;Hsd17b10
organic cyclic compound biosynthetic process	organic cyclic compound biosynthetic process;heterocycle biosynthetic process;aromatic compound biosynthetic process;nucleobase-containing compound biosynthetic process	Ndufb3;Atp5mc3;Nif3l1;Atp5f1a;Ndufb11;Ndufs4;Ndufs5;Ndufb2;Ndufb5;Phb1;Atp5if1;Ndufs8;Tspo;Ndufv3;Ndufb7;Ifi27;Pdk2;Ndufs7;Sdhc;Ndufa12;Atp5me;Acot7;Sod1;Ndufb8;Ndufb9;Stoml2;Mtres1;Alas2;Ndufa7;Cyb5r3;Prkaca;Mterf4;Iba57;Ndufv2;Qdpr;Poldip2;Flad1;Aldh2;Htatip2;Pink1;Ndufs2;Ndufa11;Atp5mf;Ndufa2;Chchd2;Guk1;Lias;Atp5po;Hint1;Ndufa10;Dnajc30;Hsd17b10;Gfer;Apex1;Ndufv1;Phb2;Spr;Coasy;Gars1;Pnpo;Ndufa8;Kars1;Prdx2;Park7;Mrpl12;Ndufs6;Atp5mc1;Ndufb10;Ndufa9;Ldhd;Bud31;Prdx5;Ndufs3;Atp5f1d;Slc25a39
organellar small ribosomal subunit	organellar small ribosomal subunit;mitochondrial small ribosomal subunit;small ribosomal subunit	Mrps18b;Mrps18a;Mrps24;Mrps35;Mrps18c;Mrps14;Mrps33;Mrps26;Mrps10;Mrps27;Mrps23;Mrps12;Mrps21;Mrpl42;Aurkaip1;Mrps11;Mrps15;Mrps25;Mrps16;Mrps34;Mrps7
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly;mitochondrial respiratory chain complex assembly	Ndufaf3;Acad9;Ndufa3;Ndufb3;Ndufb11;Ndufs4;Ndufs5;Ndufb2;Ndufb5;Ndufaf8;Ndufs8;Ndufb7;Bcs1l;Ndufaf1;Ndufs7;Oxa1l;Ndufa12;Ndufaf2;Ndufb8;Ndufb9;Ndufs2;Ndufa11;Ndufa2;Ndufa10;Ndufa8;Ndufs6;Ndufb10;Ndufa9;Ndufs3;Smim20;Samm50;Cox14;Uqcc2;Coa5;Sdhaf1;Coa3
regulation of mRNA stability	regulation of mRNA stability;regulation of mRNA catabolic process;regulation of RNA stability;mRNA catabolic process;regulation of mRNA metabolic process	Fastkd1;Hnrnpu;Fastkd2;Cpeb3;Fastkd3;Fastk;Angel2;Rida;Pnpt1;Fxr1;Rbm10;Ssb;Ahcyl1
electron transfer activity	electron transfer activity;oxidoreduction-driven active transmembrane transporter activity	Sdhb;Cyc1;Cox5a;Ndufs4;Ndufs8;Ndufb7;Uqcrh;Ndufs7;Sdhc;Ndufv2;Ndufs2;Ndufa2;Ndufa10;Ndufv1;Etfb;Ndufs3
oxidoreductase activity, acting on NAD(P)H	oxidoreductase activity, acting on NAD(P)H;oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor;NADH dehydrogenase (ubiquinone) activity;NADH dehydrogenase (quinone) activity;NAD(P)H dehydrogenase (quinone) activity	Dhrs4;Ndufs4;Ndufs8;Ndufb7;Ndufs7;Cyb5r3;Ndufv2;Ndufs2;Ndufa2;Ndufa10;Ndufv1;Dcxr;Ndufa9;Ndufs3
NADH dehydrogenase activity	NADH dehydrogenase activity;NADH dehydrogenase (ubiquinone) activity;NADH dehydrogenase (quinone) activity;NAD(P)H dehydrogenase (quinone) activity	Ndufs4;Ndufs8;Ndufb7;Ndufs7;Ndufv2;Ndufs2;Ndufa2;Ndufa10;Ndufv1;Ndufa9;Ndufs3
organic cyclic compound catabolic process	organic cyclic compound catabolic process;heterocycle catabolic process	Dhtkd1;Tymp;Fastkd1;Rnaseh1;Nudt13;Hnrnpu;Fastkd2;Dna2;Cpeb3;Fastkd3;Fastk;Angel2;Cyp27a1;Rida;Fhit;Ssb;Lrpprc;Ncor1;Hoga1;Pnpt1;Fxr1;Trnt1;Rbm10;Aldh6a1
proton channel activity	proton channel activity;proton-transporting ATP synthase activity, rotational mechanism	Atp5f1e;Atp5pb;Atp5f1b;Atp5f1c;Atp5f1a;Atp5me;Atp5mf;Atp5po;Atp5f1d
peroxidase activity	peroxidase activity;oxidoreductase activity, acting on peroxide as acceptor	Gstk1;Gpx1;Prdx6;Prdx2;Park7;Prdx5
