representative	grouped_terms	genes
transporter complex	transporter complex;transmembrane transporter complex	Uqcrfs1;Ndufa8;Ndufb2;Ndufb10;Ndufb3;Ndufv2;Ndufc1;Ndufa7;Timm10;Ndufa9;Ndufs4;Ndufs5;Uqcr10;Uqcrc1;Uqcrc2;Dmac1;Uqcrh;Ndufb8;Ndufa1;Ndufb5;Smdt1;Ndufc2;Ndufb9;Ndufs6;Ndufb6;Atp5mc3;Ndufa4
nucleic acid metabolic process	nucleic acid metabolic process;RNA metabolic process	Fhit;Cpeb3;Pus1;Apex2;Fastk;Tars2;Mterf3;Trmt1;Eri3;Rbm10;Hexb;Prkn;Sirt3;Rbfa;Aars2;Mterf1b;Cdk5;Top3a;Rad9b;Cpsf1;Twnk;Scaf4;Ncor1;Arvcf;Tk2;Polg;Rpain;Ssbp1;Mtfmt;Noct;Polrmt;Mterf1a;Ptcd1;Tbrg4;Qtrt1;Kat14;Primpol;Fastkd1;Cebpz;Dedd;Vars2;Gpat2;Rars2;Pde2a;Supv3l1;Nr1i3;Camk1;Loxl3;Slc30a9;Hars2;Angel2;Dna2;Bax;Cars2;Ybey;Lars2;Gcfc2;Pcbd2;Dbp;Wars2;Dus2;Exd2;Il18;Mutyh;Mettl15;Hnrnpu;Ints11;Ogg1;Eng;Nthl1;Mto1;Exog;Fxr1;Glis2;Ankrd42;Cdk5rap1;Taf5;Mrm1;Trit1;Pusl1;Pam16;Sars2;Gtpbp3;Tdrkh;Prorp;Usp45;Trmu;Bud23;Spout1;Elac2;Ptges2;Mrm3
ribosomal subunit	ribosomal subunit;organellar ribosome;mitochondrial ribosome;ribosome;ribonucleoprotein complex	Mrpl39;Mrpl58;Mrps35;Mrpl51;Mrpl9;Mrps12;Mrps23;Mrpl55;Mrps21;Mrps18c;Mrpl54;Mpv17l2;Rpl18;Chchd1;Mrpl28;Mrpl43;Mrps18a;Mrps7;Mterf4;Mrpl45;Mrpl44;Mrpl40;Mrps2;Mrpl21;Mrpl12;Mrps25;Mrpl27;Mrpl42;Nsun3;Mrpl11;Mrpl57;Mrpl22;Mrps33;Mrps22;Mrps16;Mrps24;Mrpl32;Mrpl46;Mrpl17;Mrps10;Mrps31;Mrps30;Mrpl36;Mrps18b;Mrpl30;Mrpl13;Mrps14;Mrpl1;Mrpl50;Mrps34;Mrpl16;Mrpl34;Mrpl35;Mrpl20;Mrpl49;Ndufa7;Slirp;Snd1;Grsf1;Bud31;Hsd17b10
peroxidase activity	peroxidase activity;oxidoreductase activity, acting on peroxide as acceptor	Gstk1;Prdx3;Prdx2;Park7;Cat;Mgst1;Prdx6;Gpx1;Prdx5
structural molecule activity	structural molecule activity;structural constituent of ribosome	Mrpl51;Mrpl9;Mrps12;Mrps23;Mrpl55;Mrps21;Mrps18c;Mrpl54;Rpl18;Mrpl28;Hmgcl;Mrpl43;Cpox;Mrps18a;Mrps7;Mrps2;Mrpl21;Mrpl12;Mrps25;Mrpl27;Mrpl11;Mrpl57;Mrpl22;Mrps22;Mrps16;Mrps24;Mrpl32;Mrpl46;Mrpl17;Mrps10;Mrps31;Mrps30;Mrpl36;Mrps18b;Mrpl30;Ndufa7;Mrpl13;Mrps14;Mrpl1;Mrps34;Mrpl16;Mrpl34;Mrpl35;Mrpl20;Mrpl49
proton channel activity	proton channel activity;proton-transporting ATP synthase activity, rotational mechanism	Atp5pf;Atp5me;Atp5f1b;Atp5f1a;Atp5f1d;Atp5mf;Atp5f1c;Atp5pb;Atp5po
mitochondrial respiratory chain complex IV	mitochondrial respiratory chain complex IV;respiratory chain complex IV	Cox6c;Uqcrfs1;Cox7a2l;Cox6a2;Cox7b;Cox4i1;Uqcrc2;Cox6a1;Cox5a;Cox8a;Ndufa4;Cox7a2;Coa6
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit;large ribosomal subunit	Mrpl39;Mrpl58;Mrpl51;Mrpl9;Mrpl55;Mrpl54;Mpv17l2;Mrpl28;Mrpl43;Mrps18a;Mterf4;Mrpl45;Mrpl44;Mrpl40;Mrpl21;Mrpl12;Mrpl27;Mrpl42;Nsun3;Mrpl11;Mrpl57;Mrpl22;Mrpl32;Mrpl46;Mrpl17;Mrps30;Mrpl36;Mrpl30;Mrpl13;Mrpl1;Mrpl50;Mrpl16;Mrpl34;Mrpl35;Mrpl20;Mrpl49;Rpl18
peroxisome	peroxisome;microbody	Sod1;Dhrs4;Hmgcl;Pex11b;Amacr;Idi1;Ech1;Agxt;Hsdl2;Crot;Acsl1;Abcd3;Fabp1;Mtarc2;Hspd1;Pnpla8;Ehhadh;Atad1;Pxmp2;Gstk1;Ephx2;Hsd17b4;Ide;Scp2;Cat;Mgst1;Phyh;Prdx5
organic cyclic compound biosynthetic process	organic cyclic compound biosynthetic process;heterocycle biosynthetic process;aromatic compound biosynthetic process	Vdac1;Pnpo;Ndufb11;Cps1;Mrpl12;Nadk2;Tfam;Triap1;Ndufa8;Ndufb2;Acat1;Mpc1;Iba57;Gars1;Kars1;Acsl1;Cry1;Pdk4;Pdha1;Abcd3;Prkaca;Ndufb10;Mthfsl;Wdr77;Cyb5r3;Dnaja3;Coasy;Slc25a39;Ndufb3;Pink1;Ndufv2;Poldip2;Ndufc1;Tmem14c;Sdhd;Mpc2;Apex1;Ndufa7;Atp5f1b;Ndufa9;Ndufs4;Kmo;Ndufs5;Guk1;Aldh2;Sdha;C1qbp;Coq7;Atp5f1a;Prdx3;Ndufb8;Ak3;Sdhc;Tspo;Atp5f1d;Alas2;Mmut;Prdx2;Atp5mf;Scp2;Ndufa1;Park7;Ndufb5;Bud31;Spr;Sod2;Qdpr;Fdx1;Ndufc2;Cat;Ndufb9;Hint1;Ndufs6;Hsd17b10;Atp5f1c;Ndufb6;Atp5pb;Chchd2;Atp5mc3;Atp5po;Prdx5
cellular response to toxic substance	cellular response to toxic substance;detoxification;cellular detoxification;response to toxic substance	Mtarc2;Pink1;Gsr;Aldh2;Prdx2;Park7;Sod2;Aldh1a7;Cat;Prdx6;Ephx2;Gpx1
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly	Ndufa8;Ndufb2;Lyrm2;Ndufb10;Tmem126b;Ndufb3;Ndufc1;Ndufaf1;Ndufa9;Ndufs4;Ndufs5;Ndufaf2;Dmac1;Ndufb8;Ndufa1;Ndufb5;Ndufc2;Ndufb9;Ndufs6;Ndufb6
cellular response to reactive oxygen species	cellular response to reactive oxygen species;response to reactive oxygen species	Fabp1;Pink1;Apex1;Prdx3;Prdx2;Park7;Sod2;Cat;Prdx5;Prdx6;Gpx1
cellular response to oxidative stress	cellular response to oxidative stress;cellular response to chemical stress	Fabp1;Pink1;Pnpla8;Apex1;Gsr;Coq7;Prdx3;Prdx2;Park7;Sod2;Cat;Mgst1;Chchd2;Prdx5
protein serine/threonine kinase activity	protein serine/threonine kinase activity;protein kinase activity	Fastk;Cdk5;Adck1;Map3k15;Dmpk;Cdc42bpa;Camk1;Adck2;Pdk1;Bckdk
negative regulation of macromolecule metabolic process	negative regulation of macromolecule metabolic process;negative regulation of cellular metabolic process	Fhit;Cpeb3;Fastk;Mterf3;Akap1;Rbm10;Prkn;Sirt3;Cdk5;Inpp5e;Scaf4;Ncor1;Noct;Tbrg4;Kat14;Fastkd1;Dedd;Gpat2;Pde2a;Supv3l1;Nr1i3;Loxl3;Gga3;Angel2;Pick1;Rffl;Bax;Sirt4;Abcd2;Abcd1;Il18;Acacb;Hnrnpu;Fkbp8;Ogg1;Eng;Fxr1;Glis2;Cdk5rap1;Nlrx1;Hint2;Bcl2;Coa8;Adcy10;Slc25a12
