representative	grouped_terms	genes
mitochondrial inner membrane	mitochondrial inner membrane;organelle inner membrane	Smim20;Prodh2;Mrps35;Slc25a26;Slc25a40;Mrpl58;Higd1a;Mrpl20;Mrpl30;Cyc1;Mrps2;Pet100;Tmem242;Ndufs8;Exog;Mdh2;Samm50;Ndufs2;Sphk2;Timm21;Mpc2;Hsd17b10;Mrpl53;Vdac1;Slc25a51;Mrpl24;Mtarc2;Tomm40;Immp1l;Mrpl21;Mrpl42;Sfxn1;Prodh;Ndufv3;Slc25a31;Plscr3;Atp5f1c;Timm8a1;Slc25a3;Ptpmt1;Nme6;Mrpl12;Mrpl51;Tst;Mrpl52;Cox4i2;Atp5pb;Uqcrfs1;Mrpl34;Timm10;Gpx4;Ndufs3;Tmem14c;Sdhc;Atp5mk;Mrps15;Mrpl55;Slc25a39;Ndufa4;Mtx1;Gstk1;Timm8b;Ndufa9;Phb2;Uqcc2;Gadd45gip1;Mrpl49;Chchd10;Ndufb2;Mrps33;Slc8b1;Cox7a1;Tomm22;Bcl2;Ndufa7;Dap3;Ndufa1;Ndufa3;Dmac1;Immp2l;Cyb5r3;Uqcc3;Sdhb;Slc25a38;Coa3;Cox8a;Cox7c;Tmem11;Atp5pf;Mrps6;Mrps25;Ndufb8;Cox5a;Mrpl23;Atp5mc3;Mrpl36;Ndufa6;Slc3a1;AA467197;Cox20;Ndufs6;Timm13;Ndufb11;Atp5f1d;Mrpl57;Mrps21;Cox6a1;Cyp27a1;Ndufb7;Phb1;Mpst;Ndufa10;Smdt1;Aurkaip1;Uqcrb;Fdx1;Mrpl54;Cox4i1;Atp5me;Timm50;Ndufb9;Micos10;Ndufa2;Ndufb6;Ndufc2;Cox7b;Ndufa13;Uqcrq;Ndufab1;Ndufs4;Cox6c;Atp5pd;Atp5mj;Ndufb3;Bok;Ndufa8;Dnajc19;Ndufs5;Mrps28;Ppif;Coq7;Gpam;Ndufb10;Atp5f1e;Mtch2;Romo1;Guf1;Dnajc15;Ndufs7;Atp5po;Ndufa11;Uqcrh;Cox6b1;Cox7a2;Chchd3;Ndufb5;Ndufa12;Cox5b;Mrpl13;Ndufv2;Ndufc1;Bcl2l1;Atp5mf;Uqcr11;Endog;Ndufa5;Mrpl15;Uqcr10;Gcat;Atp5mc1
nucleobase-containing compound biosynthetic process	nucleobase-containing compound biosynthetic process;aromatic compound biosynthetic process;organic cyclic compound biosynthetic process;heterocycle biosynthetic process	Nme3;Ndufs8;Polq;Acod1;Chchd2;Ndufs2;Sphk2;Mpc2;Mthfs;Hnrnpu;Vdac1;Tfb1m;Bud31;Ndufv3;Mterf1b;Atp5f1c;Hexb;Nme6;Mrpl12;Atp5pb;Ndufs3;Cdk5;Sdhc;Adcy10;Ndufa9;Mxd3;Acly;Phb2;Mtres1;Chchd10;Prdx2;Park7;Ndufb2;Ndufa7;Ndufa1;Ndufa3;Nme4;Uqcc3;Sdhb;Atp5pf;Antkmt;Ndufb8;Atp5mc3;Ndufa6;Ndufs6;Ndufb11;Atp5f1d;Ndufb7;Phb1;Dhrs7b;Ndufa10;C1qbp;Atp5me;Ndufb9;Ndufa2;Ndufb6;Ndufc2;Ndufa13;Prdx5;Ndufab1;Ndufs4;Atp5pd;Primpol;Ndufb3;Ndufa8;Ndufs5;Coq7;Ndufb10;Atp5f1e;Ndufs7;Hint1;Atp5po;Acacb;Ndufa11;Acot7;Cry1;Ndufb5;Ndufa12;Ndufv2;Ndufc1;Bcl2l1;Atp5mf;Pif1;Ndufa5;Atp5mc1;Spr;Tmem14c;Slc25a39;Fxn;Mthfd1l;Mthfsl;Qdpr;Hint2;Hsd17b10;Tspo;Pycr2;Hsd17b8;Cyb5r3;Cyp27a1;Fdx1
respiratory chain complex IV	respiratory chain complex IV;mitochondrial respiratory chain complex IV	Cox4i2;Uqcrfs1;Ndufa4;Cox7a1;Cox8a;Cox7c;Cox5a;AA467197;Coa6;Cox6a1;Cox4i1;Cox7b;Cox6c;Cox6b1;Cox7a2;Cox5b
organic acid catabolic process	organic acid catabolic process;carboxylic acid catabolic process;small molecule catabolic process	Hmgcl;Cpt2;Crot;Decr1;Glud1;Acadm;Acadl;Acad11;Hsd17b4;Cpt1a;Fabp1;Acadvl;Gcdh;Eci2;Etfdh;Hadha;Hao2;Aldh6a1;Oat;Aldh1l2;Dld;Auh;Arg2;Scp2;Acaa1b;Hadh;Acads;Eci1;Abcd2;Acaa1a;Aldh5a1;Acat1;Acaa2;Cbr3
proton-transporting two-sector ATPase complex	proton-transporting two-sector ATPase complex;proton-transporting ATP synthase complex;ATPase complex;mitochondrial proton-transporting ATP synthase complex	Atp5f1c;Atp5pb;Atp5mk;Atp5pf;Atp5mc3;Atp5f1d;Atp5me;Atp5pd;Atp5mj;Atp5f1e;Atp5po;Atp5mf;Atp5mc1
protein-containing complex assembly	protein-containing complex assembly;protein-containing complex organization	Ndufa9;Acot13;Dnm1l;Uqcc2;Chchd10;Fastkd3;Park7;Ndufb2;Cox7a1;Cox14;Ndufa1;Ndufa3;Dmac1;Immp2l;Bax;Uqcc3;Coa3;Cox17;Ndufb8;Atp5mc3;Ndufa6;Cox20;Coa6;Ndufs6;Ndufb11;Atp5f1d;Ndufb7;Ndufa10;Acaca;Ndufb9;Ndufa2;Ndufb6;Ndufc2;Ndufa13;Bik;Ndufab1;Ndufs4;Ndufb3;Bok;Ndufa8;Ndufs5;Ndufb10;Dnajc15;Ndufs7;Acacb;Ndufa11;Ndufaf8;Cox7a2;Ndufb5;Ndufa12;Ndufc1;Ndufa5;Bbc3;Phb1;Primpol
cellular component assembly	cellular component assembly;cellular component biogenesis	Gpx4;Ndufs3;Cdk5;Sdhaf4;Glrx5;Ndufa9;Acot13;Dnm1l;Uqcc2;Chchd10;Ngrn;Fastkd3;Park7;Ndufb2;Cox7a1;Bcl2;Cox14;Lrfn4;Fxn;Ndufa1;Ndufa3;Dmac1;Immp2l;Bax;Uqcc3;Coa3;Cox17;Ndufb8;Atp5mc3;Haus1;Ndufa6;Cox20;Coa6;Ndufs6;Ndufb11;Atp5f1d;Fdx2;Lrrc24;Ndufb7;Ndufa10;Wdr90;Acaca;C1qbp;Ndufb9;Ndufa2;Ndufb6;Ndufc2;Ndufa13;Bik;Ndufab1;Ndufs4;Ndufb3;Bok;Ndufa8;Ndufs5;Ndufb10;Dnajc15;Ndufs7;Acacb;Ndufa11;Ndufaf8;Cox7a2;Ndufb5;Ndufa12;Ndufc1;Ndufa5;Bbc3;Mettl17
peroxisome	peroxisome;microbody	Ech1;Dhrs4;Hmgcl;Aldh3a2;Crot;Acad11;Hsd17b4;Fabp1;Vwa8;Ephx2;Eci2;Amacr;Hao2;Hsdl2;Pnpla8;Pxmp4;Scp2;Acaa1b;Acsl6;Abcd2;Acaa1a;Acsl1;Ptgr3;Mpv17;Pex11b
anion binding	anion binding;heterocyclic compound binding;nucleotide binding;purine nucleotide binding;nucleoside phosphate binding	Gatc;Alas1;Hmgcl;Acsf2;Decr1;Glud1;Acadm;Yme1l1;Acsm5;Acadl;Acad11;Fabp1;Vwa8;Acadvl;Lonp1;Gcdh;Eci2;Hadha;Hao2;Tnk1;Pank2;Qrsl1;Iars2;Oat;Clpb;Aifm1;Acad9;Opa1;Chdh;Maob;Maoa;Dld;Mtg1;Adck2;Afg3l2;Scp2;Pcx;Cbr3;Aldh2;Mocs1;Cdc42bpa;Hadh;Acsl6;Acads;Cryz;Acsm1;Dhtkd1;Vars2;Rhot1;Abcd2;Aldh5a1;Acat1;Acsl1;Mtg2;Ak3;Pde2a;Dna2;Tars2;Nmnat3;Abcb6;Timm44;Thg1l;Ak4;Selenoo;Acsm3;Mto1;Adck1;Got2;Map3k15;Sirt3;Alas2;Grpel2;Nnt;Aldh9a1;Grpel1;Nfs1;Kars1;Dmgdh;Rfk;Pgs1;Tufm;Abat
channel activity	channel activity;passive transmembrane transporter activity	Vdac1;Tomm40;Atp5f1c;Atp5pb;Bcl2;Bax;Cacna1d;Atp5pf;Atp5mc3;Atp5f1d;Atp5me;Atp5pd;Atp5f1e;Atp5po;Atp5mf;Atp5mc1
adenyl nucleotide binding	adenyl nucleotide binding;purine nucleotide binding;nucleotide binding;nucleoside phosphate binding;adenyl ribonucleotide binding;carbohydrate derivative binding;purine ribonucleotide binding;ribonucleotide binding	Gatc;Hmgcl;Acsf2;Decr1;Grpel2;Glud1;Acadm;Yme1l1;Acsm5;Acadl;Vwa8;Acadvl;Lonp1;Gcdh;Eci2;Nnt;Hadha;Tnk1;Pank2;Qrsl1;Iars2;Clpb;Dld;Adck2;Afg3l2;Scp2;Pcx;Cbr3;Aldh2;Cdc42bpa;Hadh;Acsl6;Acads;Cryz;Acsm1;Vars2;Abcd2;Aldh5a1;Acat1;Aldh9a1;Acsl1;Ak3;Pde2a;Dna2;Tars2;Nmnat3;Abcb6;Timm44;Thg1l;Ak4;Selenoo;Acsm3;Adck1;Map3k15;Sirt3;Alas2;Opa1;Mtg1;Mocs1;Rhot1;Mtg2;Acad11;Hao2;Aifm1;Acad9;Chdh;Maob;Maoa;Mto1
mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o);proton-transporting two-sector ATPase complex, proton-transporting domain;proton-transporting ATP synthase complex, coupling factor F(o)	Atp5pb;Atp5pf;Atp5mc3;Atp5me;Atp5pd;Atp5po;Atp5mf;Atp5mc1
monoatomic ion channel activity	monoatomic ion channel activity;monoatomic cation channel activity;proton channel activity;proton-transporting ATP synthase activity, rotational mechanism	Vdac1;Tomm40;Atp5f1c;Atp5pb;Cacna1d;Atp5pf;Atp5f1d;Atp5me;Atp5pd;Atp5f1e;Atp5po;Atp5mf
organic substance catabolic process	organic substance catabolic process;catabolic process;cellular catabolic process	Hmgcl;Cpt2;Pde12;Crot;Decr1;Glud1;Acadm;Yme1l1;Acadl;Acad11;Hsd17b4;Cpt1a;Casp8;Fabp1;Acadvl;Lonp1;Ephx2;Gcdh;Eci2;Etfdh;Amacr;Hadha;Hao2;Pnpla8;Crbn;Aldh6a1;Oat;Aifm1;Aldh1l2;Maob;Maoa;Dld;Bnip3;Auh;Arg2;Scp2;Acaa1b;Cbr3;Aldh2;Hadh;Acads;Eci1;Sco1;Dhtkd1;Abcd2;Acaa1a;Aldh5a1;Acat1;Acaa2;Ucp2;Ngly1;Pde2a;Dna2;Ncor1;Lrpprc;Hibch;Hadhb;Nnt;Stx17;Snap29;Parl;Slc25a46;Poldip2;Cryz;Acsl1
organelle organization	organelle organization;cellular component organization;cellular component organization or biogenesis	Mrpl58;Higd1a;Mrpl20;Fis1;Mrps2;Pet100;Tmem242;Nme3;Ndufs8;Mtfr2;Chchd2;Samm50;Dnah17;Ndufs2;Timm21;Fundc1;Hsd17b10;Mthfs;Afg1l;Dmpk;Hnrnpu;Vdac1;Tspo;Tomm40;Chchd7;Slc25a31;Plscr3;Mterf1b;Hexb;Ggnbp1;Nme6;Timm10;Ndufs3;Cdk5;Sdhaf4;Adcy10;Fam162a;Mtx1;Ndufa9;Dnm1l;Phb2;Mtres1;Uqcc2;Chchd10;Ngrn;Fastkd3;Park7;Ndufb2;Cox7a1;Tomm22;Bcl2;Fkbp8;Tomm7;Slirp;Cox14;Dap3;Lrfn4;Fxn;Ndufa1;Ndufa3;Ska3;Dmac1;Immp2l;Bax;Alkbh7;Uqcc3;Coa3;Cox17;Tmem11;Ndufb8;Miga1;Haus1;Ndufa6;Cox20;Ndufs6;Timm13;Ndufb11;Atp5f1d;Ndufb7;Phb1;Ndufa10;Wdr90;C1qbp;Tymp;Timm50;Ndufb9;Ndufa2;Ndufb6;Ndufc2;Ndufa13;Bik;Ndufab1;Ndufs4;Primpol;Ndufb3;Bok;Ndufa8;Ndufs5;Ppif;Coq7;Ndufb10;Mtch2;Romo1;Ndufs7;Ndufa11;Ndufaf8;Cox7a2;Chchd3;Ndufb5;Ndufa12;Ndufc1;Bcl2l1;Pif1;Endog;Ndufa5;Mrpl15;Bbc3;Mtrf1l;Exog;Polq;Sphk2;Casp3;Pfdn4;Hsd17b8;Gpx4;Glrx5;Acot13;Atp5mc3;Coa6;Fdx2;Lrrc24;Acaca;Dnajc15;Acacb;Rbfa;Tfb1m;Ybey;Mettl17
acyl-CoA dehydrogenase activity	acyl-CoA dehydrogenase activity;oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor	Acadm;Acadl;Acad11;Acadvl;Gcdh;Acad9;Acads;Hibch
fatty-acyl-CoA binding	fatty-acyl-CoA binding;acyl-CoA binding;fatty acid derivative binding	Hmgcl;Acadm;Acadl;Acadvl;Gcdh;Eci2;Hadha;Scp2;Acads
cation channel complex	cation channel complex;monoatomic ion channel complex	Cacna1d;Atp5mc3;Smdt1;Atp5mc1
acyltransferase activity	acyltransferase activity;acyltransferase activity, transferring groups other than amino-acyl groups	Alas1;Hmgcs2;Cpt2;Crot;Pigw;Acsm5;Cpt1a;Gm4952;Hadha;Pdhx;Scp2;Acaa1b;Acsm1;Acaa1a;Acat1;Acaa2;Hadhb;Acsm3;Ubox5;Alas2;Crat
nucleoside bisphosphate metabolic process	nucleoside bisphosphate metabolic process;ribonucleoside bisphosphate metabolic process;purine nucleoside bisphosphate metabolic process	Hmgcl;Hmgcs2;Crot;Acsm5;Hsd17b4;Gcdh;Pank2;Slc25a16;Acot9;Dld;Pdhx;Acsl6;Slc25a42;Acsm1;Acat1;Acaa2;Acsl1
mitochondrial electron transport, ubiquinol to cytochrome c	mitochondrial electron transport, ubiquinol to cytochrome c;mitochondrial respiratory chain complex III;respiratory chain complex III	Uqcrfs1;Uqcc3;Uqcrb;Uqcrq;Uqcrh;Uqcr11;Uqcr10;Cycs
monoatomic ion transmembrane transport	monoatomic ion transmembrane transport;monoatomic cation transmembrane transport;inorganic cation transmembrane transport;inorganic ion transmembrane transport	Atp5pb;Dbi;Ndufa4;Phb2;Park7;Slc8b1;Bcl2;Fxn;Bax;Cacna1d;Cox17;Atp5pf;Antkmt;Atp5mc3;Atp5f1d;Smdt1;Atp5me;Atp5pd;Ppif;Atp5f1e;Ndufs7;Atp5po;Atp5mf;Atp5mc1;Atp5f1c;Slc25a3
ion binding	ion binding;small molecule binding	Gatc;Alas1;Hmgcl;Pde12;Acsf2;Decr1;Glud1;Acadm;Yme1l1;Acsm5;Slc25a25;Acadl;Acad11;Gpd2;Fabp1;Vwa8;Acadvl;Lonp1;Ephx2;Gcdh;Eci2;Polb;Chpt1;Etfdh;Lias;Hadha;Hao2;Tnk1;Pank2;Crbn;Alkbh1;Qrsl1;Iars2;Hpdl;Nr1i3;Oat;Clpb;Aifm1;Slc25a23;Acad9;Opa1;Chdh;Maob;Maoa;Dld;Mtg1;Adck2;Afg3l2;Elac2;Arg2;Scp2;Pcx;Rexo2;Cbr3;Aldh2;Mocs1;Cdc42bpa;Suox;Hadh;Acsl6;Pmpcb;Acads;Cryz;Acsm1;Sco1;Dhtkd1;Vars2;Rhot1;Abcd2;Car5b;Aldh5a1;Acat1;Acsl1;Mtg2;Letm1;Ngly1;Znhit3;Ak3;Pde2a;Dna2;Tars2;Cdk5rap1;Ptgr3;Nmnat3;Abcb6;Timm44;Wdfy1;Fahd2a;Fech;Xpnpep3;Thg1l;Ak4;Selenoo;Acsm3;Mto1;Adck1;Slc25a13;Ubox5;Got2;Map3k15;Sirt3;Cyp11a1;Alas2;Pptc7;Ppp2r3c;Nfs1;Kars1;Dmgdh;Agmat;Rfk;Ndufs1;Pgs1;Tufm;Abat;Rtn4ip1;Abcd3;Acss3;Cox11;Nln;Pitrm1;Bco2;Myo19;Car5a;Aadat;Msrb2;Rpain;Pld6;Rnf24;Cbr4;Nudt5;Cat;Supv3l1;Mgst1;Aifm3;Grpel2;Nnt;Coq10b;Aldh9a1;Grpel1;Mrpl39
intrinsic apoptotic signaling pathway by p53 class mediator	intrinsic apoptotic signaling pathway by p53 class mediator;signal transduction by p53 class mediator	Bax;Bok;Hint1;Fhit;Bbc3
