representative	grouped_terms	genes
type II interferon production	type II interferon production;regulation of type II interferon production	Gas6;H2-Q4;Pde4b;Enpp1;H2-M3;Pglyrp1;Laptm5;Clec7a;Ccr2;H2-Q6;Lilrb4b;Cd274;Il18;Pde4d;Il12b;Sirpa;Irf8;Cd3e;Ptpn22;Vsir;Il18rap;H2-Q1;Tlr8;Nras;Txk;Axl;Isg15;Rasgrp1;Sash3;Gimap5;Klrk1;Rnf19b;Slc11a1;Slamf6;Il1b;H2-Q7;App;Tyk2;Cyrib;Il12a;Gimap3;Tlr4;Jak2;Il10;Ccr7;Il33;Cd47;Spn;Slamf1;Runx1;Tlr7;H2-D1;Ticam2;Lilrb4a;Cd14;Cd226;Ulbp1;Il27;Sh2d1b1;Tnfsf9
organellar large ribosomal subunit	organellar large ribosomal subunit;mitochondrial large ribosomal subunit	Mrpl30;Mrps30;Mrpl41;Mterf4;Mrpl2;Mrpl17;Nsun3;Nsun4;Mrpl51;Mrpl55;Mrpl39;Mrpl1;Mrpl42;Mrpl54;Mrpl24;Mrpl34;Gadd45gip1;Mrpl53;Mrpl21;Mrpl20;Mrpl22;Mrpl47;Mrpl10;Mrpl49;Mrpl16;Mrpl36;Mrpl57;Mrpl38;Mrpl4
positive regulation of cell activation	positive regulation of cell activation;positive regulation of leukocyte activation;positive regulation of lymphocyte activation	Prlr;Gas6;Ctsc;H2-Q4;H2-T22;Il15;H2-Ab1;H2-Eb1;H2-DMb1;Flna;H2-Aa;Msh2;Clec7a;Ccr2;H2-T23;Cd74;Vcam1;Il7;Mmp14;Cd83;Bcl2;Tnfrsf14;Acta2;H2-Q6;Lilrb4b;Sirpb1c;Cd274;Il18;Coro1a;Ccl21a;Irs2;Cd86;Tox;Nckap1l;Il12b;Sirpa;H2-T10;Plek;Inpp5d;Dpp4;Cd3e;Ppp2r3c;Ptpn22;Tfrc;Flt3l;Efnb2;Gm5150;Flot2;Tgfb1;Vsir;Tslp;Ccl5;Syk;H2-M5;H2-Q1;Egr3;Zfp609;Axl;H2-DMa;Rasgrp1;Cd46;Sash3;Cd300lb;Igfbp2;Pdgfb;Gimap5;Klrk1;Card11;Ccdc88b;Lilra5;Il6;Jak3;Tnip2;Tyrobp;Btk;H2-DMb2;Il1b;H2-Q7;Thbs1;Il7r;Ddr2;Ptprj;Tyk2;Cyrib;Il12a;H2-Ob;Gimap3;Tlr4;Jak2;Il10;Ephb6;Trem2;Csf1r;Pla2g4a;Ccr7;Il33;Trp53bp1;Lbp;Cd47;Nck2;Ccl2;Lck;Itgal;Zap70;Spn;Slamf1;Ptprc;Icos;Mmp8;Lrrk2;Pear1;Runx1;H2-D1;H2-Eb2;Ticam2;Lilrb4a;Cd226;Ulbp1;Aif1;Cd40;Cd1d2;Il16;Myb;Spi1;Bloc1s6;Tnfsf9;Cd320;Tcrb;Dgat1;Xcl1;Nlrp3;H2-Oa;Gpr183;Kars1;Cd38;Il6st;Pik3r6;Gata3;Kcnn4;Tespa1;Selp;Bst1;Tafa3;Tnfsf13b;Mef2c;Irf1;Cd244a;Pycard;Fgfr1;Cd1d1;Nr4a3;Sh3kbp1;Itpkb;Sirpb1b;Thy1;Fcho1;Il2rg;Icosl;Cd24a;Ephb2;Ccl19;Stap1;Kmt5c;Shld1;Igf2;Mdk;H2-M2;Ambra1;Bcl10
cell activation involved in immune response	cell activation involved in immune response;leukocyte activation involved in immune response	Sema4a;Enpp1;H2-M3;Pglyrp1;Slc15a4;H2-DMb1;Msh2;Clec7a;Plcg2;Ccr2;Anxa3;Cd74;Stx4a;Tmem98;Myo1f;Il18;Coro1a;Dysf;Nkg7;Nckap1l;Il12b;Stat3;Irf8;Cd300a;Ptpn6;Vamp2;Cd84;Fgl2;Tfrc;Rab27a;Itgb2;Tgfb1;Relb;Syk;Eif2ak4;Cplx2;Lgals3;Rasgrp1;Cd46;Exo1;Il6ra;Il6;Jak3;Cd177;Slc11a1;Tyrobp;Prkce;Slamf6;Gab2;Btk;H2-DMb2;Ptgds;Stx11;App;Lat2;Pou2af1;Dock10;Grn;Stxbp1;Apbb1ip;Tlr4;Il10;Trem2;Dock11;Ccr7;Fcgr4;Dock2;Il33;Trp53bp1;Lbp;Smad7;Lfng;Icam1;Clec4e;Itgal;Nmi;Spn;Slamf1;Dll1;Ptprc;Fcer1g;Pld2;Slfn2;Cd180;Lilrb4a;Cd40;Milr1;Abr;Myb;Il27;Tsc1;Cd19;Itgam;Spi1;Sh2d1b1;Fes;Fgr;Nlrp3;Pram1;Ung;Mfng;Gpr183;Kars1;Gata3;Stat4;Lyn;Irf1;Cd244a;Pycard;Notch2;Aplf;Nr4a3;Rac2;Ly9;Icosl;Rab44;Ccl19;Hmox1;Kmt5c;Shld1;Swap70
regulation of adaptive immune response	regulation of adaptive immune response;regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	H2-Q4;H2-T22;H2-Ab1;H2-M3;Slc15a4;Msh2;Raet1d;Clec7a;Ccr2;H2-T23;Cd74;Raet1e;C3;Fcgr3;Tnfrsf14;H2-Q6;Lilrb4b;H2-Q8;Cd274;Il18;Nckap1l;Il12b;Irf7;H2-T10;Tnfrsf1b;Ptpn6;Dpp4;Tap2;Tfrc;H2-T26;Tgfb1;Vsir;Eif2ak4;H2-M5;Klrd1;Rsad2;H2-Q1;H2-DMa;Skap1;Was;Ahr;Cd46;Sash3;Gimap5;Il6;Jak3;Slc11a1;Btk;Il1b;H2-Q7;Il7r;Mr1;Tyk2;Cyrib;Il12a;Clec4g;Gimap3;Pkn1;Jak2;Trem2;Pla2g4a;Ccr7;Il33;Cd44;Trp53bp1;Smad7;Spn;Slamf1;Samsn1;Ptprc;Adcy7;Clec4n;Fcer1g;H2-D1;Lilrb4a;Cd226;Ulbp1;Cd40;Cd1d2;Il27;Hfe;H2-T24;Xcl1;Fbxo38;Nlrp3;Mill2;Gata3;Tnfsf13b;Fcgr2b;Mef2c;Irf1;Pycard;Fcgr1;Cd1d1;Aplf;P2rx7;Foxj1;Ppp3cb;H2-Q9;Cd24a;Ephb2;Ccl19;Kmt5c;Shld1
mitochondrial intermembrane space	mitochondrial intermembrane space;organelle envelope lumen	Thop1;Pnpt1;Prelid1;Hax1;Cox17;Opa1;Chchd2;Sod1;Sdhaf3;Sirt5;Coa7;Timm13;Mix23;Timm10;Coa4;Ndufb7;Bloc1s1;Clpb;Nln;Ccs;Cox19;Park7;Cpox;Timm10b;Uqcc2;Timm23;Hsd3b3;Chchd10;Ndufa8;Prelid3b;Rexo2;Coa6;Timm9;Alpl;Hsd3b2;Hsd3b5;Cycs;Cacybp;Ptges
taxis	taxis;chemotaxis	Gas6;Ptn;Pde4b;Sema4a;Plxna3;Il34;F7;St6gal1;Lsp1;Camk1d;Xcr1;Agtr1a;Cttn;Sema3g;Cxcl9;Ccr2;Cd74;Vcam1;Stx4a;Mapk3;Fcgr3;Slit3;Sema4d;Cmklr1;Itga9;Msmp;Prkca;Plgrkt;Wnt7b;Snai2;Ccl22;Coro1a;Ccl21a;Dysf;Pde4d;Nckap1l;Rab13;Pik3cd;Fn1;Itgb3;Ccl7;Hbegf;S100a8;Cxcl16;Vav1;Cmtm8;Alox5;Cmtm3;Prkd2;Retnlg;Dpp4;Nrp2;S100a9;Efnb2;Vegfb;Pik3cg;Ano6;Itgb2;Robo2;Tgfb1;Sell;Ccl5;Syk;Stx3;Sema6d;Lgals3;Gpr35;Egr3;Kdr;Smoc2;Pdgfb;Ccl9;Slamf9;Serpine1;Ntf3;Prex1;Nr4a1;Slamf8;Ffar2;Cnr2;Slc8b1;Akt2;Prkcd;Vegfa;Lgmn;Cxcl10;Il1b;App;Thbs1;Ptprj;Mst1;Cyrib;Il12a;Trem2;Ccr5;Plekhg5;Csf1r;Tsc2;Ccr7;Dock2;Hmgb2;Lbp;Cysltr1;Ccl2;Itga1;Ephb1;Slamf1;Nedd9;Ccl8;P2rx4;Fcer1g;Cxcr5;Amot;Il17ra;Trpm2;Sema6a;Sema4b;Cxcr6;Gab1;Aif1;Il16;Bin2;Zfp580;Sema3f;Itgam;Spi1;Fes;Lrtm2;Ccl21e;Xcl1;Adgra2;Arhgef5;Lox;Sema3a;Il17rc;Ear2;Gpr183;Mmp2;Pik3c2g
response to virus	response to virus;defense response to virus	Mbl2;Zbp1;Ifi27l2b;Mlkl;Il15;Trim34a;Ifit3;Trim30d;Mov10;Trim12a;Irgm2;Igtp;Samhd1;Cxcl9;Gbp7;Tgtp1;Mx2;Slfn9;Ifit1;Trim12c;Bcl2;Ifit3b;Itgax;Wdfy4;Ifi204;Apobec3;Oasl2;Pmaip1;Gm12250;Sting1;Cd86;Il12b;Irf7;Ilf3;Ddx60;Trim30c;Trim44;Ifit2;Ifi209;Fgl2;Duox2;Ifi205;Ptpn22;Ifi207;Eif2ak2;Trim21;G3bp1;Tgfb1;Trim30a;Ccl5;Eif2ak4;Cd8a;Garin5a;Ifi203;Rsad2;Ifi213;Tlr8;Oas1g;Isg15;Oas1a;Mul1;Cd37;Trim5;Stat1;Trim28;Gsdme;Mndal;Batf3;Il6;Oas3;Ncr1;Mx1;Gbp4;Lcn2;Ifitm6;Cxcl10;Il1b;Pou2af1;Atg16l1;Il12a;Gbp5;Ifngr1;Ifi211;Slfn8;Oas1b;Il33;Trim25;Nt5c2;Pml;Nmi;Spn;Ptprc;Sin3a;Agbl5;Ifi208;Ifi206;Dhx58;Polr3d;Oas2;Il17ra;Rtp4;Tlr7;Senp7;2410002F23Rik;Ticam2;Crcp;Pou2f2;Ifit1bl1;Itgb6;Cd40;Il27;Treml4;Mavs;Nt5c3;Trim35;Hcfc2;Nlrp3;Nfkb1;Il10rb;Ifnlr1;Mmp12;Zdhhc1;Ifi27l2a;Flt3;Ifih1;Polr3b;Trim34b;Irf1;Ttc4;Morc3;Pycard;Dus2;Adar;Trim65;Nlrp1a
positive regulation of tumor necrosis factor superfamily cytokine production	positive regulation of tumor necrosis factor superfamily cytokine production;positive regulation of tumor necrosis factor production	H2-Q4;Setd4;H2-T22;Clec7a;Plcg2;Ccr2;H2-T23;Fcgr3;H2-Q6;Il18;Il12b;Stat3;H2-T10;Tmem106a;Cybb;Cd84;Tgfb1;Syk;H2-M5;H2-Q1;Oas1g;Oas1a;Rasgrp1;Arfgef2;Sash3;Tlr2;Lilra5;Cyba;Il6;Arhgef2;Tyrobp;Oas3;Btk;H2-Q7;App;Thbs1;Tnfrsf1a;Ptprj;Ifngr1;Tlr4;Jak2;Ccr5;Csf1r;Ccr7;Oas1b;Il33;Lbp;Ccl2;Spn;Ptprc;Mmp8;Fcer1g;Lrrk2;Oas2;H2-D1;Nod1;Cd14
GTPase regulator activity	GTPase regulator activity;nucleoside-triphosphatase regulator activity	Mcf2;Usp6nl;Rgs16;Rasa3;Gbp2;Rasgrp4;Rasal1;Arhgap30;Rasgef1b;Cyth1;Arhgap9;Arhgap6;Plce1;Srgap1;Rgs12;Arrb1;Adap1;Srgap2;Spata13;Flcn;Arfgap2;Stard8;Nckap1l;Smap2;Sirpa;Arap2;Arhgef37;Iqgap1;Gmip;Arhgap25;Sgsm1;Vav1;Dennd1c;Dab2ip;Rgs4;Rab3il1;Arhgap15;Ngef;Arhgef6;Rgs3;Rasgrp3;Rgs1;Rasa4;Arhgdia;Arhgdib;Sesn2;Psd4;Tbc1d10a;Sgsm2;Fgd1;Asap1;Rinl;Iqsec1;Wnt11;Rasgrp1;Arfgef2;Tbc1d9b;Tbc1d17;Fgd5;Rab3gap2;Rgs2;Plekhg1;Arhgef10l;Syde1;Prex1;Arhgef2;Tbc1d1;Racgap1;Depdc1a;Tbc1d22a;Dock6;Arhgap11a;Arhgap18;Ranbp3l;Plekhg3;Tbc1d9;Arhgap31;Rap1gap2;Tbc1d24;Dock10;Hps4;Gbp5;Rgl1;Vps9d1;Ccdc88a;Dennd2a;Plekhg5;Dennd2d;Tsc2;Dock11;Cyth3;Arhgap45;Arhgap19;Dock2;Rin1;Rapgef5;Fgd3;Elmo1;Mcf2l;Rapgef2;Myo9a;Dennd6a;Wdr41;Lrrk2;Dennd1a;Acap1;Ccdc88c;Cyth4;Garnl3;Chn2;Ralgps1;Depdc1b;Iqgap3;Rapgef1;Rabgap1l;Arhgap21;Rasgrp2;Arhgef17;Gipc1;Eef1d;Tbc1d16;Abr
response to molecule of bacterial origin	response to molecule of bacterial origin;response to lipopolysaccharide	Nos1;Pde4b;Nqo1;Mapkapk3;H2-M3;Trim30d;Trim12a;Irgm2;Igtp;Gbp2;Gbp3;Cxcl9;Plcg2;Trim12c;Mapk3;Sash1;Prkca;Ptgfr;Ncf2;Cd274;Ltf;Cd86;Pde4d;Il12b;Sirpa;Tnfrsf11a;Irf8;S100a8;Cxcl16;Ptger1;Mrc1;Dab2ip;Trim30c;Tnfrsf1b;Gch1;Cd84;Tut4;Tap2;Ptpn22;S100a9;Eif2ak2;Ogt;Trim30a;Ttc39aos1;Gbp10;Vim;Gbp6;Axl;Ahr;Cd300lb;Nlrc3;Trim5;Palm3;Stat1;Klrk1;Tlr2;Serpine1;Il6;Nr4a1;Tnip2;Slc11a1;Cmpk2;Cnr2;Prkce;Btk;Gfi1;Cxcl10;Il1b;Ace;Pdcd4;Cyrib;Il12a;Gbp5;Tlr4;Jak2;Il10;Trem2;Nr1d1;Ccr7;Fcgr4;Hmgb2;Lbp;Ccl2;Fosl2;Col6a1;Mmp8;Cd180;Rps6ka3;Ticam2;Lilrb4a;Akt1;Cd14;Cd68;Abr;Casp4;Tifab;Nfkbil1;Spi1
