representative	grouped_terms	genes
ubiquitin protein ligase binding	ubiquitin protein ligase binding;ubiquitin-like protein ligase binding	Ngfr;Egfr;Becn1;Rnf186;Ifi211;Rad18;Wbp1l;Pik3r1;Ywhaz;Spopl;Derl1;Bid;Prr5l;Clu;Cul5;Spart;Ccdc50;Map1lc3b;Nkd2;Tcp1;Trim37;Erlin2;Cacul1;Jak1;Ube2l3;Fzd5;Ube2g1;Ube2w;Dazap2;Sumo2;Ctnnb1;Cul7;Ubash3b;Rb1;Yod1;Hspa1l;Casp8;Smad7;Ripk1;Prdx6;Rangap1;Laptm4b;Gabarapl2;Cul4a;Laptm5;Ltbr;Rraga;Faf1;Egr2;Cul2;Ggn;Eif4e2;Vcp;Tnfrsf1b;Blzf1;Hspd1;Pacrg;Usp25;Fancl;Ywhae;Ube2d2a;Rtn4;Pa2g4;Map3k7;Shprh;Uchl1;Prkar1a;Sting1;Rala;Ube2d3;Bag5;Lrpprc;Usp9x;Faf2;Ube2j1;Axin1;Anapc2;Traf4;Arrb1;Spop;Smad2;Mfhas1;Tollip;Parp1;Cul4b;Cul3;Hapstr1;Hspa9;Arih1;Jun;Smad5;Fzd6;Nploc4;Prkacb;Gabarapl1;Pias2;Atxn3;Hif1a;Sqstm1;Ubxn7;Crk;Tgfbr1;Smc6;Txnip;Sorbs1;Polr2a;Dtx3l;Stat1;Itch;Trip4;Ccnb1-ps;Stam
translation factor activity, RNA binding	translation factor activity, RNA binding;translation regulator activity, nucleic acid binding;translation regulator activity	Eif4e;Cpeb2;Eif1;Gtpbp1;Eef1b2;Eif2b2;Eif2b4;Eif3i;Eif1ax;Eif2a;Cpeb4;Eif4e3;Eef1a1;Cpeb1;Eif4h;Mtrfr;Eif4a1;Eif2s2;Gfm1;Eif6;Eif2s3x;Eif4e2;Eftud2;Eef2;Tufm;Eif3b;Eif3m;Eif2b5;Eif3d;Eif3c;Eif3l;Dhx29;Gspt1;Eif2s1;Eif4g2;Eif4b;Eif3a;Eif4g1;Eif5;Etf1;Pcbp1;Dazl;Tyms;Paip1;Abcf1;Ctif;Paip2b;Purb;Dhfr;Cirbp;Patl1;Fxr1;Ireb2;Serbp1;Eif4ebp2
autophagy	autophagy;process utilizing autophagic mechanism	Rnf185;Dcn;Elapor1;Trim27;Chmp2b;Wdr41;Wnk1;Pex5;Map2k1;Tm9sf1;Smcr8;Phf23;Fundc2;Pdcd6ip;Becn1;Rnf186;Cd84;Lzts1;Gopc;Ctsd;Trim23;Chmp6;Fyco1;Akt1;Bid;Ei24;Rragc;Clu;Pik3c2a;Ubqln1;Dram2;Ubxn6;Iigp1;Lepr;Trim32;Rab8a;Atg9b;Map1lc3b;Gata4;Cptp;Atg4c;Ubqln2;Smo;Ephb2;Rab1a;Vti1b;Tbc1d17;Gaa;Fez2;Chmp5;Adra1a;Synpo2;Mtm1;Mfsd8;Nprl2;Chmp7;Atg4a-ps;Sh3glb1;Snx4;Klhl22;Yod1;Sh3bp4;Vdac1;Wdr45;Atg5;Svip;Psen1;Irgm2;Rufy4;Nbr1;Nrbf2;Rragd;Usp10;Anxa7;Clec16a;Creg1;Mid2;Depdc5;Rab1b;Chmp4b;Gabarapl2;Gnai3;1600014C10Rik;Rraga;Snx14;Setd2;Ufm1;Dcaf12;Dnajc16;Vps4b;Vcp;Cdc37;Lamp2;Parl;Trp53inp2;Prkaa2;Tgfbrap1;Qsox1;Map3k7;Ubxn2a;Atg4b;Wipi1;Cdkn2a;Atg12;Sting1;Snx7;Tbc1d12;Bcl2l11;Vps4a;Smurf1;Mtdh;Vps41;Foxk1;Optn;Retreg2;Sptlc1;Kdr;Poldip2;Stbd1;Hmga1;Cltc;Pik3r4;Tollip;Epm2a;Snx30;Rab43;Plaa;Arsb;Rab7;Atg2b;Rb1cc1;Traf6;Sesn2;Npc1;Gabarapl1;Mtmr9;Wdr6;Eif4g2;Pip4k2c;Zmpste24;Hif1a;Stx12;Sqstm1;Ulk2;Retreg3;Bnip3l;Snap29;Pafah1b2;Arl8b;Acbd5;Rab3gap1;Ccny;Ilrun;Eif4g1;Mtor;Atf6;Rnf152;Slc25a46;Wac;Acvr2a
ATP synthesis coupled electron transport	ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;aerobic electron transport chain;respiratory electron transport chain;electron transport chain	ND6;Uqcrq;Ndufa12;Uqcr11;ND3;Cox5b;Uqcr10;Tafazzin;COX2;COX3;ND1;Ndufv3;Uqcc3;Ndufs8;Cox7c;Ndufs7;Cycs;Coa6;COX1;Ndufv2;CYTB;Cox7b;Cox8b;Ndufs6;Cox6a1;Uqcrb;ND2;Cox4i1;ND5;Dnajc15;Park7;ND4L;ND4;Ndufa7;Ndufa8;Sdhb;Afg1l;Ndufa10;Cox7a2;Uqcrh;Iscu;Ndufb9;Ndufa5;Mybbp1a;Immp2l;Etfb;Fdx2;Ndufb3;Fdx1
amino-acid betaine metabolic process	amino-acid betaine metabolic process;carnitine metabolic process	Aldh9a1;Bbox1;Chdh;Acadm;Acadl;Slc22a5;Crat;Crot;Cpt1a;Cpt2
positive regulation of SMAD protein signal transduction	positive regulation of SMAD protein signal transduction;regulation of SMAD protein signal transduction	Bmp10;Csnk2b;Gdf2;Bmp5;Glce;Twsg1;Bmpr2;Lgals9;Amh;Tgfbr2;Bmp2;Parp1;Bmpr1a;Smad4;Pparg;Tgfbr1;Bmp6;Acvr2a;Emilin1;Smad7;Ldlrad4;Tob1
oxidoreductase activity, acting on CH-OH group of donors	oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	Hsd17b12;Rdh1;Gfus;Hpgd;Akr1b8;Adh4;Impdh2;Hsd17b6;Akr1c14;Ldha;Impdh2-ps;Gulo;Dhdh;Sord;Hsd3b5;Hadh;Sdr9c7;Hsd17b4;Ehhadh;Ptgr2;Chdh;Hsd17b11;Hao1;Ptgr3;Aldh3a2;Rdh19;Hsd17b7;Gpd1;Bdh1;Rdh9;Gpd2;Dhrs4;Hadha;Dhrs1;Cyp4a14;Kdsr
guanyl nucleotide binding	guanyl nucleotide binding;guanyl ribonucleotide binding;GTP binding	Eif2b2;Arl4c;Arl6;Gbp10;Gbp6;Cngb1;Noa1;Trim23;Tubg2;Uprt;Suclg1;Arhgap5;Rragc;Rab2a;Rab38;Rab18;Gbp2;Iigp1;Rab5a;Rab8a;Gna11;Rab21;Ift22;Dnajc27;Gnl3l;Rab31;Rnd3;Rab1a;Rhot1;Gna14;Dync1li1;Ehd4;Gucy1a1;Eef1a1;Urgcp;Tsr1;Acsm1;Kras;Gbp5;Rab15;Rngtt;Irgm2;Arl4a;Rragd;Rab6a;Rab35;Ran;Rab1b;Septin2;Gnai3;Rab5b;Gnl1;Rasl11a;Rraga;Gpn3;Irgq;Gfm1;Rab28;Gna13;Eif2s3x;Arf6;Rab22a;Gnai1;Eftud2;Srp54b;Septin7;Rap1b;Cdc42;Arl1;Nras;Drg1;Rac1;Sting1;Rala;Arf2;Ehd3;Eef2;Tufm;Rtcb;Septin10;Ak4;Rab14;Gnl3;Rab8b;Mras;Arf3;Opa1;Arf1;Mfhas1;Rhou;Srp54c;Rab43;Rab7;Gspt1;Rhoa;Glud1;Atl3;Zng1;Arhgap35;Gch1;Arl5b;Prps2;Arl8b;Pde6c;Gtpbp4;Eif5;Srpra;Arl5a;Gna12;Rab30
vacuolar transport	vacuolar transport;lysosomal transport	Clu;Mon1b;Uevld;Vps53;Ubxn6;Dtx3l;Als2;Cacng7;M6pr;Vti1b;Snx16;Chmp5;Ap3s2;Grn;Mtm1;Rbsn;Chmp7;Atp6v0d1;Ndfip1;Nedd4;Hook3;Irgm2;Ccdc91;Clec16a;Ap3b1;Chmp4b;Laptm5;Ndfip2;Snx27;Ncoa4;Vps4b;Vcp;Lamp2;Vps37a;Tmem106b;Lamp1;Igf2r;Tgfbrap1;Vps35;Ehd3;Leprot;Ankfy1;Vps4a;Smurf1;Vps41;Slc30a4;Scyl2;Arf1;Pik3r4;Lipa;Chmp3;Plekhf2;Chmp1b2;Stam;Rab7;Psap;Hook1;Gak;Mgrn1;Sqstm1;Arl8b;Scarb2
cholesterol metabolic process	cholesterol metabolic process;secondary alcohol metabolic process;sterol metabolic process	Stard4;Lipc;Erlin2;Hmgcs1;App;Nfe2l1;Scarb1;Scap;Soat1;Cyp39a1;Apoa4;Abca5;Cln6;Hdlbp;Aplp2;Sult2a4;Ephx2;Serpina12;Insig2;Cyp51;Fgf1;Mvk;Ces1a;Msmo1;Qki;Prkaa2;Ldlrap1;Mbtps1;Lcat;Idi1;Lima1;Ttc39b;Lpcat3;Lipa;Por;Npc1;Mttp;Fech;Acadvl;Dhcr24;Hmgcs2;Sult2b1;Hsd17b7;Lrp5;Apob;Acadl;Pctp;Cyp2r1;Enpp1;Lepr;Cyp26b1;Erg28
ubiquitin-like protein conjugating enzyme binding	ubiquitin-like protein conjugating enzyme binding;ubiquitin conjugating enzyme binding	Marchf7;Rnf125;Arih2;Rnf180;Rnf185;Ankib1;Dcun1d1;Ube3d;Uba2;Rps3;Rnf14;Siah2;Ube2v1;Tollip;Ppara;Rnf217;Arih1;Traf6;Dcun1d4;Rnf19b;Rnf4;Marchf6;Rnf19a
lipid localization	lipid localization;lipid transport	Rft1;Abca3;Atg9b;Prelid1;Akt2;Stard4;Lipc;Slc10a1;Cptp;Triap1;Tex2;Kiss1r;Lypla1;Slc22a22;Tnfrsf11a;Slco1a6;Scarb1;Ugcg;Soat1;Osbpl1a;Acsl6;Cyp2j5;Apoa4;Fabp7;Il1b;Slco1c1;Mest;Lipg;Ttpa;Abca5;Mfsd2a;Itgb3;Abcg8;Fabp1;Serac1;Atp9a;Hdlbp;Nos2;Pla2g12a;C2cd2l;Fto;Nus1;C3;Slc27a4;Kcnj8;Agtr1a;Ceacam1;Got2;Vps4b;Slco1b2;Plin5;Ces1a;Clptm1l;Ldlrap1;Stoml2;Gpihbp1;Eprs1;Apom;Il1a;Aqp9;Pnpla2;Enpp1;Rbp7;Hexb;Slco1a1;Pdzd8;Vps4a;Pisd;Itgav;Lcat;Hbp1;Tmem30a;Lima1;Osbpl6;Ttc39b;Lpcat3;Lipa;Ppara;Tmem30b;Vapb;Psap;Atg2b;Lrp6;Npc1;P2ry2;Cert1;Mttp;C1qtnf1;Stx12;Pparg;Pnpla8;Ptpn11;Slc25a20;Arl8b;Zdhhc5;Lrat;Abcd3;Acsl1;Fitm2;Abcb4;Apob;Slc27a2;Abcd2;Crot;Scarb2;Pctp;Bmp6;Plin2;Adipoq;Acsl4;Ces1c;Osbp2;Slc22a1;Vps53
nucleoside bisphosphate metabolic process	nucleoside bisphosphate metabolic process;ribonucleoside bisphosphate metabolic process;purine nucleoside bisphosphate metabolic process	Coasy;Pdk3;Acsm5;Pdhb;Dip2a;Acsm2;Slc25a42;Ces1d;Slc25a16;Suclg1;Acsl4;Oxsm;Acot8;Hmgcs1;Acot4;Acsl6;Acsm1;Pdha1;Vdac1;Acadsb;Pdhx;Acaa2;Acot9;Sult2a4;Vnn1;Sult1b1;Acot2;Sucla2;Mvk;Pdk4;Mmut;Enpp1;Ogdh;Acot3;Dld;Mlycd;Pank3;Hsd17b4;Ehhadh;Hmgcl;Acat1;Hmgcs2;Sult2b1;Acsl1;Acot1;Fitm2;Acot12;Pank1;Crot
autophagosome assembly	autophagosome assembly;autophagosome organization	Smcr8;Phf23;Becn1;Rnf186;Ctsd;Ubqln1;Atg9b;Map1lc3b;Atg4c;Ubqln2;Ephb2;Rab1a;Fez2;Synpo2;Mtm1;Atg4a-ps;Sh3glb1;Snx4;Wdr45;Atg5;Psen1;Irgm2;Rufy4;Rab1b;Gabarapl2;Trp53inp2;Ubxn2a;Atg4b;Wipi1;Atg12;Sting1;Snx7;Tbc1d12;Smurf1;Stbd1;Epm2a;Snx30;Rab43;Rab7;Atg2b;Rb1cc1;Traf6;Gabarapl1;Pip4k2c;Stx12;Ulk2;Rab3gap1;Mtor;Pik3c2a;Dnajc16
transporter complex	transporter complex;transmembrane transporter complex	Chrna4;ND6;Uqcrq;Ndufb1;Slc26a6;Ndufa12;Ndufa5;Atp11a;Ndufb7;Uqcr11;Ndufa13;ND3;Catsper2;Timm10b;Ndufa2;Slc2a1;Ndufa11;Ndufa6;Ndufb2;Uqcr10;Atp5mc1;ND1;Ndufv3;Uqcc3;Ndufc1;Ndufs8;Timm13;Ndufs7;Cacna1d;Kcnj2;Dpp6;Kcna2;COX1;Ndufs5;Atp8a1;Ndufv2;CYTB;Ndufa1;Smdt1;Ndufs6;Uqcrb;Clcn2;Ndufa3;Atp6v1f;Ndufb3;Ndufb10;Slc9a1;ND2;Atp6v1g1;Cacnb1;Kcnip4;ND5;Kcnd1;Lrrtm4;Pln;Cacnb4;ND4L;Timm9;Kcnc3;ND4;Ccdc51;Ndufa7;Pacc1;Scn5a;Kcnk13;Pkd1;Cacna1e;Dlg2;Ndufa8;Ndufb11;Cacnb2;Cpt1c;Ryr1;Dlg4;Kcnk2;Atp10d;Grik3;Ptk2b;S100a9;Ndufa10;Dmac1;Best1;Ndufb5;Scn2a;Foxred1;Ndufb4;Cacnb3;Ndufab1;Uqcrh;Stx1a;Kcnd3;Tmem37;Ndufb9;Dmac2;Akap6;Atp2a2;Grik5;Gabrr2;Porcn;Atp10a;Cacna1i;Hvcn1;Kcnh7;Grin2c;Cftr;Pkd1l3
lytic vacuole	lytic vacuole;lysosome	Gpr155;Slc48a1;Vps33a;Ctsl;Snx6;Hap1;Cybrd1;Rab12;Serpinb1a;Sec13;Tpp1;Slc37a3;Shkbp1;Sgsh;Mreg;Rragb;Slco2a1;Nprl3;Insr;Gusb;Tm6sf1;Mios;Sort1;Marchf9;P2rx4;Ada;Ctss;Elapor1;Anxa6;Pcyox1;Ctsc;Kcnq1;Hpse;Akr1b7;Chmp2b;Tm9sf1;Ctsb;Slc66a1;Ctsd;Trim23;Man2b1;Ap1b1;Chmp6;Fyco1;Tmem165;Ctbs;Arsg;Capn1;Rragc;Ctns;Laptm4a;Rab38;Dram2;Clcn7;Ubxn6;Dtx3l;Rnf13;Abca3;Slc49a4;Map1lc3b;Clcn4;Ncstn;Sppl2a;Wdr48;M6pr;Sult1c2;App;Ccz1;Vti1b;Slc15a3;Gaa;Snx16;Slc3a2;Chmp5;Grn;Scarb1;Ppt1;Mfsd8;Nprl2;Chmp7;Atp6v0d1;Cln5;Klhl22;Mcoln3;Tmem9b;Plbd1;Il1b;Prdx6;Gzmc;Lrrc8a;Abca5;Psen1;Ostm1;Prf1;Nbr1;Rragd;Clec16a;Laptm4b;Creg1;Bri3;Depdc5;Chmp4b;Ap1m1;Clcn3;Bace1;Atp6ap2;Laptm5;Rraga;Cd68;Lars1;Ncoa4;Slc17a5;Snx14;Vma21;Cd164;Ppt2;Nsg2;Itm2c;Anxa11;Akr1b8;Vopp1;Arrdc3;Kics2;Lamp2;Lgmn;Ctso;Tmem106b;Lamp1;Gns;Marchf8;Slc39a8;Calcrl;Asah1;Ctsf;Tmbim1;Vps35;Hexb;Rab14;Atraid;Vps4a;Vps41;Man2b2;Slc30a4;Ids;Vps26a;Ctsh;Uba1;Abcb6;Siae;Cltc;Lipa;Seh1l;Chmp3;Arsb;Rab7;Psap;Rb1cc1;Sesn2;Npc1;Atxn3;Rnf19b;Hyal2;Sqstm1;Arl8b;Atp6v1a;Mfsd1;Mtor;Rnf152;Slc9b2;Tinagl1;Lmbrd1;Scarb2
cellular response to insulin stimulus	cellular response to insulin stimulus;response to insulin	Ywhag;Csrp3;Nck1;Ctsd;Ndel1;Pik3r1;Prkcz;Akt1;Dnai1;Pten;Tns2;Rab8a;Trarg1;Pik3ca;Ide;Akt2;Adipor1;Sh2b2;Rab31;Sik2;Foxo4;Ahsg;Foxc2;Nucks1;Rb1;Cpeb1;Il1b;Myo1c;Zfp106;Sp1;Kat2b;Irs1;Serpina12;Socs7;Slc27a4;Insig2;Ceacam1;Fer;Bcar1;Pdk4;Ncl;Hnrnpk;Ptpra;Sco1;Dennd4c;Mapk1;Wdtc1;Eprs1;Enpp1;Sos1;Sgk1;Opa1;Pdpk1;Hmga1;Parp1;Slc25a33;Snx5;Pip4k2c;Eif4ebp2;Pparg;Ptpn11;Lonp1;Mtor;Sorbs1;Smarcc1;Inhbb;Adipoq;Cd2ap;Scap;Egr2;Kcnj8;Eif6;Ppara;Sesn2;Hadha
regulation of translation	regulation of translation;regulation of amide metabolic process	Akt2;Nsun3;Taco1;Ythdf2;App;Pdik1l;Eif2a;Tnrc6b;Cpeb4;Rnf139;Cnot1;Ago1;Eif4e3;Eif4a3l2;Cpeb1;Nolc1;Rps3;Bzw1;Syncrip;Ythdf1;Caprin1;Paip1;Ppp1ca;Sh3bgrl;Fastkd2;Lsm14a;Trub2;Lsm14b;Ptafr;Trap1;Eif6;Eif4e2;Abcf1;Cnot6;Mvk;Niban1;Tmed2;Eif4a3;Zfp706;Ctif;Abce1;Dnajc3;Ncl;Qki;Pa2g4;Paip2b;Alkbh5;Dhx9;Mapk1;Eprs1;Eef2;Cnot9;Lrpprc;Ddx6;Eif3b;Serbp1;Upf3a;Eif2ak1;Tob1;Eif2b5;Eif3d;Khdrbs1;Trmt10c;Kbtbd8;Pum2;Gspt1;Ptbp1;Sesn2;Rxra;Eif2s1;Tpr;Ago2;Jmjd4;Eif4g2;Fech;Eif4ebp2;Uhmk1;Csde1;Otud6b;Larp4;Eif4g1;Cnot6l;Mtor;Eif5;Enc1;Ddx3x;Etf1;Rbm24;Ifngr1;Ormdl1;Sp1;Eed;Pdk4;Rtn4;Rtn3;Ccn1
viral release from host cell	viral release from host cell;exit from host cell	Trim62;Chmp2b;Chmp6;Chmp5;Chmp7;Trim25;Chmp4b;Vps4b;Pcx;Vps4a;Vapb;Rab7;Arl8b;Ddb1
myelination	myelination;ensheathment of neurons;axon ensheathment	Slc8a3;Mios;Degs1;Ctsc;Cntnap2;Map2k1;Tgfb1;Eif2b2;Ngfr;Jam3;Bcas1;Eif2b4;Nf1;Akt1;Kel;Clu;Tnfrsf21;Pten;Pals1;Ncstn;Akt2;Dicer1;Gnpat;Afg3l2;Ctnnb1;Tmem98;Trf;Xk;Atrn;Ormdl1;Ilk;Mpz;Mal2;Egr2;Tnfrsf1b;Hnrnpk;Qki;Mapk1;Dag1;Dlg1;Enpp1;Hexb;Fig4;Sos1;Pllp;Eif2b5;Hgf;Serinc5;Ppp3r1;Cdh2;Psap;Rxra;Zfp24;Rnf10;Mtmr2;Ndrg1;Mtor;Slc25a46;Abcd2;Nab1;Id4
piecemeal microautophagy of the nucleus	piecemeal microautophagy of the nucleus;nucleophagy;microautophagy	Atg9b;Atg4c;Atg4a-ps;Atg5;Atg4b;Atg12;Snx7;Snx30;Atg2b;Rb1cc1;Ulk2;Vps4b;Vps4a
