representative	grouped_terms	genes
immune response-activating signaling pathway	immune response-activating signaling pathway;immune response-regulating signaling pathway	Rsad2;Csnk1a1;Clpb;H2-D1;Nlrp3;Lpxn;Dhx58;Tcrb;Nploc4;Banf1;Rftn1;Cmklr1;Usp46;Appl1;Tlr2;Ifi35;Ltf;C3;Gpr108;Cd86;Thy1;Txk;Laptm5;Syk;Ptpn22;Parp1;S100a14;Lilrb4a;Cd14;Tlr4;Ticam2;Nckap1l;Acod1;Lilrb4b;Pycard;Cyld;Nagk;Trim30a;Tlr11;Tifab;Cd79b;Lbp;Fcer1g;Sqstm1;Gbp5;Nfkbid;Skap1;Klrk1;Wnk1;Dgkz;Myo1g;Rtn4;Nod2;C5ar2;Trim32;Oas3;Flot1;Ube2n;Irak3;S100a9;Slc15a3;Fyb1;Fpr1;Plcg2;H2-Q6;Themis2;Lyn;Nfatc2;Ddx60;Ifi204;Kcnj8;Hspd1;Itk;Nlrx1;Oas1g;Irf3;Tnip1;Pram1;Lat;Mavs;Fpr2;Esr1;Eif2b3;Treml4;Nfam1;Grb2;Gcsam;Ubqln1;Ifi213;Lyplal1;Klri2;Rnf135;Skint3;Cd81;Ifi209;Vtcn1;Nop53;Ifi214;Ifi205;Cmtm3;Tmem126a;Otulin;Cd3e;Brcc3;Tnfaip3;Cyba;Tlr8;Oas1a;Prkcb;Nr1h3;Cd47;Nmi;Lgals3;Klrc1;Eif2b2;Irgm1;Zcchc3;Oasl1;Ifi211;Cd274;Smpdl3b;Tnfrsf21;Zc3h12a;Mbl2;Tyro3;Rigi;S100a8;Eif2b5;Ptpn2;Igtp;Tyrobp;Akt1;Ubash3a;Irgm2;Rab29;Psen1;Phb2;Gm12250;Gata3;Ninj1;Zap70;Ptpn6;Gbp2;Ermap;Ctsh
organic acid biosynthetic process	organic acid biosynthetic process;carboxylic acid biosynthetic process	Enoph1;Apip;Fads1;Cth;Gstp3;Phgdh;Pcbd2;Ldhb;Ptges3;Errfi1;Cyp27a1;Mgst2;Gstm4;Rbp1;Glul;Gamt;Prmt3;Pycr1;Chst12;Ceacam1;Akr1a1;Ass1;Slc45a3;Cd74;Pkm;Syk;Got2;Lipc;Upb1;Pex2;Rdh9;Il1b;Prxl2b;Acot7;Fabp5;Aasdhppt;Fmo3;Bhmt;Mlycd;Ces1b;Abat;Tbxas1;Bhmt1b;Akr1b1;Baat;Atp2b4;Aldh18a1;Kynu;Cyp7a1;Amacr;Abcd2;Ldha;Acox2;Abcd1;Asl;Ptgs1;Pah;Slc38a1;Hsd17b10;Aldh8a1;Hacd4;Gstm7;Akr1c6;Mthfr;Prkab1;Hacd1;Aldh1a2;Gulo;Acadvl;Cbr4;Nr1h3;Eif6;Agxt;Rgn;Chst14;Cbs;Gne;Lta4h;Haao;Acsf3;Abhd2;Akr1c20;Pla2g4f;Bhmt2;Mthfd1;Ces1c;Alox12;Cad;Pecr;Gsto1;Mecr;Fmo1;Got1;Shmt2;Thnsl2;Shmt1;Nags;Mcat;Rdh1;Rdh16f2;Acsm1;Prkag3
response to interleukin-4	response to interleukin-4;cellular response to interleukin-4	Pml;Xbp1;Tuba1b;Rplp0;Il4;Parp14;Alad;Jak3;Hspa5;Impdh2;Tcf7;Coro1a;Rps2;Hsp90ab1;Jak1;Rpl3;Cdk4;Keap1;Ptpn2;Gata3;Nfil3
organellar small ribosomal subunit	organellar small ribosomal subunit;mitochondrial small ribosomal subunit	Mrps12;Mrps7;Mrps18c;Dap3;Mrps18a;Mrps9;Mrps17;Mrps16;Mrps22;Mrps2;Mrps14;Mrps24;Mrps27;Mrpl42;Mrps26;Chchd1;Mrps34
ribonucleotide metabolic process	ribonucleotide metabolic process;ribose phosphate metabolic process;purine ribonucleotide metabolic process	Nt5c;Pdhb;Ndufb5;Slc2a6;Atp5f1c;Nme7;Il4;Ndufb11;Gale;Ndufs2;Prkaca;Acot4;Eno4;Sult2a7;Nudt18;Adcy7;Pkm;Atp5mc3;Atp5f1d;Mpc1;Parp1;Gda;Slc4a1;Mpi;Atp5pb;Upb1;Aldoart1;Sucla2;Ndufs6;Acot7;Gimap7;Atp5mc1;Rhoa;Ola1;Nme1;Adss1;Pid1;Sult1b1;Nme3;Acnat2;Mlycd;Mvd;Impdh2;Acsl5;Atp5f1a;Ndufa12;Baat;Stat3;Kynu;Itpa;Eno1;Ndufb10;Pgk1;Atp5po;Bpgm;Cda;Abcd1;Ndufa9;Atic;Ppcs;Mlx;Jmjd8;Nudt2;Rnaseh2b;Acaa2;Mpc2;Tpi1;Ndufa7;Vcp;Ndufs3;Acot9;Impdh2-ps;Hk3;Tspo;Bad;Suclg1;Mvk;Sult2a3;Atp5if1;Coasy;Eif6;Atp5f1b;Acot3;Clpx;Pmvk;Nudt11;Dpys;Ldhd;Urad;Dnajc30;Ctps2;Nt5e;Hk1;Gmpr2;Mthfd1;Papss2;Dhodh;Ucp2;Hmgcl;Umps;Cad;Gcdh;Actn3;Ran;Adsl;Psen1;Ndufv1;Pnp;Fbp1;Mccc2;Urah;Adcy1;Sult2a4;Uck2;Sult2a6;Acsm1;Prkag3;Sult2a5;Sult2a2;Sult2a1;Taldo1;Prpsap2
GTP binding	GTP binding;guanyl nucleotide binding;guanyl ribonucleotide binding	Rras;Rragc;Rab44;Rab12;Tubb2a;Rab42;Uprt;Rragd;Rab11a;Thg1l;Rab30;Tubd1;Gnl3l;Rhob;Tubg1;Arl4c;Bms1;Pip4k2b;Rab21;Gbp8;Gna12;Gtpbp1;Gfm1;Gbp11;Irgq;Gucy2g;Gspt1;Drg1;Eefsec;Gbp9;Tuba1b;Rerg;Lrrk1;Agap2;Gbp3;Srpra;Rngtt;Nuggc;Nkiras2;Ift22;Rhoc;Eif2s3x;Gimap9;Nin;Rasl11a;Ehd1;Pck2;Rhog;Arf4;Mtg2;Dnm1;Glud1;Septin7;Gmppb;Srl;Nkiras1;Rab8b;Gbp5;Srp54c;Gimap7;Rhoa;Ola1;Nme1;Adss1;Gimap4;Arf2;Arl6;Rrad;Gna13;Rab32;Sar1a;Rit1;Ift27;Arl3;Gna15;Gnat2;Fkbp4;Dnajc27;Rac1;Tuba4a;Eef2;Arf3;Tubb4b;Tuba1a;Gbp2b;Eef1a2;Rab40b;Ehd3;Nudt2;Rasd1;Gbp4;Gnai2;Gpn1;Gimap3;Rab35;Lsg1;Rnd1;Hsp90ab1;Gtpbp3;Rac2;Gbp7;Tubb1;Gch1;Tuba1c;Anxa6;Tubb2b;Mtg1;Gimd1;Eif2b2;Irgm1;Gbp6;Rtcb;Tgtp1;Arl8b;Septin5;Rab1b;Rigi;Arfrp1;Gbp10;Septin9;Samhd1;Igtp;Ran;Irgm2;Srp54b;Rab29;Arl11;Gbp2;Tufm;Acsm1;Mpped2;Prps1;Suclg1
oxidoreductase activity, acting on CH-OH group of donors	oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	Miox;Hsd17b2;Hpgd;Dhrs4;Phgdh;Ldhb;Dhrs1;Rdh12;Dhrs11;Srd5a2;Hadh;Dhdh;Grhpr;Akr1a1;Cbr1;Akr1c12;Rdh9;Prxl2b;Idh3g;Dhrs7;Akr1b7;Idh3b;Impdh2;Hsd3b1;Akr1b1;Sdr42e1;Hadha;Cbr3;Akr1c13;Ldha;Hsd17b10;Hsd3b7;Hao2;Akr1b8;Adh5;Spr;Mdh1;Akr7a5;Akr1c6;Impdh2-ps;Akr1e1;Gulo;Adh6b;Akr1c19;Cbr4;Dhrs3;Ldhd;Akr1c20;Me2;Mdh2;Idh2;Gfus;Adh1;Rdh1;Dcxr;Rdh16f2;Idh1;Hibadh;Rdh11;Idh3a;Rdh19;Sord
histone demethylase activity	histone demethylase activity;protein demethylase activity;histone H3 demethylase activity	Uty;Kdm5d;Kdm4c;Jmjd1c;Rsbn1;Kdm3a;Kdm6b;Kdm7a;Kdm2a;Kdm5a;Kdm3b
defense response to virus	defense response to virus;response to virus	Casp1;Ddx21;Pml;Rsad2;Clpb;Pmaip1;Cd207;Nlrp3;Atg5;Dhx58;Trim26;Nck1;Trim30c;Trim44;Atg16l1;Cxcl9;Vapb;Il4;Cd86;Ifitm6;Ptpn22;Polr3b;Ticam2;Bst2;Ccl5;Acod1;Pycard;Crcp;Trim30a;Il1b;Slfn8;Htra1;Znfx1;Gbp5;Elmod2;Tomm70a;Rtp4;Rnf26;Trim32;Tspan32;Oas3;Ube2n;Polr3c;Mlkl;Fadd;Ddx60;Ifi204;Kcnj8;Ifit3b;Creb3;Vamp8;Gbp2b;Oas1g;Irf3;Irf5;Ifngr1;Mul1;Mavs;Treml4;Garin5a;Ifi213;Trim6;Rnf135;Gbp4;Ifi209;Dus2;Ifi214;Ifi205;Ifit3;Sin3a;Gbp7;Ddx56;Exosc5;Pqbp1;Tlr8;Oas1a;Isg20;Oasl2;Spn;Parp9;Irgm1;Zcchc3;Oasl1;Ifi211;Ddx1;Zc3h12a;Ifitm3;Mbl2;Rigi;Zbp1;Samhd1;Igtp;Irgm2;Stat1;Phb2;Ifitm1;Gm12250;Ifitm2;Cd37;Ncbp3;Pou2af1;Batf3;Itgb6;Lcn2;Irak3;Mapk14;Ifi27l2a;Gm11772;Lgals9;Nmi;Tgtp1;Klra8
response to protozoan	response to protozoan;defense response to protozoan	Batf;Ccdc88b;Gbp8;Gbp11;Gbp9;Gbp3;Il4;Tspan32;Bpgm;Slc11a1;Gbp2b;Gbp4;Vtcn1;Gbp7;Spn;Tgtp2;Gbp6;Tgtp1;Nkg7;Gbp10;Irf8;Igtp;Irgm2;Gm12250;Gbp2;Cd37
cellular response to lipopolysaccharide	cellular response to lipopolysaccharide;cellular response to biotic stimulus;cellular response to molecule of bacterial origin	Mapk1;Pde4b;Cd80;Cmpk2;Mmp8;Arid5a;Casp1;Ppbp;Nlrp3;Xbp1;Trim30c;Cxcl9;Gbp3;Ltf;Bmp6;Nuggc;Cd86;Ptpn22;Lilrb4a;Cd14;Ppm1e;Tlr4;Ticam2;Acod1;Ly86;Pycard;Trim30a;Tifab;Il1b;Ctsg;Cd68;Lbp;Gbp5;Rhoa;Klrk1;Axl;Nod2;Ccl2;Il36g;Irak3;Selenos;Mapk3;Mapk14;Cxcl13;Plcg2;Lyn;Paf1;Spi1;Gbp2b;Irf3;Tnip1;Irak4;Tnfaip3;Gch1;Litaf;Nr1h3;Fcgr4;Irgm1;Gbp6;Chmp5;Casp7;Cdk4;Cd274;Zc3h12a;Gbp10;Irf8;Igtp;Akt1;Irgm2;Stat1;Gbp2;Nfkbib;Fbh1;Tlr2;Syk;Hspa5;Ahr;Smc1a
nucleoid	nucleoid;mitochondrial nucleoid	Ddx28;Prorp;Elac2;Hspa9;Cps1;Mterf2;Hadha;Slc25a5;Tefm;Hsd17b10;Mtnap1;Lrrc59;Acadvl;Poldip2;Atp5f1b;Clpx;Lonp1;Top1mt;Shmt2;Tufm
maintenance of cell number	maintenance of cell number;stem cell population maintenance	Tbx1;Braf;Kdm4c;Jmjd1c;Fgfr3;Rif1;Fancd2;Nfib;Ogt;Cdh2;Tcf7l1;Arid4b;Sinhcaf;Mtf2;Tet1;Bicral;Kdm3a;Sfrp1;Zc3h13;Tcf7l2;Nkap;Ldb1;Rtf1;Lig4;Smarca2;Actl6a;Apc;Vangl2;Loxl2;Tead4;Setd1a;Bicra;Nipbl;Trim8;Bcl9;Raf1;Mecom;Brd9;Tpt1;Fzd7;Erdr1x;Stag2;Sav1;Arid4a;Hnf1b;Sox9;Mmp24;Arid1a;Ss18;Kat6a;Aspm;Phf19;Igf1;Gnl3;Wdr47;Hook3;Hdac2;Tead3;Suds3;Med12;Dicer1;Crebbp;Mcph1;Bcl7a;Rbbp4;Cul4a;Sirt6;Hes1;Smc5;Tal1
kidney development	kidney development;renal system development	Tgfbr1;Erbb4;Dync2h1;Adamts16;Smad3;Dlg5;Wwtr1;Jag1;Tgfb2;Tet2;Fgfr2;Pbx1;Lrp4;Robo2;Vegfa;Sgpl1;Cyp4a12b;Lamb2;Pdgfa;Cys1;Cplane1;Pkhd1;Pkd1;Epcam;Sfrp1;Pds5a;Lama5;Ctns;Sox17;Plxnd1;Apc;Id2;Bmp4;Vangl2;Cyp4a12a;Gdf6;Tshz3;Adamts1;Wnt7b;Actn4;Ampd2;Epha7;Tns2;Mtss1;Ace;Lzts2;Rarb;Enpep;Ptch1;Bax;Ext1;Wnk4;Spp1;Asxl1;Gcnt4;Dchs1;Ptk7;Nf1;Flcn;Hnf1b;Pcsk9;Hey1;Ppp3ca;Wt1;Sox9;Nrp1;Nle1;Tsc1;Itga8;Ift88;Ift25;Amer1;Zfp950;Robo1;Comt;Glis2;Pkd2;Arid5b;Cux1;Itga3;Epha4;Wnt4;Tek;Cyp4a32;Lgr4;Cfh;Rara;Ctnnbip1;Nphp3;Klhl3;Bag6;Ifng;Cd2ap;Zng1;Nup133;Gpr4;Mecom;Npr2;Nfia
eye development	eye development;visual system development;sensory system development;camera-type eye development	Tgfbr1;Cfd;Kmt2c;Man2a1;Zeb1;Smad3;Fzd5;Olfm3;Jag1;Tgfb2;Fat1;Fgfr3;Fgfr2;Chd7;Nfib;Spred2;Pbx1;Vegfa;Lamb2;Alms1;Large1;Flt1;Thrb;Atf4;Pbx4;Bmpr2;Hipk2;Mfap2;Pds5a;Ppp2r3a;Ctns;Col5a2;Crygn;Apc;Bmp4;Inhba;Stau2;Atf6;Meis2;Lrp6;Bmpr1b;Nipbl;Megf11;Mitf;Rarb;Med1;Prkci;Sos1;Scrib;Bax;Nphp4;Col8a2;Map3k1;Nf1;Sipa1l3;Wt1;Sox9;Tgif1;Nrp1;Smoc1;Bfsp1;Dll4;Frs2;Ift88;Zeb2;Arid1a;Mdm1;Twist2;Atp8a2;Rarg;Dzank1;Mertk;Nhs;Slc4a7;Epha2;Col5a1;Jun;Sp1;Ephb2;Sdk2;Tmem231;Rom1;Dio3;Nfia;Cabp4;Smarcd3;Tsku;Crb1;Tmem135;Lamc3;Tenm3;Ppp1r13l;Rab3gap1;Hdac2;Crybb1;Cfh;Rara;Col8a1;Tcirg1;Cdkn1b;Fzd4;Nphp1;Foxp2;Dlg1;Rpgr;Smg9
response to lipopolysaccharide	response to lipopolysaccharide;response to molecule of bacterial origin	Mmp8;Arid5a;Casp1;Ppbp;Acp5;Fbxo3;Nlrp3;Xbp1;Trim30c;Cxcl9;Gbp3;Ltf;Bmp6;Nuggc;Elane;Cd86;Ptpn22;S100a14;Lilrb4a;Cd14;Ppm1e;Tlr4;Ticam2;Acod1;Ly86;Pycard;Trim30a;Tifab;Il1b;Ctsg;Cd68;Lbp;Gbp5;Rhoa;Klrk1;Axl;Nod2;Ccl2;Prdx3;Cps1;Il36g;Irak3;Selenos;S100a9;Mapk3;Mapk14;Cxcl13;Plcg2;Lyn;Slc11a1;Kcnj8;Paf1;Ncf2;Spi1;Cd96;Gbp2b;Irf3;Tnip1;Irak4;Adh5;Trim6;Tnfaip3;Gch1;Litaf;Nr1h3;Fcgr4;Lgals9;Ptgir;Nqo1;Irgm1;Gbp6;Chmp5;Casp7;Cdk4;Cd274;Zc3h12a;Gbp10;Irf8;S100a8;Igtp;Akt1;Irgm2;Stat1;Wfdc21;Gbp2;Nfkbib;Nos1;Tlr2;Tap2;Ahr;Cd24a;Irf5
peptidyl-serine modification	peptidyl-serine modification;peptidyl-serine phosphorylation	Tgfbr1;Dock7;Sfrp2;Braf;Mast4;Tbk1;Smg1;Chuk;Atr;Rock1;Met;Fnip1;Myo3a;Vegfa;Ogt;Csnk1g1;Prkd1;Dyrk1a;Mast3;Map3k12;Poglut2;Akap9;Pkd1;Ttbk1;Dyrk2;Prkca;Hipk2;Csnk1g3;Pde4d;Ern1;Mlxipl;Rictor;Fnip2;Crebl2;Mast1;Bag4;Gsk3a;Morc3;Clk1;Plk2;Rps6ka3;Raf1;Rps6ka6;Prkci;Ttbk2;Ntf5;Bax;Galnt13;Rps6ka1;Rock2;Atm;Mapk12;Ulk2;Prkcg;Srpk1;Pdpk1;Prkaa1;Pikfyve;Nsd1;Csnk1g2;Gsk3b;Stk4;Rps6kb1;Lats1;Prkce;Dyrk1b;Ercc6;Csnk1e;Phip;Rps6kb2;Sgk3;Mapkapk3;Mapk7;Stk38;Ngf;Ntf3;Top1;Rps6ka5;Dclk2;Tnf;Ulk1;Mif
cell-cell signaling by wnt	cell-cell signaling by wnt;Wnt signaling pathway	Sfrp2;Jade1;Cmah;Smad3;Reck;Fzd5;Tmem237;Wwtr1;Limd1;Abl2;Fgfr3;Fgfr2;Ror1;Lrp4;Mdfi;Csnk1g1;Tnks2;Snai1;Gli1;Cdh2;Tcf7l1;Ctnnd2;Dvl2;Tle2;Pkd1;Lrrfip2;Tmem131l;Eda;Fzd6;Gprc5b;Xiap;Daam2;Macf1;Sfrp1;Csnk1g3;Vgll4;Tmem88b;Lmbr1l;Tcf7l2;Ldb1;Amotl2;Ppp2r3a;Rnf43;Rtf1;Sox17;Atp6ap2;Zranb1;Wwox;Apc;Znrf3;Prdm15;Vangl2;Fzd1;Gsk3a;Rnf220;Ccne1;Ryk;Fermt2;Lrp6;Wnt7b;Prkn;Daam1;Mitf;Dixdc1;Chd8;Bcl9;Sema5a;Lzts2;Tle3;Kremen1;Folr1;Ext1;Egf;Nphp4;Strn;Senp2;Fzd7;Abl1;Rbms3;Ptk7;Dab2ip;Map3k1;Hnf1b;Sox9;Prkaa1;Nle1;Rab5a;Dact1;Amotl1;Csnk1g2;Zeb2;Gsk3b;Amer1;Celsr2;Stk4;Lats1;Csnk1e;Gpc4;Lzic;Pkd2;Stk3;Aspm;Gnaq;Col1a1;Itga3;Tmem198;Tsku;Wnt4;Calcoco1;Cdh1;Ift80;Hdac2;Lgr4;Nlk;Med12;Tle1;Ctnnbip1;Nphp3
