representative	grouped_terms	genes
peroxisome	peroxisome;microbody	Pex11b;Acsl6;Fabp1;Nbr1;Acaa1b;Pxmp4;Ephx2;Hspd1;Mpv17;Mlycd;Idi1;Eci2;Vwa8;Hsd17b4;Ehhadh;Ech1;Ptgr3;Aldh3a2;Acsl1;Pnpla8;Hmgcl;Abcd3;Hsdl2;Crat;Acad11;Abcd2;Amacr;Crot;Dhrs4
cellular catabolic process	cellular catabolic process;catabolic process	Vti1b;Fabp1;Prdx3;Amt;Nbr1;Fastkd2;Acadsb;Vdac1;Acaa1b;Prdx6;Acad8;Acaa2;Acot2;Aldh6a1;Ephx2;Apex1;Parl;Echs1;Snd1;Got2;Lrpprc;Abat;Nnt;Nsun2;Aifm1;Bcl2l11;Hexb;Grsf1;Ogdh;Aldh2;Nln;Acads;Gcsh;Pde12;Mlycd;Cryz;Auh;Eci2;Dld;Hsd17b4;Hadh;Ehhadh;Glud1;Poldip2;Ppm1k;Bnip3l;Etfdh;Maoa;Acsl1;Pnpla8;Hmgcl;Snap29;Acadm;Acadvl;Acat1;Abcd3;Slc25a46;Hadhb;Crat;Decr1;Acad11;Abcd2;Hadha;Amacr;Crot;Acadl;Cpt1a;Cpt2;Eci1;Lypla1;Wdr77;Kmo;Rad23a;Ngly1;Sco1;Crbn;Pisd;Yme1l1;Lonp1
ATP synthesis coupled electron transport	ATP synthesis coupled electron transport;mitochondrial ATP synthesis coupled electron transport;aerobic electron transport chain;electron transport chain;respiratory electron transport chain	Ndufa12;Uqcr11;Uqcrq;Uqcr10;Cox5b;Cycs;Ndufv3;Ndufv2;Uqcc3;Coa6;Ndufs8;Tafazzin;Cox7c;Ndufs7;Cox7b;Ndufs6;Uqcrb;Cox6a1;Dnajc15;Cox8b;Cox4i1;Park7;Ndufa7;Sdhb;Ndufa8;Cox7a2;Ndufa10;Afg1l;Ndufb9;Iscu;Uqcrh;Ndufs3;Ndufb6;Ndufb8;Cox8a;Ndufa5;Fdx2;Ndufb3;Immp2l;Fdx1;Etfb
adenyl nucleotide binding	adenyl nucleotide binding;adenyl ribonucleotide binding;purine nucleotide binding;carbohydrate derivative binding;ribonucleotide binding;purine ribonucleotide binding;ATP binding	Gars1;Acsl6;Atp5f1a;Tnk1;Afg3l1;Ndufv1;Ddx28;Pccb;Dnaja3;Nadk2;Cdc123;Polq;Grpel1;Trap1;Abcb7;Adck2;Agk;Pdk4;Pcx;Sucla2;Nnt;Atp5f1b;Acsf2;Hspd1;Aldh9a1;Aldh2;Ak4;Abcb6;Acads;Fars2;Cdc42bpa;Cryz;Yme1l1;Eci2;Vwa8;Dld;Hadh;Ehhadh;Hspa9;Iars2;Glud1;Rfk;Gatc;Kars1;Acsl1;Hmgcl;Acadm;Grpel2;Acadvl;Acat1;Abcd3;Lonp1;Decr1;Abcd2;Hadha;Acadl;Gfm1;Tufm;Opa1;Pnpo;Aifm1
heterocyclic compound binding	heterocyclic compound binding;nucleotide binding;nucleoside phosphate binding	Alas1;Nubpl;Suclg1;Gatb;Ide;Etfa;Acsm1;Vdac2;Maob;Acsf3;Wdr77;Kmo;Gars1;Acsl6;Fabp1;Atp5f1a;Tnk1;Afg3l1;Ndufv1;Ddx28;Acadsb;Pccb;Vdac1;Dnaja3;Nadk2;Mrpl39;Pnpo;Cdc123;Acad8;Polq;Nfs1;Grpel1;Trap1;Abcb7;Adck2;Gfm1;Agk;Pdk4;Pcx;Sucla2;Got2;Abat;Nnt;Atp5f1b;Acsf2;Aifm1;Hspd1;Aldh9a1;Sdha;Ogdh;Aldh2;Ak4;Abcb6;Aadat;Mmut;Acads;Tufm;Chdh;Fars2;Cdc42bpa;Cryz;Yme1l1;Eci2;Vwa8;Opa1;Dld;Hadh;Ehhadh;Hspa9;Iars2;Glud1;Rfk;Gatc;Kars1;Maoa;Acsl1;Hmgcl;Acadm;Grpel2;Acadvl;Acat1;Abcd3;Lonp1;Decr1;Acad11;Abcd2;Hadha;Acadl
small molecule binding	small molecule binding;ion binding	Lias;Gars1;Acsl6;Ppa2;Fabp1;Timm8a2;Atp5f1a;Osbpl1a;Nbr1;Hccs;Tnk1;Afg3l1;Ndufv1;Ddx28;Acadsb;Pitrm1;Pccb;Vdac1;Dnaja3;Nadk2;Prorp;Elac2;Mrpl39;Pnpo;Pmpcb;Pmpca;Cdc123;Chpt1;Coq10b;Mipep;Acad8;Polq;Nr2c2;Nfs1;Grpel1;Ephx2;Trap1;Slc25a25;Abcb7;Adck2;Apex1;Gfm1;Agk;Pdk4;Pcx;Sucla2;Got2;Micu1;Abat;Nnt;Ngly1;Isca1;Atp5f1b;Acsf2;Aifm1;Sdhd;Sco1;Hspd1;Car5b;Aldh9a1;Sdha;Micu2;Ogdh;Aldh2;Ak4;Abcb6;Aadat;Nln;Mmut;Stoml2;Crbn;Acads;Tufm;Xpnpep3;Suox;Chdh;Pde12;Fars2;Cdc42bpa;Cryz;Yme1l1;F8;Idi1;Eci2;Vwa8;Opa1;Dld;Hadh;Marchf5;Ehhadh;Rnf24;Hspa9;Iars2;Glud1;Rfk;Ppm1k;Ndufs1;Gatc;Kars1;Ptgr3;Fech;Etfdh;Maoa;Acsl1;Hmgcl;Acadm;Grpel2;Acadvl;Acat1;Abcd3;Lonp1;Gpd2;Slc25a13;Decr1;Acad11;Abcd2;Hadha;Acadl
fatty-acyl-CoA binding	fatty-acyl-CoA binding;acyl-CoA binding;fatty acid derivative binding	Acads;Eci2;Hmgcl;Acadm;Acadvl;Hadha;Acadl
nucleoside bisphosphate metabolic process	nucleoside bisphosphate metabolic process;ribonucleoside bisphosphate metabolic process;purine nucleoside bisphosphate metabolic process;acyl-CoA metabolic process;thioester metabolic process	Acsm5;Pdk3;Slc25a42;Pdhb;Coasy;Slc25a16;Acsm2;Oxsm;Suclg1;Acsm1;Acsl6;Pdhx;Acadsb;Pdha1;Vdac1;Acot9;Acaa2;Acot2;Pdk4;Sucla2;Ogdh;Mmut;Mlycd;Dld;Hsd17b4;Ehhadh;Acsl1;Hmgcs2;Hmgcl;Acat1;Crot
oxidoreductase activity, acting on CH-OH group of donors	oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	Chdh;Hsd17b4;Hadh;Ehhadh;Ptgr3;Aldh3a2;Gpd2;Bdh1;Hadha;Dhrs4;Dhrs1
nucleoid	nucleoid;mitochondrial nucleoid	Fastkd2;Ddx28;Vdac1;Dnaja3;Prorp;Elac2;Tfb2m;Lrpprc;Atp5f1b;Grsf1;Tufm;Tfam;Trmt10c;Hspa9;Poldip2;Acadvl;Lonp1;Hadhb;Hadha
mitochondrial inner membrane	mitochondrial inner membrane;organelle inner membrane	Ndufa12;Uqcr11;Uqcrq;Cox6c;Ndufa5;Ndufb7;Endog;Slc25a19;Mrpl52;Atp5mf;Ndufa13;Uqcr10;Atp5f1e;Sfxn5;Mrpl51;Ndufa2;Mrps21;Ndufa6;Ndufb2;Slc25a38;Ndufa11;Cox5b;Atp5pd;Romo1;Mrpl14;Atp5mc1;Cox20;Atp5pf;Ndufc1;Uqcc2;Mrpl36;Prodh;Mrpl54;Fdxr;Timm10b;Ndufv3;Ppox;Micos10;Mrpl23;Ndufv2;Uqcc3;Ndufs8;Slc25a51;Tafazzin;Timm13;Ndufs5;Cox7c;Gadd45gip1;Ndufs7;Smdt1;Aurkaip1;Dnajc19;Cox7b;Mrpl57;Prodh2;Ndufa1;Ndufs6;Cox6b1;Uqcrb;Cox6a1;Ndufb3;Sirt4;Smim20;Exog;Ndufb10;Dnajc15;Mrps33;Atpsckmt;Mrpl27;Cox8b;Cox4i1;Mrps25;Ndufa3;Atp5po;Immp1l;Uqcc4;Mrps28;Ndufa7;Gpam;Immp2l;Timm23;Ndufb11;Mrps6;Tomm40;Bcl2;Mrpl20;Slc25a37;Ccdc51;Timm9;Ndufb5;Sdhb;Mrps35;Mrpl24;Atp5mj;Slc25a27;Mtx1;Atp5me;Ndufa8;Fdx1;Chchd10;Mrpl18;Pet100;Eral1;Atp5f1d;Mrpl19;Cox7a2;Dmac1;Coa3;Mrps34;Dhodh;Mrpl4;Ndufab1;Ndufa10;Atad3a;Mrps17;Mrpl55;Ndufb9;Apex2;Sirt5;Gcat;Uqcrh;Nme6;Ndufs3;Mgst1;Pam16;Sfxn4;Ndufb4;Plscr3;Higd1a;Atp5mk;Timm50;Ndufb6;Slc25a26;Foxred1;Phb1;Mrpl30;Coa8;Ndufb8;Mrps15;Tst;Cox8a;Chchd3;Mrps16;Letmd1;Mrpl15;Slc25a21;Dmac2;Gstk1;Slc25a45
channel activity	channel activity;passive transmembrane transporter activity	Atp5mf;Atp5f1e;Bax;Atp5pd;Atp5mc1;Atp5pf;Tomm40l;Cacna1d;Atp5po;Tomm40;Bcl2;Ccdc51;Atp5me;Atp5f1d
positive regulation of molecular function	positive regulation of molecular function;positive regulation of catalytic activity	Bbc3;Ndufa13;Antkmt;Bax;Mapk8ip3;Polg2;Cycs;Cox17;Cacna1d;Apoa2;Fxn;Ssbp1;Atpsckmt;Park7;Mavs;Bcl2;Sod1;Fis1;Il18;Cdk5;Fam162a;Iscu;Gpsm1;Dbi;Higd1a;Prkn;Phb1;Coa8;Sdhaf4
acyl-CoA dehydrogenase activity	acyl-CoA dehydrogenase activity;oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor	Gcdh;Acad9;Hibch;Acadsb;Acad8;Acads;Acadm;Acadvl;Acad11;Acadl
heart process	heart process;heart contraction	Atp5pf;Tafazzin;Cacna1d;Dmpk;Rangrf;Sod1
thioester biosynthetic process	thioester biosynthetic process;acyl-CoA biosynthetic process	Acsl6;Pdhx;Pdha1;Vdac1;Pdk4;Mmut;Mlycd;Dld;Acsl1;Acat1
mitochondrial electron transport, ubiquinol to cytochrome c	mitochondrial electron transport, ubiquinol to cytochrome c;mitochondrial respiratory chain complex III;respiratory chain complex III	Uqcr11;Uqcrq;Uqcr10;Cycs;Uqcc3;Uqcrb
organonitrogen compound biosynthetic process	organonitrogen compound biosynthetic process;cellular nitrogen compound biosynthetic process	Ndufa12;Ndufa5;Ndufb7;Slc25a19;Mrpl52;Atp5mf;Ndufa13;Atp5f1e;Antkmt;Mrpl51;Ndufa2;Mrps21;Ndufa6;Ndufb2;Ndufa11;Atp5pd;Mrpl14;Atp5mc1;Paox;Atp5pf;Bcat2;Ndufc1;Inpp5e;Mettl17;Uqcc2;Mrpl36;Mrpl54;Ndufv3;Ppox;Mrpl23;Ndufv2;Uqcc3;Ndufs8;Ndufs5;Gadd45gip1;Ndufs7;Aurkaip1;Apoa2;Mrpl57;Ndufa1;Ndufs6;Ndufb3;Fxn;Rmnd1;Ndufb10;Mrps33;Atpsckmt;Mrpl27;Lars2;Mrps25;Ndufa3;Malsu1;Park7;Atp5po;Cars2;Nme3;Mrps28;Ndufa7;Nags;Ndufb11;Sdsl;Mrps6;Mtres1;Bcl2;Mrpl20;Dhrs7b;Mtif2;Slc25a37;Ndufb5;Sdhb;Mrps35;Mrpl24;Tha1;Acacb;Atp5me;Ndufa8;Rpl18;Agxt2;Mrpl18;Aars2;Atp5f1d;Rida;Sars2;Mrpl19;Coa3;Il18;Mrps34;Dhodh;Mrpl4;Ndufab1;Ndufa10;Flad1;Mrps17;Mrpl55;Ndufb9;Nme6;Ndufs3;Dbi;Mtfmt;Ndufb4;Qdpr;Ndufb6;Prkn;Pdf;Mrpl30;Ndufb8;Acly;Mrps15;Tars2;Mrps16;Mrpl15;Dcakd;Acss1;Prdx5;Polg2;Rbm10;Mterf1b;Acod1;Ecsit;Mavs;Tfb1m;Primpol;Chchd10;Cdk5;Pam16;Mterf1a;Prdx2;Phb1;Hint1
oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;oxidoreductase activity, acting on the aldehyde or oxo group of donors	Aldh5a1;Pdhb;Akr1b7;Aldh4a1;Aldh7a1;Pdhx;Pdha1;Aldh6a1;Aldh9a1;Ogdh;Aldh2;Dld;Aldh3a2;Dhrs4
