representative	grouped_terms	genes
fatty acid catabolic process	fatty acid catabolic process;cellular lipid catabolic process;fatty acid beta-oxidation;fatty acid oxidation;lipid oxidation;lipid catabolic process;lipid modification;monocarboxylic acid catabolic process	Acot2;Echdc1;Scp2;Nudt19;Acadm;Mlycd;Etfa;Hadhb;Acadvl;Etfdh;Acad12;Eci1;Hadh;Cpt2;Crat;Hsd17b4;Acadl;Fabp1;Abcd2;Decr1;Echs1;Hsd17b10;Crot;Acat1;Etfb;Acads;Ehhadh;Acaa2;Dbi;Apoa2;Prdx6;Pdk4;Agxt
peroxidase activity	peroxidase activity;oxidoreductase activity, acting on peroxide as acceptor	Cat;Prdx4;Prdx3;Gstk1;Mgst1;Prdx2;Park7;Prdx6;Gpx1;Prdx5
NADH dehydrogenase complex assembly	NADH dehydrogenase complex assembly;mitochondrial respiratory chain complex I assembly;mitochondrial respiratory chain complex assembly	Ndufaf2;Ndufa13;Ndufa6;Ndufb3;Ndufs7;Ndufb11;Ndufs4;Lyrm2;Ndufaf1;Ndufaf8;Ndufa8;Ndufb10;Dmac1;Ndufb2;Ndufc1;Ndufs5;Tmem126b;Ndufa9;Ndufc2;Ndufs6;Ndufb8;Ndufb9;Ndufa1;Ndufb5;Ndufb6;Tfam;Sdhaf4;Coa5;Surf1;Coa3
nucleic acid metabolic process	nucleic acid metabolic process;RNA metabolic process	Rbfa;Cpeb3;Apex2;Fhit;Tars2;Pde2a;Pus1;Cebpz;Ybey;Usp45;Rars2;Rbm10;Slc30a9;Rpain;Twnk;Fastk;Sirt3;Ptcd1;Mterf3;Rad9b;Prorp;Kat14;Mtfmt;Supv3l1;Tbrg4;Fastkd1;Angel2;Exog;Cars2;Aars2;Vars2;Top3a;Cpsf1;Polg;Mto1;Mettl15;Eri3;Tyw5;Dedd;Trmt1;Lars2;Fxr1;Cdk5;Trnt1;Noct;Ssbp1;Dus2;Ppid;Gcfc2;Sars2;Mterf1a;Chchd4;Gtpbp3;Pcbd2;Scaf4;Ints11;Ncor1;Il18;Qtrt1;Bax;Polrmt;Trmt5;Hars2;Trub2;Mrm1;Ung;Spout1;Mterf1b;Hnrnpu;Loxl3;Lig3;Nthl1;Tfb1m;Cdk5rap1;Ssb;Prkn;Exd2;Dna2;Znhit3;Mrm3;Ankrd42;Dbp;Alkbh2;Tk2;Lrpprc;Camk1;Polb;Trmu;Taf5;Mars2;Ccnc;Rnaseh1;Nsun4;Gpat2;Eri2;Trit1;Pld6;Tefm;Ears2
nucleobase-containing compound biosynthetic process	nucleobase-containing compound biosynthetic process;aromatic compound biosynthetic process;organic cyclic compound biosynthetic process;heterocycle biosynthetic process	Dut;Atp5mc1;Rfk;Ndufv3;Wdr77;Mrpl12;Sod2;Chchd10;Mlycd;Tfam;Atp5me;Ndufa13;Acsl1;Ndufa6;Ndufb3;Ndufs7;Sdhb;Sdhd;Ndufb11;Atp5f1e;Ndufs4;Mterf4;Atp5f1b;Mxd3;Sdha;Atp5f1a;Poldip2;Cat;Htatip2;Kars1;Apex1;Atp5pf;Dnajc30;C1qbp;Prdx3;Ndufa8;Ndufb10;Guk1;Ak3;Ndufb2;Mmut;Coq7;Pdk4;Bud31;Acat1;Ndufv2;Mthfs;Ndufc1;Sdhc;Ndufs5;Mpc1;Ndufa9;Prdx2;Ndufc2;Ndufs6;Ndufb8;Atp5pb;Ndufa7;Atp5f1d;Park7;Ndufb9;Pink1;Atp5mc3;Ndufa1;Ndufb5;Chchd2;Atp5f1c;Ndufb6;Atp5mf;Hint1;Atp5po;Prdx5;Mpc2;Slc25a39;Aldh2;Qdpr;Spr;Mthfsl;Scp2;Sod1;Hsd17b10;Tspo;Fdx1
organonitrogen compound biosynthetic process	organonitrogen compound biosynthetic process;cellular nitrogen compound biosynthetic process	Mrpl44;Rpusd3;Atp5pd;Gars1;Pdha1;Vdac1;Uqcc3;Sdsl;Nadk2;Mpv17l2;Dhrs7b;Ndufs8;Mrps21;Tmem14c;Iba57;Mrpl42;Acsl6;Rida;Kmo;Mrps22;Mrrf;Otc;Coasy;Mrpl28;Mrpl55;Apoa2;Mrps7;Yars2;Dut;Atp5mc1;Rfk;Ndufv3;Trap1;Mrpl46;Acadm;Mrps24;Ptdss1;Mrpl12;Tsfm;Mlycd;Atp5me;Slc25a39;Mrpl54;Mrpl58;Mrps31;Mrpl40;Ndufa13;Acsl1;Ndufa6;Ndufb3;Ndufs7;Sdhb;Sdhd;Ndufb11;Mrpl36;Atp5f1e;Ndufs4;Atp5f1b;Mrps33;Sdha;Atp5f1a;Mrps25;Kars1;Mrpl11;Pyurf;Mrpl51;Mrpl45;Atp5pf;Aldh9a1;Dnajc30;Pars2;C1qbp;Rpl18;Mrps35;Mrps16;Ndufa8;Ndufb10;Guk1;Mrpl57;Ak3;Mrpl30;Tufm;Aldh2;Mrpl32;Ndufb2;Mmut;Mrpl13;Pdk4;Coa3;Mrps14;Acat1;Mrpl17;Ndufv2;Mthfs;Ndufc1;Mrpl16;Sdhc;Mrps30;Mrps34;Ndufs5;Mrpl50;Mrpl34;Qdpr;Mrpl27;Mpc1;Ndufa9;Ndufc2;Ndufs6;Ndufb8;Atp5pb;Ndufa7;Atp5f1d;Park7;Ndufb9;Spr;Mrpl1;Pink1;Atp5mc3;Ndufa1;Ndufb5;Agxt;Got2;Atp5f1c;Mrpl20;Mrpl35;Ndufb6;Atp5mf;Mthfsl;Dbi;Atp5po;Mpc2;Mrpl49;Phb2;Slc25a33;Cyb5r3;Wdr77;Sod2;Chchd10;Tfam;Mterf4;Mxd3;Poldip2;Cat;Htatip2;Apex1;Prdx3;Mtarc2;Coq7;Bud31;Tspo;Prdx2;Chchd2;Hint1;Prdx5
structural constituent of ribosome	structural constituent of ribosome;structural molecule activity	Mrps22;Mrpl28;Mrpl55;Mrps7;Mrpl46;Mrps24;Mrpl12;Mrpl54;Mrps31;Mrpl36;Mrps25;Mrpl11;Mrpl51;Rpl18;Mrps35;Mrps16;Mrpl57;Mrpl30;Mrpl32;Mrpl13;Mrps14;Mrpl17;Mrpl16;Mrps30;Mrps34;Mrpl34;Mrpl27;Ndufa7;Mrpl1;Mrpl20;Mrpl35;Mrpl49
organic acid catabolic process	organic acid catabolic process;carboxylic acid catabolic process;small molecule catabolic process	Oat;Acad8;Kmo;Otc;Aldh6a1;Acot2;Echdc1;Scp2;Nudt19;Glud1;Acadm;Mlycd;Etfa;Hadhb;Acadvl;Etfdh;Acad12;Eci1;Hadh;Cpt2;Crat;Hibadh;Acadsb;Hsd17b4;Amt;Acadl;Fabp1;Abcd2;Gcsh;Decr1;Echs1;Hsd17b10;Crot;Acat1;Etfb;Gcat;Mthfs;Acads;Gldc;Qdpr;Ehhadh;Acaa2;Acsf3;Agxt;Got2;Mthfsl;Dbi;Aldh1a7;Pnkd;Park7
respiratory chain complex IV	respiratory chain complex IV;mitochondrial respiratory chain complex IV	Cox6c;Cox6b1;Uqcrc2;Uqcrfs1;Cox7b;Cox4i1;Cox6a1;Cox5a;Cox6a2;Coa6;Cox8a;Ndufa4;Cox7a2
methyltransferase activity	methyltransferase activity;S-adenosylmethionine-dependent methyltransferase activity	Hemk1;Coq3;Mettl15;Fasn;Trmt1;Ciapin1;Etfbkmt;Trmt5;Mrm1;Spout1;Comt;Atpsckmt;Tfb1m;Mrm3;Nsun4;Mettl17
mitochondrial proton-transporting ATP synthase complex	mitochondrial proton-transporting ATP synthase complex;proton-transporting two-sector ATPase complex;proton-transporting ATP synthase complex;ATPase complex	Atp5mc1;Atp5me;Atp5f1e;Atp5f1b;Atp5f1a;Atp5pf;Atp5mk;Atp5pb;Atp5f1d;Atp5mj;Atp5mc3;Atp5f1c;Atp5mf;Atp5po
organellar ribosome	organellar ribosome;mitochondrial ribosome;ribosomal subunit;ribosome;ribonucleoprotein complex	Mrps21;Mrpl42;Mrps22;Mrpl28;Mrpl55;Mrps7;Mrpl46;Mrps24;Mrpl12;Mrpl54;Mrpl58;Mrps31;Mrpl40;Mrpl36;Mterf4;Mrps33;Mrps25;Mrpl11;Mrpl51;Mrpl45;Mrps35;Mrps16;Mrpl57;Mrpl30;Mrpl32;Mrpl13;Mrps14;Mrpl17;Mrpl16;Mrps30;Mrps34;Mrpl50;Mrpl34;Mrpl27;Ndufa7;Mrpl1;Mrpl20;Mrpl35;Mrpl49;Mpv17l2;Rpl18;Grsf1;Slirp;Hsd17b10;Bud31
peroxisome	peroxisome;microbody	Phyh;Aldh3a2;Abcd3;Pnpla8;Idi1;Hmgcl;Idh2;Atad1;Ephx2;Dhrs7b;Acsl6;Rida;Hspd1;Ide;Scp2;Nudt19;Mlycd;Acsl1;Hsdl2;Crat;Cat;Gstk1;Hsd17b4;Mgst1;Sod1;Fabp1;Abcd2;Mtarc2;Ech1;Crot;Pxmp2;Ehhadh;Agxt;Prdx5
monoatomic ion channel activity	monoatomic ion channel activity;proton channel activity;proton-transporting ATP synthase activity, rotational mechanism;monoatomic cation channel activity	Atp5me;Atp5f1e;Atp5f1b;Atp5f1a;Vdac2;Atp5pf;Vdac3;Atp5pb;Atp5f1d;Atp5f1c;Atp5mf;Atp5po
channel activity	channel activity;passive transmembrane transporter activity	Atp5mc1;Atp5me;Atp5f1e;Bcl2a1d;Atp5f1b;Atp5f1a;Vdac2;Atp5pf;Vdac3;Atp5pb;Atp5f1d;Atp5mc3;Atp5f1c;Atp5mf;Atp5po
protein-containing complex assembly	protein-containing complex assembly;protein-containing complex organization	Apoa2;Mrps7;Dut;Slc25a46;Cox17;Wdr77;Micu1;Bok;Sod2;Chchd10;Tfam;Cbr4;Ndufaf2;Ndufa13;Ndufa6;Ndufb3;Ndufs7;Ndufb11;Ndufs4;Sdhaf4;Vdac2;Tmem70;Lyrm2;Aldh9a1;Ndufaf1;Acot13;Ndufaf8;Coa5;Ndufa8;Ndufb10;Dmac1;Cryz;Ndufb2;Hsd17b10;Surf1;Coa3;Ndufc1;Ndufs5;Gldc;Tmem126b;Ndufa9;Ndufc2;Ndufs6;Ndufb8;Coa6;Atp5f1d;Park7;Ndufb9;Pink1;Atp5mc3;Ndufa1;Ndufb5;Dnajc15;Mrpl20;Tmem242;Ndufb6;Higd2a;Cox7a2;Mrpl58;Gpx1
large ribosomal subunit	large ribosomal subunit;organellar large ribosomal subunit;mitochondrial large ribosomal subunit	Mrpl28;Mrpl55;Mrpl46;Mrpl12;Mrpl54;Mrpl58;Mrpl40;Mrpl36;Mterf4;Mrpl11;Mrpl51;Mrpl45;Rpl18;Mrpl57;Mrpl30;Mrpl32;Mrpl13;Mrpl17;Mrpl16;Mrps30;Mrpl50;Mrpl34;Mrpl27;Mrpl1;Mrpl20;Mrpl35;Mrpl49
DNA replication	DNA replication;DNA-templated DNA replication	Fhit;Rpain;Twnk;Polg;Ssbp1;Lig3;Exd2;Dna2;Tk2;Polb;Rnaseh1;Recql4;Primpol
regulation of RNA stability	regulation of RNA stability;regulation of mRNA stability;regulation of mRNA catabolic process	Cpeb3;Rbm10;Fastk;Tbrg4;Fastkd1;Angel2;Fxr1;Noct
proton transmembrane transporter activity	proton transmembrane transporter activity;monoatomic cation transmembrane transporter activity;inorganic molecular entity transmembrane transporter activity	Atp5f1e;Atp5f1b;Atp5f1a;Atp5pf;Uqcrfs1;Surf1;Slc25a5;Cox5a;Ghitm;Uqcrh;Atp5pb;Atp5f1d;Atp5mc3;Atp5f1c;Atp5mf;Atp5po;Slc25a24;Atp5me
